Node Number	Shear Stress (MPa)
7492	-1.1129e-002
7493	2.459e-002
7494	0.11594
7495	-2.4493e-002
7496	-9.3316e-003
7497	5.578e-002
7498	-5.4507e-003
7499	2.2268e-002
7500	0.22413
7501	8.7379e-002
7502	7.0879e-003
7503	9.5633e-003
7504	9.711e-003
7505	0.21157
7506	5.9562e-002
7507	3.4659e-002
7508	5.5457e-002
7509	0.23666
7510	0.29177
7511	0.10268
7512	8.2836e-002
7513	0.53412
7514	0.26404
7515	0.31915
7516	0.1041
7517	6.1616e-002
7518	9.8579e-002
7519	0.54986
7520	0.51428
7521	0.33489
7522	0.11757
7523	4.7287e-002
7524	8.5965e-002
7525	0.49996
7526	0.41489
7527	0.17139
7528	0.11377
7529	0.52776
7530	0.4427
7531	0.175
7532	0.14459
7533	0.13979
7534	0.84869
7535	0.55378
7536	0.68818
7537	0.46871
7538	0.1633
7539	0.12218
7540	0.66577
7541	0.23711
7542	0.13288
7543	5.9048e-002
7544	0.67647
7545	0.26522
7546	0.12215
7547	1.2129
7548	0.97269
7549	0.73958
7550	0.60014
7551	0.25356
7552	0.10212
7553	8.7158e-002
7554	0.93769
7555	0.56515
7556	0.26478
7557	0.12546
7558	0.96103
7559	0.98396
7560	0.58848
7561	0.28893
7562	0.11334
7563	0.14756
7564	0.97184
7565	0.48843
7566	0.18383
7567	1.0081
7568	0.52608
7569	0.37986
7570	0.34706
7571	1.7848
7572	1.3718
7573	1.1713
7574	0.68022
7575	0.50477
7576	0.25427
7577	1.2462
7578	0.7
7579	0.35855
7580	0.38998
7581	1.3505
7582	0.80344
7583	0.8119
7584	0.48094
7585	2.2018
7586	1.4415
7587	0.89441
7588	0.7274
7589	0.41029
7590	0.50188
7591	2.2227
7592	1.794
7593	0.91534
7594	0.3091
7595	0.76451
7596	0.30486
7597	1.6885
7598	0.77698
7599	0.44741
7600	0.3505
7601	1.9977
7602	1.8311
7603	0.95885
7604	0.72751
7605	0.22041
7606	1.8676
7607	0.72578
7608	0.21964
7609	0.30102
7610	2.2186
7611	1.9482
7612	0.66162
7613	0.1373
7614	0.43565
7615	2.1363
7616	1.1081
7617	2.3474
7618	0.45384
7619	2.1545
7620	1.1263
7621	1.4969e-002
7622	-0.16142
7623	-5.1071e-002
7624	-1.3447e-002
7625	-1.0777e-002
7626	-0.11486
7627	5.6122e-002
7628	-2.9715e-002
7629	7.9088e-003
7630	2.4364e-002
7631	-9.4288e-002
7632	8.1293e-002
7633	-9.9177e-003
7634	9.2875e-002
7635	4.4162e-002
7636	-7.4491e-002
7637	7.8437e-002
7638	9.8249e-002
7639	0.10615
7640	4.123e-002
7641	4.9535e-002
7642	-4.4217e-002
7643	4.6029e-002
7644	6.3104e-002
7645	9.7924e-002
7646	3.3e-002
7647	1.3136e-002
7648	-5.2446e-002
7649	2.2379e-003
7650	3.8926e-002
7651	4.631e-003
7652	8.822e-003
7653	-1.1042e-002
7654	-3.635e-002
7655	1.9313e-002
7656	-6.6932e-002
7657	-2.0945e-002
7658	-1.4982e-002
7659	-3.8619e-003
7660	-3.0655e-002
7661	-2.5631e-002
7662	-6.7397e-002
7663	-8.5907e-002
7664	-0.16184
7665	-2.2837e-002
7666	-5.2685e-002
7667	-0.10314
7668	-0.17979
7669	-0.17391
7670	-3.4909e-002
7671	-4.0533e-002
7672	-6.4758e-002
7673	-0.14165
7674	-0.20345
7675	-0.26679
7676	-6.42e-002
7677	-0.16175
7678	-0.3168
7679	-0.28163
7680	-7.6886e-002
7681	-7.9043e-002
7682	-8.8775e-002
7683	-0.29931
7684	-0.32207
7685	-8.2151e-002
7686	-4.5979e-002
7687	-9.404e-002
7688	-0.71066
7689	-0.51588
7690	-0.8565
7691	-0.35534
7692	-0.53447
7693	-0.71502
7694	-0.23284
7695	-0.46757
7696	-0.59802
7697	-0.44094
7698	-0.61394
7699	-0.2804
7700	-0.31381
7701	-0.45953
7702	-0.1579
7703	-0.17088
7704	-0.39263
7705	-0.5
7706	-0.57624
7707	-0.6709
7708	-0.2427
7709	-0.26357
7710	-0.27399
7711	-0.27611
7712	-0.13317
7713	-0.43979
7714	-0.61059
7715	-0.21367
7716	-0.21579
7717	0.135
7718	-0.18863
7719	-7.2858e-002
7720	-8.2427e-002
7721	-0.17225
7722	-0.39432
7723	-0.6107
7724	-0.68474
7725	-0.20742
7726	-0.21378
7727	-0.16555
7728	0.13488
7729	-0.18874
7730	-8.254e-002
7731	-0.17237
7732	-0.32948
7733	-0.61564
7734	-0.63915
7735	-0.16183
7736	-0.18011
7737	0.24186
7738	-6.3134e-002
7739	-0.11996
7740	-6.624e-002
7741	-0.14315
7742	-3.6951e-002
7743	-0.10804
7744	-0.22923
7745	-0.5964
7746	-0.57083
7747	-0.16087
7748	-4.389e-002
7749	-4.6996e-002
7750	-8.88e-002
7751	-9.6647e-002
7752	-0.35007
7753	-0.48982
7754	-7.5725e-002
7755	-7.9856e-002
7756	0.11813
7757	3.7122e-002
7758	-4.2883e-002
7759	-8.1857e-003
7760	3.4016e-002
7761	-7.7873e-003
7762	7.0704e-003
7763	-0.29851
7764	-2.4156e-002
7765	0.1697
7766	4.3384e-002
7767	-0.24636
7768	-0.10906
7769	2.7992e-002
7770	0.22185
7771	9.5532e-002
7772	0.14098
7773	-0.18974
7774	-0.58678
7775	-0.41916
7776	-0.31376
7777	-0.22561
7778	-0.25036
7779	-0.4453
7780	-0.19785
7781	-0.11385
7782	-0.25734
7783	-0.10446
7784	-0.1692
7785	-0.23594
7786	-0.19394
7787	-0.38888
7788	-0.23592
7789	-9.5153e-002
7790	-0.21313
7791	-0.23787
7792	-0.25837
7793	-8.4986e-002
7794	-0.21646
7795	-0.21645
7796	-0.2139
7797	-8.9286e-002
7798	-8.5762e-002
7799	-0.21724
7800	-0.13173
7801	-0.21722
7802	-7.4521
7803	-3.4309
7804	-7.2813
7805	-4.4563
7806	-3.0831
7807	-6.3636
7808	-3.7808
7809	-7.7198
7810	-3.4901
7811	-4.5155
7812	-4.0461
7813	-3.313
7814	-3.1423
7815	-6.4229
7816	-3.8679
7817	-7.4905
7818	-4.2547
7819	-3.5215
7820	-4.4122
7821	-6.6314
7822	-4.0764
7823	-5.6882
7824	-7.2121
7825	-3.8168
7826	-3.0836
7827	-2.9606
7828	-3.9743
7829	-5.4358
7830	-3.485
7831	-3.6385
7832	-5.2503
7833	-7.3364
7834	-3.6004
7835	-3.9764
7836	-3.1203
7837	-5.5954
7838	-3.6446
7839	-6.8653
7840	-3.5651
7841	-3.0849
7842	-3.7795
7843	-5.5601
7844	-3.6093
7845	-5.9072
7846	-3.1292
7847	-3.4584
7848	-3.3437
7849	-4.0134
7850	-5.1243
7851	-3.1735
7852	-4.5704
7853	-2.7005
7854	-2.936
7855	-2.8213
7856	-3.4911
7857	-2.8922
7858	-2.6512
7859	-3.6072
7860	-4.0051
7861	-1.8861
7862	-1.5412
7863	-2.0069
7864	-1.9221
7865	-2.6767
7866	-2.7758
7867	-2.0778
7868	-1.2737
7869	-2.7928
7870	-1.5248
7871	-4.8932
7872	-2.1352
7873	-1.8246
7874	-2.1712
7875	-3.0249
7876	-2.3269
7877	-1.5228
7878	-2.3858
7879	-4.7522
7880	-2.9032
7881	-2.4635
7882	-2.8102
7883	-3.6639
7884	-3.0247
7885	-3.9308
7886	-2.1232
7887	-1.7299
7888	-1.8043
7889	-2.0301
7890	-2.8838
7891	-2.3303
7892	-2.7131
7893	-1.7006
7894	-2.2447
7895	-3.59
7896	-1.9137
7897	-2.0819
7898	-1.763
7899	-2.289
7900	-2.6718
7901	-1.6594
7902	-2.9935
7903	-3.7052
7904	-1.7672
7905	-1.6142
7906	-1.4635
7907	-1.9895
7908	-1.3598
7909	-1.3569
7910	-2.6939
7911	-1.9271
7912	-4.2058
7913	-2.1819
7914	-1.7508
7915	-2.0566
7916	-1.8782
7917	-1.7716
7918	-3.1086
7919	-3.4646
7920	-2.2678
7921	-2.1425
7922	-2.7665
7923	-1.8575
7924	-3.1946
7925	-2.5704
7926	-1.4407
7927	-1.2222
7928	-1.3154
7929	-1.0516
7930	-1.9393
7931	-0.99531
7932	-1.0304
7933	-1.8896
7934	-2.5965
7935	-1.1551
7936	-1.0334
7937	-1.0465
7938	-1.2483
7939	-1.1626
7940	-0.98454
7941	-1.7694
7942	-1.8722
7943	-0.92822
7944	-1.3183
7945	-1.8225
7946	-2.646
7947	-1.1266
7948	-1.2557
7949	-1.8626
7950	-1.0214
7951	-1.4115
7952	-2.6842
7953	-1.3317
7954	-1.083
7955	-1.6525
7956	-1.2121
7957	-1.819
7958	-1.2637
7959	-0.97778
7960	-1.3679
7961	-2.7972
7962	-1.4135
7963	-1.5427
7964	-1.7343
7965	-1.3455
7966	-1.1635
7967	-1.4497
7968	-1.5925
7969	-2.6913
7970	-1.5739
7971	-1.7656
7972	-1.3767
7973	-1.9603
7974	-1.1948
7975	-1.6154
7976	-2.4038
7977	-1.4367
7978	-1.2909
7979	-1.1383
7980	-1.0806
7981	-1.6284
7982	-1.8231
7983	-1.0576
7984	-1.4866
7985	-1.9449
7986	-1.4782
7987	-2.3913
7988	-1.1406
7989	-0.9303
7990	-1.2234
7991	-0.90728
7992	-1.0107
7993	-1.3363
7994	-1.7946
7995	-1.3279
7996	-2.387
7997	-1.1975
7998	-1.2784
7999	-1.0681
8000	-1.3612
8001	-1.1485
8002	-1.9324
8003	-2.2458
8004	-1.0554
8005	-1.0761
8006	-0.9425
8007	-0.92598
8008	-1.6564
8009	-1.2191
8010	-1.0064
8011	-1.7903
8012	-1.4923
8013	-1.2365
8014	-2.1638
8015	-0.90399
8016	-1.077
8017	-0.9434
8018	-1.2219
8019	-1.6573
8020	-1.4932
8021	-1.2374
8022	-2.1048
8023	-0.82109
8024	-1.139
8025	-1.5744
8026	-1.5112
8027	-0.81667
8028	-1.4103
8029	-1.1545
8030	-1.909
8031	-0.84507
8032	-0.90547
8033	-1.163
8034	-1.5352
8035	-0.84065
8036	-1.3943
8037	-1.4342
8038	-1.755
8039	-0.82977
8040	-0.6857
8041	-0.79508
8042	-0.94479
8043	-0.94322
8044	-1.3154
8045	-0.79813
8046	-0.62088
8047	-1.1746
8048	-1.7542
8049	-0.89553
8050	-0.88611
8051	-1.0106
8052	-1.4162
8053	-1.3812
8054	-0.86389
8055	-1.2403
8056	-1.5267
8057	-0.8195
8058	-0.96614
8059	-0.94395
8060	-1.0994
8061	-1.3496
8062	-0.79728
8063	-1.1737
8064	-1.3582
8065	-0.6591
8066	-0.6586
8067	-0.80525
8068	-0.93851
8069	-0.57389
8070	-1.1887
8071	-0.63639
8072	-1.0405
8073	-1.139
8074	-0.65145
8075	-0.79761
8076	-0.77779
8077	-0.93087
8078	-0.56625
8079	-0.81692
8080	-1.0329
8081	-0.42624
8082	-0.4399
8083	-0.56623
8084	-0.35469
8085	-0.60537
8086	-0.78592
8087	-0.30374
8088	-0.8213
8089	0.4419
8090	-3.3193
8091	-0.15854
8092	0.70818
8093	-6.0969e-002
8094	-2.4017
8095	-0.68707
8096	0.36721
8097	-0.24772
8098	-0.14625
8099	2.0798e-002
8100	0.48002
8101	0.619
8102	-0.15015
8103	-0.77624
8104	0.43183
8105	-0.13176
8106	0.49451
8107	-0.13566
8108	0.30651
8109	-0.76175
8110	-0.12693
8111	-8.1626e-002
8112	0.8486
8113	0.52927
8114	0.54464
8115	-8.5526e-002
8116	0.35664
8117	0.48429
8118	6.0518
8119	5.9232
8120	6.1019
8121	2.8329
8122	2.9191
8123	3.4199
8124	3.8788
8125	3.4989
8126	2.6076
8127	4.7778
8128	3.606
8129	5.3209
8130	6.0898
8131	6.0375
8132	2.9995
8133	3.5865
8134	4.0454
8135	3.6655
8136	3.7587
8137	5.14
8138	4.082
8139	2.102
8140	2.689
8141	2.7001
8142	2.768
8143	2.6528
8144	2.5618
8145	2.5554
8146	3.4173
8147	1.4372
8148	1.5749
8149	2.0242
8150	2.0353
8151	1.8439
8152	2.2591
8153	1.988
8154	1.4663
8155	2.0233
8156	1.0429
8157	1.3118
8158	1.7271
8159	1.4559
8160	1.4268
8161	0.34424
8162	1.4599
8163	-0.23399
8164	0.47946
8165	1.2308
8166	0.74839
8167	1.1637
8168	0.86341
8169	-0.95597
8170	-0.79268
8171	-3.9918e-002
8172	-7.9235e-002
8173	0.67211
8174	0.1897
8175	0.1842
8176	-6.0072e-002
8177	0.30472
8178	-1.8779
8179	-1.5342
8180	-2.5954
8181	-2.1567
8182	-0.78144
8183	-6.9416e-002
8184	-0.76306
8185	-0.55732
8186	-0.80159
8187	-0.19051
8188	-2.7775
8189	-2.7757
8190	-0.96181
8191	-0.83823
8192	-0.7377
8193	-1.2912
8194	-0.98197
8195	-0.37089
8196	-3.9592
8197	-3.495
8198	-3.1955
8199	-3.3241
8200	-1.6811
8201	-1.6915
8202	-1.5575
8203	-2.0105
8204	-1.5241
8205	-1.0902
8206	-4.6231
8207	-3.6579
8208	-2.9733
8209	-2.1538
8210	-2.0199
8211	-3.0078
8212	-2.4728
8213	-1.9864
8214	-5.9973
8215	-2.8364
8216	-3.1749
8217	-3.1722
8218	-2.3554
8219	-3.2076
8220	-2.4967
8221	-3.2094
8222	-2.6744
8223	-3.7309
8224	-4.009
8225	-4.3448
8226	-4.3802
8227	-6.2521
8228	-3.6692
8229	-4.9034
8230	-4.5375
8231	5.608
8232	6.14
8233	5.9089
8234	5.3542
8235	5.3937
8236	3.9168
8237	4.072
8238	4.8158
8239	5.0105
8240	5.001
8241	5.0405
8242	3.7187
8243	4.3907
8244	3.9958
8245	4.7567
8246	4.192
8247	4.7963
8248	4.1977
8249	3.1695
8250	3.4745
8251	3.3371
8252	3.6203
8253	3.8221
8254	2.7939
8255	2.9615
8256	0.93997
8257	0.34728
8258	0.82121
8259	0.36514
8260	0.37842
8261	0.77135
8262	0.34336
8263	0.47995
8264	0.84117
8265	0.5976
8266	0.52669
8267	1.0858
8268	0.46342
8269	0.49456
8270	0.45029
8271	0.45951
8272	0.95732
8273	0.64283
8274	1.2254
8275	0.48493
8276	0.52423
8277	0.47997
8278	1.1629
8279	0.48918
8280	0.50682
8281	0.65736
8282	0.98699
8283	0.6725
8284	1.4701
8285	0.59491
8286	0.66596
8287	0.58995
8288	1.2729
8289	0.6168
8290	0.76734
8291	0.69778
8292	1.7482
8293	0.72963
8294	0.75551
8295	0.80069
8296	1.4076
8297	0.75153
8298	0.83251
8299	2.3217
8300	0.89885
8301	0.94403
8302	1.3565
8303	1.0666
8304	1.5509
8305	1.4422
8306	1.4879
8307	0.89487
8308	0.97585
8309	3.0186
8310	1.329
8311	1.2686
8312	1.7867
8313	1.9279
8314	1.4968
8315	1.918
8316	3.1992
8317	1.5353
8318	2.1946
8319	1.7635
8320	2.1847
8321	2.4389
8322	3.3763
8323	1.2945
8324	1.4492
8325	2.1085
8326	1.6774
8327	1.8207
8328	2.3528
8329	3.5918
8330	1.5577
8331	2.1023
8332	2.3717
8333	1.977
8334	2.0838
8335	2.616
8336	2.774
8337	3.8235
8338	1.51
8339	1.7561
8340	2.0547
8341	2.5523
8342	1.9294
8343	2.0288
8344	2.0362
8345	2.7264
8346	3.6445
8347	2.0354
8348	2.8316
8349	2.2087
8350	2.308
8351	3.3599
8352	3.0056
8353	3.7984
8354	1.5772
8355	1.5133
8356	2.0838
8357	2.3734
8358	1.8364
8359	1.3215
8360	1.7504
8361	1.8498
8362	1.6189
8363	2.9016
8364	1.9849
8365	4.2388
8366	2.1254
8367	2.6959
8368	3.5522
8369	2.4485
8370	2.9578
8371	3.5138
8372	2.597
8373	4.3818
8374	1.9906
8375	1.9537
8376	3.3805
8377	2.2768
8378	2.7861
8379	2.4702
8380	2.4253
8381	2.3901
8382	4.7596
8383	2.3052
8384	3.6951
8385	2.6848
8386	3.4328
8387	3.0235
8388	2.7849
8389	2.7047
8390	4.8854
8391	2.3684
8392	2.3139
8393	3.1614
8394	3.7583
8395	3.8929
8396	2.748
8397	3.496
8398	3.0867
8399	4.6698
8400	2.3765
8401	3.9555
8402	2.8106
8403	2.3853
8404	3.5586
8405	3.1493
8406	3.5562
8407	4.8613
8408	2.1915
8409	2.0983
8410	3.6773
8411	2.5324
8412	2.4054
8413	2.6236
8414	3.2781
8415	5.3008
8416	2.6613
8417	3.7283
8418	4.4385
8419	4.147
8420	4.0032
8421	2.9634
8422	2.8751
8423	3.0933
8424	3.7478
8425	6.0415
8426	2.6311
8427	2.8985
8428	4.4083
8429	3.973
8430	2.9332
8431	2.9342
8432	5.6184
8433	3.6693
8434	5.1792
8435	5.2318
8436	3.936
8437	4.7439
8438	3.7051
8439	4.7916
8440	2.1565
8441	2.1497
8442	2.4754
8443	4.0378
8444	2.4534
8445	2.7421
8446	2.3702
8447	2.5112
8448	5.3164
8449	2.5168
8450	4.4049
8451	2.8205
8452	3.1092
8453	2.8783
8454	2.5126
8455	5.0735
8456	2.6924
8457	2.6744
8458	4.1959
8459	5.1727
8460	4.5626
8461	2.9782
8462	3.2669
8463	3.0914
8464	2.5955
8465	2.6702
8466	5.4372
8467	2.2918
8468	2.0027
8469	4.7722
8470	2.5776
8471	3.0346
8472	2.1949
8473	2.561
8474	2.2697
8475	6.12
8476	2.767
8477	3.0703
8478	5.5364
8479	3.7989
8480	2.9592
8481	4.0313
8482	6.0879
8483	2.9889
8484	4.8256
8485	5.455
8486	3.7175
8487	2.7726
8488	3.9499
8489	6.5281
8490	2.8382
8491	3.0381
8492	4.8748
8493	5.7571
8494	3.7667
8495	3.5951
8496	3.5591
8497	2.8219
8498	3.9991
8499	3.9889
8500	7.321
8501	3.2291
8502	6.148
8503	3.986
8504	3.9501
8505	4.3798
8506	7.0669
8507	3.6311
8508	3.6206
8509	6.7501
8510	6.55
8511	5.3765
8512	4.3881
8513	4.3521
8514	4.7819
8515	7.1078
8516	3.0176
8517	2.9644
8518	6.0939
8519	4.7204
8520	3.6959
8521	3.8787
8522	4.1257
8523	3.7108
8524	6.7217
8525	3.7146
8526	6.3155
8527	6.791
8528	5.4174
8529	4.5757
8530	5.7376
8531	4.4079
8532	5.9787
8533	2.6315
8534	2.7958
8535	5.2324
8536	3.1298
8537	3.4926
8538	4.6545
8539	3.3248
8540	3.1359
8541	5.5725
8542	3.4699
8543	3.8326
8544	2.8244
8545	4.9945
8546	3.8227
8547	-0.18532
8548	0.34466
8549	-0.15488
8550	-0.1424
8551	0.36462
8552	0.12105
8553	-0.32012
8554	-0.21093
8555	-0.33994
8556	-0.28049
8557	-0.19845
8558	1.8461e-002
8559	0.19886
8560	-2.4384e-002
8561	0.30858
8562	6.5003e-002
8563	-0.41524
8564	-0.41869
8565	-0.2772
8566	-0.3736
8567	0.12011
8568	-0.10314
8569	-0.45436
8570	-0.43506
8571	-0.17827
8572	-0.38997
8573	-0.22633
8574	-0.1195
8575	-0.55535
8576	-0.56983
8577	-0.57018
8578	-0.28096
8579	-0.42265
8580	-0.44831
8581	-0.52571
8582	-0.55419
8583	-0.54891
8584	-0.44011
8585	-0.26004
8586	-0.26799
8587	-0.53958
8588	-0.40174
8589	-0.54221
8590	-0.4274
8591	-0.39488
8592	-0.5048
8593	-0.48135
8594	-0.45986
8595	-0.35081
8596	-0.28775
8597	-0.56197
8598	-0.41463
8599	-0.33259
8600	-0.19062
8601	-0.25821
8602	-0.19515
8603	-0.31199
8604	-0.39628
8605	-0.46937
8606	-0.28485
8607	-0.32203
8608	-0.2142
8609	-0.13447
8610	-0.13899
8611	-0.1469
8612	-0.25584
8613	-0.34013
8614	-0.2287
8615	-0.26951
8616	-0.10896
8617	-7.223e-002
8618	-7.5715e-002
8619	-8.4664e-002
8620	-0.19344
8621	-0.12675
8622	-0.16646
8623	-0.12246
8624	-0.15878
8625	-0.20727
8626	-2.5914e-002
8627	-3.2705e-002
8628	-4.4907e-002
8629	-4.1654e-002
8630	-8.3744e-002
8631	-7.9453e-002
8632	-0.11577
8633	5.9799e-002
8634	7.3271e-003
8635	-4.9703e-002
8636	3.3334e-003
8637	-4.875e-003
8638	2.2906e-002
8639	-7.9945e-002
8640	-4.3711e-002
8641	-3.9421e-002
8642	-7.5741e-002
8643	6.9364e-002
8644	-2.3963e-002
8645	0.18645
8646	-4.0228e-003
8647	6.8587e-002
8648	-3.4264e-002
8649	2.4878e-002
8650	6.2598e-003
8651	0.11504
8652	0.31126
8653	7.6951e-002
8654	3.196e-002
8655	9.7887e-003
8656	0.14956
8657	0.30782
8658	0.14613
8659	0.10585
8660	0.19602
8661	0.46558
8662	7.579e-002
8663	9.0671e-004
8664	0.13077
8665	0.19339
8666	0.35165
8667	0.17851
8668	0.4162
8669	0.14968
8670	0.25103
8671	0.69733
8672	0.19779
8673	0.1114
8674	0.24126
8675	0.28901
8676	0.5267
8677	0.35608
8678	0.36152
8679	0.31905
8680	0.36252
8681	0.76873
8682	0.64795
8683	0.47733
8684	0.59498
8685	-0.53585
8686	-0.56375
8687	-0.45458
8688	-0.44591
8689	-0.58635
8690	-0.55405
8691	-0.51928
8692	-0.48105
8693	-0.41837
8694	-0.48583
8695	-0.55881
8696	-0.52651
8697	-0.42656
8698	-0.42906
8699	-0.38512
8700	-0.27478
8701	-0.39111
8702	-0.2819
8703	-0.45857
8704	-0.39931
8705	-0.4018
8706	-0.2061
8707	-0.3899
8708	-0.26989
8709	-0.33063
8710	-0.33313
8711	0.55718
8712	0.26171
8713	0.82104
8714	0.2845
8715	0.3315
8716	0.40036
8717	0.41864
8718	0.60462
8719	0.28682
8720	0.28142
8721	0.84075
8722	0.30422
8723	0.32106
8724	0.42007
8725	0.43836
8726	0.59726
8727	0.31455
8728	0.86847
8729	0.83493
8730	0.33194
8731	0.34878
8732	0.42811
8733	0.46608
8734	0.59483
8735	0.27947
8736	0.26734
8737	0.79985
8738	0.29686
8739	0.31426
8740	0.3159
8741	0.3137
8742	0.39302
8743	0.45048
8744	0.61826
8745	0.30378
8746	0.3
8747	0.8325
8748	0.74758
8749	0.34692
8750	0.34855
8751	0.48313
8752	0.49151
8753	0.29456
8754	0.73836
8755	0.33769
8756	0.33933
8757	0.45686
8758	0.47391
8759	0.44853
8760	0.17704
8761	0.18762
8762	0.62084
8763	0.22017
8764	0.18151
8765	0.33934
8766	0.46544
8767	0.25929
8768	0.26215
8769	0.62116
8770	0.69538
8771	0.58774
8772	0.33975
8773	0.25605
8774	0.41388
8775	0.36509
8776	0.20167
8777	0.53011
8778	0.22465
8779	0.28213
8780	0.19842
8781	0.26559
8782	0.35625
8783	0.33567
8784	0.15894
8785	0.16508
8786	0.48739
8787	0.2394
8788	0.1557
8789	0.22287
8790	0.13349
8791	0.30148
8792	0.35457
8793	0.17736
8794	0.17838
8795	0.43571
8796	0.41409
8797	0.50069
8798	0.17748
8799	0.16885
8800	0.23617
8801	0.14679
8802	0.31478
8803	0.29628
8804	0.18295
8805	0.41968
8806	0.22171
8807	0.18307
8808	0.17444
8809	0.32037
8810	0.2602
8811	0.11907
8812	0.1168
8813	0.3558
8814	0.15783
8815	0.11919
8816	0.11056
8817	0.14682
8818	9.6159e-002
8819	0.24845
8820	0.14459
8821	0.31714
8822	0.30015
8823	0.3836
8824	0.18563
8825	0.17462
8826	0.12396
8827	0.17621
8828	0.10021
8829	0.10505
8830	0.26061
8831	0.14609
8832	8.9344e-002
8833	6.6413e-002
8834	6.7547e-002
8835	0.13508
8836	8.4416e-002
8837	1.6801e-002
8838	0.17174
8839	6.7507e-002
8840	6.4774e-002
8841	6.9522e-002
8842	0.22791
8843	5.6641e-002
8844	3.371e-002
8845	5.1714e-002
8846	0.14369
8847	9.7755e-002
8848	0.20926
8849	0.25614
8850	0.18564
8851	8.4875e-002
8852	6.1944e-002
8853	8.2132e-002
8854	0.11152
8855	4.4167e-002
8856	4.1472e-002
8857	0.12935
8858	4.1218e-003
8859	2.8591e-002
8860	2.5848e-002
8861	1.7577e-002
8862	0.10207
8863	6.8276e-002
8864	0.10914
8865	0.15346
8866	2.8231e-002
8867	4.9957e-002
8868	5.6895e-002
8869	4.6577e-002
8870	3.4716e-002
8871	3.1461e-002
8872	7.5581e-002
8873	-5.329e-003
8874	-2.5718e-002
8875	-8.6246e-003
8876	1.6397e-002
8877	2.3335e-002
8878	-1.0536e-002
8879	9.5318e-003
8880	5.3652e-002
8881	-4.7648e-002
8882	-3.0554e-002
8883	-2.7967e-002
8884	-1.6839e-002
8885	1.4057e-003
8886	-6.8629e-002
8887	-2.619e-002
8888	-4.5359e-002
8889	-2.5652e-002
8890	-2.2676e-002
8891	-6.3011e-002
8892	1.8469e-002
8893	-8.7109e-002
8894	-6.5737e-002
8895	-8.2388e-002
8896	-6.315e-002
8897	-5.2022e-002
8898	-0.11792
8899	-6.8269e-002
8900	-8.5921e-002
8901	-0.12469
8902	-0.12027
8903	-0.1053
8904	-8.606e-002
8905	-7.4933e-002
8906	-0.17574
8907	-6.4784e-002
8908	-9.4645e-002
8909	-0.1123
8910	-0.15106
8911	-0.14664
8912	-0.18419
8913	-0.13167
8914	-0.16465
8915	-0.13131
8916	-0.23069
8917	-9.6237e-002
8918	-0.18714
8919	-0.14375
8920	-0.21564
8921	-0.19611
8922	-0.28067
8923	-0.11973
8924	-0.12727
8925	-0.21063
8926	-0.29988
8927	-0.23914
8928	-0.2196
8929	-0.21833
8930	-0.31996
8931	-0.15376
8932	-0.32636
8933	-0.28938
8934	-0.26562
8935	-0.25486
8936	-0.24608
8937	-0.24481
8938	-0.39116
8939	-0.14996
8940	-0.16656
8941	-0.33917
8942	-0.30218
8943	-0.26766
8944	-0.26546
8945	-0.25762
8946	-0.42572
8947	-0.20837
8948	-0.40148
8949	-0.49401
8950	-0.39757
8951	-0.39727
8952	-0.36059
8953	-0.32606
8954	-0.35537
8955	-0.32386
8956	-0.35541
8957	-0.5199
8958	-0.18452
8959	-0.2008
8960	-0.47016
8961	-0.31931
8962	-0.30221
8963	-0.33152
8964	-0.30001
8965	-0.34272
8966	-0.59294
8967	-0.31883
8968	-0.63417
8969	-0.58819
8970	-0.44955
8971	-0.46075
8972	-0.59545
8973	-0.2813
8974	-0.27384
8975	-0.58918
8976	-0.5065
8977	-0.40456
8978	-0.40848
8979	-0.41576
8980	-0.41412
8981	-0.60352
8982	-0.3288
8983	-0.63668
8984	-0.62612
8985	-0.55399
8986	-0.45598
8987	-0.55905
8988	-0.46161
8989	-0.27488
8990	-0.28938
8991	-0.58671
8992	-0.41657
8993	-0.41656
8994	-0.44223
8995	-0.51963
8996	-0.42219
8997	0.21032
8998	-0.33559
8999	-0.1698
9000	-0.13267
9001	-0.45546
9002	-0.28931
9003	0.10135
9004	-0.25866
9005	1.5072
9006	0.21215
9007	0.56873
9008	0.37793
9009	0.26584
9010	0.3135
9011	0.25843
9012	0.64908
9013	0.28908
9014	2.4631
9015	1.3179
9016	1.9773
9017	1.015
9018	1.8703
9019	1.0627
9020	1.1719
9021	1.3983
9022	1.5207
9023	3.0023
9024	2.184
9025	1.8766
9026	1.273
9027	1.3907
9028	1.2217
9029	2.077
9030	1.2694
9031	1.3786
9032	1.1166
9033	3.658
9034	2.6374
9035	2.2091
9036	1.7232
9037	2.4095
9038	2.6342
9039	1.7111
9040	1.4409
9041	1.4491
9042	1.6275
9043	3.9567
9044	2.9607
9045	2.3263
9046	1.9406
9047	2.0464
9048	2.9574
9049	1.7641
9050	1.9508
9051	3.8831
9052	3.0917
9053	2.3018
9054	1.916
9055	1.8934
9056	2.9329
9057	1.7395
9058	1.885
9059	1.9262
9060	3.8972
9061	3.0426
9062	1.9732
9063	1.867
9064	1.7623
9065	1.8444
9066	2.0971
9067	1.836
9068	2.7893
9069	3.2294
9070	2.0731
9071	2.0363
9072	1.9241
9073	1.8255
9074	1.9075
9075	2.1602
9076	2.8525
9077	2.5694
9078	1.3423
9079	1.064
9080	1.2168
