Node Number	Shear Stress (Pa)
10507	-7.5452e+006
10508	-7.8682e+006
10509	-5.1545e+006
10510	-5.9468e+006
10511	-5.6949e+006
10512	-4.9256e+006
10513	-7.4949e+006
10514	-7.0524e+006
10515	-5.963e+006
10516	-1.4196e+007
10517	-1.2222e+007
10518	-9.986e+006
10519	-1.1706e+007
10520	-9.413e+006
10521	-1.016e+007
10522	-1.0607e+007
10523	-9.5872e+006
10524	-8.1855e+006
10525	-7.9191e+006
10526	-7.6125e+006
10527	-7.1285e+006
10528	-1.6485e+006
10529	-3.5911e+006
10530	-1.9557e+006
10531	-2.4757e+006
10532	-2.4849e+006
10533	-3.3393e+006
10534	-5.5368e+006
10535	-2.2098e+006
10536	-2.8439e+006
10537	-2.423e+006
10538	1.6905e+006
10539	2.3272e+006
10540	3.7064e+006
10541	1.4247e+006
10542	1.502e+006
10543	4.3233e+006
10544	3.0557e+006
10545	1.7843e+006
10546	2.6514e+006
10547	-3.9434e+005
10548	-8.1456e+005
10549	-1.0686e+006
10550	-4.8649e+005
10551	-1.7028e+006
10552	-7.0155e+005
10553	-5.3366e+005
10554	-3.7349e+005
10555	-1.5898e+006
10556	-3.9068e+005
10557	-1.1688e+006
10558	-6.2841e+005
10559	-2.3516e+005
10560	-6.233e+005
10561	-6.842e+005
10562	-4.8543e+005
10563	1.2445e+005
10564	3.2102e+005
10565	2.6639e+005
10566	8.9861e+005
10567	6.2599e+005
10568	1.4932e+006
10569	-4.2105e+006
10570	-3.2771e+006
10571	-4.1103e+006
10572	-6.3382e+006
10573	-3.6453e+006
10574	-3.2244e+006
10575	-3.1854e+006
10576	-3.0951e+006
10577	-3.9283e+006
10578	-2.0194e+006
10579	-1.0596e+006
10580	-1.5351e+006
10581	-1.8998e+006
10582	-9.0734e+005
10583	3.1848e+006
10584	6.9149e+005
10585	9.8033e+005
10586	2.534e+006
10587	1.9969e+006
10588	9.5307e+005
10589	5.1809e+006
10590	3.9133e+006
10591	5.6916e+006
10592	-2.252e+006
10593	-1.8579e+006
10594	-1.9668e+006
10595	-3.0852e+006
10596	-2.2226e+006
10597	-8.9808e+005
10598	-1.3372e+005
10599	-1.2628e+006
10600	-2.7029e+005
10601	8.8281e+005
10602	-1.6099e+005
10603	-9.5388e+005
10604	-1.6417e+006
10605	-1.3566e+006
10606	-2.01e+006
10607	-1.589e+006
10608	-1.0798e+006
10609	-7.8089e+005
10610	-1.1887e+006
10611	-8.4179e+005
10612	-6.4302e+005
10613	-1.4211e+006
10614	77815
10615	-3.8763e+005
10616	1.6315e+006
10617	-4.4853e+005
10618	3.6012e+005
10619	50552
10620	-1.8765e+006
10621	-2.9949e+006
10622	-2.109e+006
10623	-6.0924e+005
10624	-1.0747e+006
10625	-1.4825e+006
10626	-1.7383e+006
10627	-1.1356e+006
10628	-6.365e+005
10629	-3.1033e+005
10630	1.7088e+006
10631	1.2785e+005
10632	-8.3668e+005
10633	-3.376e+005
10634	-2.7097e+006
10635	-1.8472e+006
10636	-1.2445e+006
10637	-1.8238e+006
10638	-5.0401e+005
10639	1.648e+005
10640	-93413
10641	-1.4793e+006
10642	-4.2255e+005
10643	-3.4026e+005
10644	-1.0569e+006
10645	-4.282e+005
10646	-6.1087e+005
10647	-1.59e+006
10648	-7.5734e+005
10649	-1.2469e+006
10650	-8.2893e+005
10651	-1.8081e+006
10652	-9.754e+005
10653	-1.3894e+006
10654	-1.4056e+006
10655	-1.4146e+006
10656	-1.2069e+006
10657	-1.0856e+006
10658	-1.9623e+006
10659	-1.5481e+006
10660	-1.3984e+006
10661	-1.2588e+006
10662	-1.0465e+006
10663	-1.0412e+006
10664	-1.6396e+006
10665	-1.2062e+006
10666	-6.3984e+005
10667	-2.2855e+005
10668	-4.1925e+005
10669	-5.6941e+005
10670	3.0622e+005
10671	7.2017e+005
10672	4.325e+005
10673	-2.6334e+005
10674	6.7488e+005
10675	2.7597e+005
10676	2.4516e+005
10677	1.1636e+006
10678	1.4669e+006
10679	1.1588e+006
10680	1.1183e+006
10681	1.6935e+006
10682	1.7609e+006
10683	1.5305e+006
10684	1.4734e+006
10685	1.7791e+006
10686	1.4448e+006
10687	1.6456e+006
10688	1.4136e+006
10689	1.4105e+006
10690	1.8559e+006
10691	1.4885e+006
10692	1.6638e+006
10693	8.5763e+005
10694	5.3907e+005
10695	1.1228e+006
10696	3.9719e+005
10697	8.1927e+005
10698	6.2568e+005
10699	1.5921e+006
10700	1.6131e+006
10701	9.7275e+005
10702	3.1768e+005
10703	-16698
10704	1.2662e+005
10705	1.2841e+006
10706	2.4627e+005
10707	6.6475e+005
10708	-2.0991e+005
10709	-3.6604e+005
10710	-2.438e+005
10711	10149
10712	53054
10713	-2.192e+005
10714	-4.2964e+005
10715	-4.4267e+005
10716	-4.281e+005
10717	-3.1898e+005
10718	-2.8279e+005
10719	-3.5234e+005
10720	-2.0884e+005
10721	-2.6056e+005
10722	-2.0134e+005
10723	76047
10724	3.421e+005
10725	2.303e+005
10726	2.2448e+005
10727	6.5376e+005
10728	9.3863e+005
10729	8.2179e+005
10730	6.6305e+005
10731	1.0482e+006
10732	1.2904e+006
10733	1.253e+006
10734	8.2338e+005
10735	4.8127e+005
10736	8.6092e+005
10737	1.0172e+006
10738	1.3694e+006
10739	1.2415e+006
10740	1.434e+006
10741	-1.7199e+006
10742	5.6021e+005
10743	-7.7508e+005
10744	2.6925e+005
10745	7.7104e+005
10746	9.3232e+005
10747	-1.0843e+006
10748	9.9084e+005
10749	7.3975e+005
10750	1.7271e+006
10751	1.236e+006
10752	1.0893e+006
10753	1.1389e+006
10754	9.3208e+005
10755	1.4446e+006
10756	1.2841e+006
10757	1.2446e+006
10758	1.7355e+006
10759	1.5504e+006
10760	6.7362e+005
10761	1.0375e+006
10762	4.154e+005
10763	8.9677e+005
10764	6.2908e+005
10765	8.6866e+005
10766	1.0986e+006
10767	2.4061e+005
10768	6.9386e+005
10769	-88531
10770	7.8037e+005
10771	9.9538e+005
10772	9.8541e+005
10773	-1.0212e+006
10774	-1.2326e+005
10775	-4.599e+005
10776	9.3168e+005
10777	7.7281e+005
10778	-4.8234e+005
10779	5.5672e+005
10780	-1.77e+005
10781	13503
10782	5.2418e+005
10783	6.9453e+005
10784	5.8033e+005
10785	6.6136e+005
10786	3.9558e+005
10787	4.7844e+005
10788	-8.0096e+005
10789	-1.0203e+006
10790	-1.3615e+006
10791	-7.2629e+005
10792	-1.2118e+006
10793	-1.0195e+006
10794	-9.0809e+005
10795	-1.1845e+006
10796	-1.2209e+006
10797	-8.0718e+005
10798	-5.9192e+005
10799	-6.2912e+005
10800	-1.4056e+006
10801	-7.4209e+005
10802	-9.7221e+005
10803	-1.8062e+005
10804	1.3635e+005
10805	-33433
10806	-3.3079e+005
10807	-50985
10808	5.503e+005
10809	8.332e+005
10810	5.7223e+005
10811	7.9268e+005
10812	3.9377e+005
10813	1.1365e+006
10814	1.2816e+006
10815	1.1224e+006
10816	1.096e+006
10817	1.1959e+006
10818	1.349e+006
10819	1.3442e+006
10820	1.2633e+006
10821	1.5976e+006
10822	1.2633e+006
10823	7.9685e+005
10824	1.1123e+006
10825	9.7041e+005
10826	1.1903e+006
10827	1.3806e+006
10828	7.9726e+005
10829	8.9116e+005
10830	1.7846e+006
10831	1.7789e+006
10832	1.4037e+006
10833	1.187e+006
10834	1.0858e+006
10835	1.1479e+006
10836	1.3608e+006
10837	1.0577e+006
10838	1.6779e+006
10839	1.2877e+006
10840	5.3444e+005
10841	6.5185e+005
10842	3.4969e+005
10843	8.7174e+005
10844	1.126e+006
10845	4.3255e+005
10846	1.062e+006
10847	-2.0028e+005
10848	1.9606e+005
10849	4.3565e+005
10850	-3.4675e+005
10851	1.1024e+005
10852	6.6562e+005
10853	2.0902e+005
10854	-6.0232e+005
10855	13390
10856	-76021
10857	-5.2942e+005
10858	-9.4346e+005
10859	-72434
10860	-3.0828e+005
10861	-7.0039e+005
10862	-2.9538e+005
10863	-5.2764e+005
10864	-1.0132e+006
10865	-6.9047e+005
10866	-6.2378e+005
10867	-5.1948e+005
10868	-9.6688e+005
10869	-4.0852e+005
10870	-2.2414e+005
10871	-2.9108e+005
10872	-5.2149e+005
10873	92839
10874	2.8456e+005
10875	1.4435e+005
10876	1.061e+005
10877	75287
10878	5.6746e+005
10879	8.1433e+005
10880	5.7286e+005
10881	3.3121e+005
10882	7.8791e+005
10883	3.89e+005
10884	9.5944e+005
10885	1.0329e+006
10886	8.779e+005
10887	8.602e+005
10888	1.0329e+006
10889	7.1959e+005
10890	1.0282e+006
10891	9.6727e+005
10892	1.1872e+006
10893	1.3625e+006
10894	3.5511e+005
10895	6.4007e+005
10896	1.5335e+006
10897	8.9324e+005
10898	1.1526e+006
10899	7.3091e+005
10900	20740
10901	-1.5646e+005
10902	18762
10903	1.4039e+005
10904	5.5887e+005
10905	3.9654e+005
10906	-3.126e+005
10907	-4.333e+005
10908	-3.1961e+005
10909	-15746
10910	-1.722e+005
10911	-2.88e+005
10912	-4.4634e+005
10913	-3.6913e+005
10914	-3.9762e+005
10915	-3.5617e+005
10916	-3.3292e+005
10917	-3.3723e+005
10918	-3.0992e+005
10919	-2.2563e+005
10920	-19660
10921	-1.6937e+005
10922	-1.0231e+005
10923	-25473
10924	-1.6642e+005
10925	-2.0287e+005
10926	2.4639e+005
10927	5.2622e+005
10928	3.1017e+005
10929	4.3822e+005
10930	1.256e+005
10931	3.6748e+005
10932	2.4058e+005
10933	8.111e+005
10934	1.1327e+006
10935	9.2115e+005
10936	1.0097e+006
10937	6.5236e+005
10938	3.4941e+005
10939	7.4065e+005
10940	1.3749e+006
10941	1.477e+006
10942	1.4482e+006
10943	6.032e+005
10944	5.3139e+005
10945	1.1467e+006
10946	1.3492e+006
10947	1.2394e+006
10948	-8.5993e+005
10949	38016
10950	1.8439e+005
10951	9.4075e+005
10952	1.1085e+006
10953	1.3213e+006
10954	1.6384e+006
10955	1.4533e+006
10956	1.0072e+006
10957	6.7743e+005
10958	9.254e+005
10959	8.4694e+005
10960	1.147e+006
10961	9.7786e+005
10962	1.2294e+006
10963	1.1443e+006
10964	28048
10965	1.7443e+005
10966	9.8542e+005
10967	7.8583e+005
10968	5.2004e+005
10969	-4.3616e+005
10970	1.3449e+005
10971	6.029e+005
10972	-1.3082e+005
10973	7.08e+005
10974	6.7163e+005
10975	6.3109e+005
10976	6.6983e+005
10977	4.0584e+005
10978	-1.7409e+005
10979	-4.0811e+005
10980	-8.555e+005
10981	-4.0635e+005
10982	-8.9186e+005
10983	-1.3309e+005
10984	-3.4142e+005
10985	-3.2827e+005
10986	-1.8822e+005
10987	-5.5868e+005
10988	-7.8881e+005
10989	-2.7262e+005
10990	-1.4389e+005
10991	-25430
10992	-51355
10993	-3.743e+005
10994	-63690
10995	-1.2669e+005
10996	-94498
10997	1.6629e+005
10998	3.119e+005
10999	1.6572e+005
11000	1.2803e+005
11001	65032
11002	5.5877e+005
11003	7.187e+005
11004	5.0323e+005
11005	3.1712e+005
11006	7.7381e+005
11007	8.7374e+005
11008	8.8633e+005
11009	7.745e+005
11010	8.0942e+005
11011	5.8417e+005
11012	1.1062e+006
11013	1.2816e+006
11014	9.4725e+005
11015	6.3389e+005
11016	7.485e+005
11017	5.2325e+005
11018	1.0453e+006
11019	4.4901e+005
11020	1.6208e+005
11021	4.2232e+005
11022	7.0219e+005
11023	5.3986e+005
11024	-15126
11025	-1.9736e+005
11026	1.065e+005
11027	-3.1807e+005
11028	-3.8304e+005
11029	-3.3606e+005
11030	-3.1834e+005
11031	-3.2265e+005
11032	-1.7066e+005
11033	-2.8646e+005
11034	-2.2109e+005
11035	-2.6439e+005
11036	-2.4113e+005
11037	-2.1813e+005
11038	-2.5459e+005
11039	1.9837e+005
11040	51937
11041	13800
11042	1.2878e+005
11043	-48623
11044	8.043e+005
11045	6.0625e+005
11046	2.9363e+005
11047	5.3552e+005
11048	2.3257e+005
11049	1.4107e+006
11050	1.2145e+006
11051	5.6574e+005
11052	-5.389e+005
11053	4.9393e+005
11054	5.5415e+005
11055	9.4539e+005
11056	1.5128e+006
11057	1.4319e+006
11058	1.4662e+006
11059	6.6785e+005
11060	5.9603e+005
11061	3.7689e+005
11062	9.0167e+005
11063	7.0728e+005
11064	1.1145e+006
11065	1.2465e+006
11066	8.2481e+005
11067	9.8752e+005
11068	8.7498e+005
11069	1.2822e+006
11070	1.2091e+006
11071	3.2032e+005
11072	5.7925e+005
11073	3.2391e+005
11074	8.7929e+005
11075	-3105.8
11076	4.8984e+005
11077	3.1966e+005
11078	4.4093e+005
11079	7.0784e+005
11080	2.345e+005
11081	-1344.1
11082	85640
11083	-83924
11084	-6.8452e+005
11085	-1.6832e+005
11086	-2.3536e+005
11087	37897
11088	-70774
11089	-1.1829e+005
11090	-4.4124e+005
11091	-1.9363e+005
11092	-1.5517e+005
11093	160.59
11094	25516
11095	-16130
11096	-12174
11097	-75177
11098	1.7112e+005
11099	2.6176e+005
11100	2.1353e+005
11101	75649
11102	1.3343e+005
11103	70430
11104	6.1946e+005
11105	4.2169e+005
11106	4.8576e+005
11107	2.3558e+005
11108	7.922e+005
11109	1.183e+005
11110	4.7884e+005
11111	-22134
11112	4.2035e+005
11113	1.7825e+005
11114	3.9912e+005
11115	2.8173e+005
11116	4.1755e+005
11117	5.3788e+005
11118	-2.2237e+005
11119	-3983.8
11120	99492
11121	34697
11122	2.3531e+005
11123	-56963
11124	-2.8734e+005
11125	-2.9287e+005
11126	-2.3757e+005
11127	-2.6962e+005
11128	-30279
11129	-1.8158e+005
11130	-1.2194e+005
11131	-2.0813e+005
11132	-97776
11133	-1.6412e+005
11134	-1.8488e+005
11135	-1.9834e+005
11136	1.1572e+005
11137	3.902e+005
11138	1.3245e+005
11139	2.7101e+005
11140	77583
11141	15160
11142	7.163e+005
11143	1.0029e+006
11144	7.1518e+005
11145	3.4262e+005
11146	1.2878e+006
11147	1.4374e+006
11148	1.2513e+006
11149	1.1847e+006
11150	5.6723e+005
11151	1.237e+006
11152	1.3565e+006
11153	2.6712e+005
11154	7.9313e+005
11155	8.2722e+005
11156	7.719e+005
11157	1.2004e+006
11158	1.1273e+006
11159	9.5225e+005
11160	1.2714e+006
11161	9.6229e+005
11162	1.0186e+006
11163	4.0114e+005
11164	3.0092e+005
11165	35613
11166	1.8199e+005
11167	7.5086e+005
11168	7.6269e+005
11169	4.8687e+005
11170	1.0132e+005
11171	6.3668e+005
11172	4.6806e+005
11173	5.3129e+005
11174	4.1142e+005
11175	1.0061e+005
11176	4.6114e+005
11177	7.1033e+005
11178	5.6621e+005
11179	4.4634e+005
11180	-21982
11181	-1.9059e+005
11182	-29189
11183	16699
11184	-74961
11185	-1.9612e+005
11186	-2.0742e+005
11187	-2.2817e+005
11188	-1.4014e+005
11189	-97061
11190	-13991
11191	-26154
11192	-1.3128e+005
11193	5.1713e+005
11194	3.9905e+005
11195	2.0563e+005
11196	1.4456e+005
11197	8.0374e+005
11198	1.055e+006
11199	7.6507e+005
11200	3.7095e+005
11201	4.3118e+005
11202	1.1381e+006
11203	5.2064e+005
11204	3.0149e+005
11205	6.5936e+005
11206	1.0879e+006
11207	6.7779e+005
11208	7.9813e+005
11209	6.9345e+005
11210	6.9985e+005
11211	1.1219e+006
11212	9.6677e+005
11213	4.9343e+005
11214	1.0488e+006
11215	7.6089e+005
11216	6.0495e+005
11217	4.8508e+005
11218	99521
11219	1.7426e+005
11220	2.3884e+005
11221	5.2967e+005
11222	3.1672e+005
11223	4.005e+005
11224	7.9659e+005
11225	87401
11226	3.6066e+005
11227	21756
11228	1.4716e+005
11229	35529
11230	4.5363e+005
11231	-15122
11232	1.911e+005
11233	-42054
11234	-11992
11235	7174.2
11236	4.0611e+005
11237	-1.011e+005
11238	-58390
11239	-62642
11240	-16699
11241	67356
11242	32091
11243	-75746
11244	1.5799e+005
11245	2.7029e+005
11246	1.7857e+005
11247	20109
11248	-1.4179e+005
11249	4.1727e+005
11250	1.8919e+005
11251	4.2367e+005
11252	2.9449e+005
11253	6.9059e+005
11254	2.3508e+005
11255	4.3569e+005
11256	-1.5211e+005
11257	20586
11258	-69517
11259	66474
11260	-84831
11261	-92499
11262	-80813
11263	-61647
11264	-1.8416e+005
11265	-1.9762e+005
11266	-1.2721e+005
11267	-96127
11268	-9428.5
11269	1.413e+005
11270	6072.8
11271	-52128
11272	-1.1455e+005
11273	-2.4353e+005
11274	-44140
11275	3.9793e+005
11276	3.3346e+005
11277	4.7734e+005
11278	2.0451e+005
11279	13104
11280	1.4344e+005
11281	-32029
11282	9.5201e+005
11283	7.2864e+005
11284	8.5105e+005
11285	3.3452e+005
11286	3.9475e+005
11287	2.1928e+005
11288	6.4454e+005
11289	1.0666e+006
11290	9.1145e+005
11291	6.5656e+005
11292	6.1678e+005
11293	8.2907e+005
11294	7.281e+005
11295	1.1135e+005
11296	1.8609e+005
11297	-9116.2
11298	-9553.9
11299	-1.1739e+005
11300	-74680
11301	74502
11302	1.3034e+005
11303	59589
11304	-28117
11305	-1.9002e+005
11306	-33336
11307	3.9759e+005
11308	2.4264e+005
11309	3.8651e+005
11310	5.0892e+005
11311	84178
11312	-77721
11313	-1.2285e+005
11314	-33095
11315	5.7215e+005
11316	3.4096e+005
11317	30141
11318	2.0351e+005
11319	91883
11320	2.8729e+005
11321	2.2787e+005
11322	9260.3
11323	8822.6
11324	-6090.5
11325	-1.2671e+005
11326	-56304
11327	2.1539e+005
11328	1.4463e+005
11329	86432
11330	-1.0497e+005
11331	7.8444e+005
11332	2.6792e+005
11333	1.677e+005
11334	2.4243e+005
11335	5.2176e+005
11336	9.1786e+005
11337	1.1341e+005
11338	3.0881e+005
11339	5.3151e+005
11340	7.0491e+005
11341	2.494e+005
11342	2.6898e+005
11343	5.1938e+005
11344	20947
11345	4.1988e+005
11346	1.3777e+005
11347	-44617
11348	-13533
11349	4.0775e+005
11350	39675
11351	-25452
11352	24324
11353	-2.2528e+005
11354	-68601
11355	-25889
11356	80165
11357	2.948e+005
11358	-1.6944e+005
11359	-2.1457e+005
11360	7.8868e+005
11361	3.3317e+005
11362	-2.4019e+005
11363	-40803
11364	5.6107e+005
11365	1.0477e+005
11366	-70696
11367	1.6695e+005
11368	51705
11369	1.4146e+005
11370	3.9167e+005
11371	89670
11372	2.0567e+005
11373	9.6555e+005
11374	2.1003e+006
11375	1.8878e+006
11376	9.469e+005
11377	3.6535e+005
11378	6.3212e+005
11379	5.6964e+006
11380	4.6552e+006
11381	1.9312e+006
11382	2.2599e+006
11383	2.0475e+006
11384	1.3939e+006
11385	1.0277e+006
11386	2.3268e+006
11387	1.9493e+006
11388	2.3472e+006
11389	1.8807e+006
11390	1.8409e+006
11391	4.3818e+006
11392	2.854e+006
11393	2.6627e+006
11394	2.8694e+006
11395	2.5162e+006
11396	3.2746e+006
11397	2.8953e+006
11398	2.7648e+006
11399	2.532e+006
11400	3.2226e+006
11401	2.3952e+006
11402	1.982e+006
11403	1.9692e+006
11404	3.0858e+006
11405	2.2669e+006
11406	1.4066e+006
11407	8.6948e+005
11408	1.0527e+006
11409	1.4833e+006
11410	3.1553e+005
11411	-84154
11412	1.5364e+005
11413	1.307e+006
11414	5.5109e+005
11415	2.8915e+005
11416	-4.8605e+005
11417	-6.3951e+005
11418	-5.1535e+005
11419	4.8753e+005
11420	-1.9734e+005
11421	-1.1275e+005
11422	-6.7307e+005
11423	-4.4891e+005
11424	2.9081e+005
11425	-2.309e+005
11426	-2.701e+005
11427	8.1975e+005
11428	5.564e+005
11429	6.9807e+005
11430	-5.7503e+006
11431	-2.6787e+006
11432	-1.7055e+006
11433	6.9423e+005
11434	1.1364e+006
11435	8.6973e+005
11436	-1.7093e+006
11437	1.4289e+006
11438	1.5817e+006
11439	1.4447e+006
11440	-6632.5
11441	1.6734e+006
11442	1.663e+006
11443	1.67e+006
11444	-78883
11445	1.6083e+006
11446	1.4487e+006
11447	1.495e+006
11448	4.2567e+005
11449	1.1895e+006
11450	9.3037e+005
11451	9.9248e+005
11452	-84917
11453	5.8743e+005
11454	3.1004e+005
11455	4.1227e+005
11456	-6.402e+005
11457	-4.2786e+005
11458	1.2484e+005
11459	79299
11460	-21152
11461	-8.7467e+005
11462	3.373e+005
11463	1.4722e+005
11464	1.7481e+005
11465	7033.
11466	-1.9502e+006
11467	-3.8499e+005
11468	-4.9263e+005
11469	7.8283e+005
11470	4.7627e+005
11471	6.6894e+005
11472	3.6926e+005
11473	-1.9118e+005
11474	1.0621e+006
11475	6.2034e+005
11476	7.9409e+005
11477	5.1334e+005
11478	9.2931e+005
11479	9.7843e+005
11480	6.4857e+005
11481	9.7349e+005
11482	3.2316e+005
11483	7.854e+005
11484	5.1296e+005
11485	6.2757e+005
11486	6.4009e+005
11487	5.7845e+005
11488	7.8045e+005
11489	1.9372e+005
11490	4.3088e+005
11491	-2.9459e+006
11492	-8.6427e+005
11493	1.7011e+005
11494	1.3262e+005
11495	2.8639e+005
11496	4.1078e+005
11497	-66771
11498	-9.2537e+005
11499	-88553
11500	2.1372e+005
11501	2.8947e+005
11502	-63690
11503	92180
11504	2.4563e+005
11505	2.0818e+005
11506	3.5903e+005
11507	3.0391e+005
11508	-31781
11509	9.6806e+005
11510	2.8997e+005
11511	63352
11512	8.2324e+005
11513	1.0792e+006
11514	1.3768e+006
11515	3.8779e+006
11516	2.3783e+006
11517	2.3501e+006
11518	2.0946e+006
11519	1.7349e+006
11520	4.2389e+006
11521	2.8531e+006
11522	2.748e+006
11523	2.3014e+006
11524	2.2913e+006
11525	2.1151e+006
11526	3.0598e+006
11527	2.0773e+006
11528	2.9819e+006
11529	2.1607e+006
11530	1.9676e+006
11531	1.8592e+006
11532	2.2652e+006
11533	1.9468e+006
11534	2.8513e+006
11535	1.5545e+006
11536	1.2134e+006
11537	1.2803e+006
11538	2.6711e+006
11539	1.8521e+006
11540	1.6439e+006
11541	1.284e+006
11542	6.7626e+005
11543	3.3112e+005
11544	4.6423e+005
11545	1.4845e+006
11546	7.2857e+005
11547	1.1068e+006
11548	-68566
11549	-3.3566e+005
11550	-1.8445e+005
11551	66941
11552	-3.8912e+005
11553	-4.8913e+005
11554	-4.0692e+005
11555	-1.7111e+005
11556	24838
11557	-1.8276e+005
11558	53048
11559	90327
11560	13845
11561	3.3539e+005
11562	3.7637e+005
11563	-9.5977e+005
11564	3.3e+005
11565	3.6765e+005
11566	3.5425e+005
11567	-23163
11568	4.4613e+005
11569	2.7509e+005
11570	9.3924e+005
11571	1.8615e+006
11572	1.0106e+006
11573	5.4186e+005
11574	7.1033e+005
11575	2.012e+006
11576	2.1283e+006
11577	7.3235e+005
11578	1.2684e+006
11579	1.008e+006
11580	2.3096e+006
11581	2.2815e+006
11582	1.03e+006
11583	1.5883e+006
11584	1.7618e+006
11585	1.4601e+006
11586	2.7065e+006
11587	2.6014e+006
11588	1.3569e+006
11589	1.7182e+006
11590	1.7517e+006
11591	1.6264e+006
11592	1.4622e+006
11593	1.714e+006
11594	2.6186e+006
11595	1.4333e+006
11596	1.2675e+006
11597	1.0766e+006
11598	1.8393e+006
11599	9.2642e+005
11600	6.4748e+005
11601	5.8322e+005
11602	9.1182e+005
11603	1.2901e+006
11604	9.3011e+005
11605	3.0234e+005
11606	53344
11607	1.5546e+005
11608	85247
11609	5.6668e+005
11610	3.0473e+005
11611	-2.1375e+005
11612	-2.8276e+005
11613	-46954
11614	37635
11615	7.4805e+005
11616	6.1354e+005
11617	-3.131e+006
11618	-2.8043e+006
11619	-1.1214e+005
11620	-7.2261e+005
11621	-1.831e+006
11622	1.1902e+006
11623	1.4727e+006
11624	1.3778e+006
11625	21374
11626	-2.7462e+005
11627	-1.3888e+006
11628	1.6256e+006
11629	1.7593e+006
11630	1.6253e+006
11631	10389
11632	1.7426e+005
11633	7.8817e+005
11634	1.7489e+006
11635	1.6286e+006
11636	1.6541e+006
11637	1.5766e+006
11638	5.5923e+005
11639	6.1106
11640	6.3273e+005
11641	1.469e+006
11642	1.2257e+006
11643	1.3594e+006
11644	1.1586e+006
11645	3.9962e+005
11646	1.4826e+005
11647	85022
11648	9.6656e+005
11649	7.293e+005
11650	8.5162e+005
11651	7.2296e+005
11652	-1.1083e+005
11653	4.5191e+005
11654	2.0368e+005
11655	3.154e+005
11656	2.4374e+005
11657	-6.0056e+005
11658	-6.4984e+005
11659	1.5814e+005
11660	1.1841e+005
11661	1.1416e+005
11662	-1.8388e+006
11663	-6.9538e+005
11664	-2.7361e+005
11665	4.8752e+005
11666	1.46e+005
11667	2.2929e+005
11668	2.0678e+005
11669	-2.4602e+005
11670	-3.5366e+005
11671	7.1039e+005
11672	4.0303e+005
11673	5.1796e+005
11674	3.8052e+005
11675	7.0545e+005
11676	5.6709e+005
11677	6.0169e+005
11678	5.1643e+005
11679	5.5257e+005
11680	7.5457e+005
11681	7043.7
11682	3.2925e+005
11683	1.1027e+005
11684	2.2299e+005
11685	2.8013e+005
11686	5.3014e+005
11687	4.3001e+005
11688	52596
11689	30814
11690	4.6766e+005
11691	4.2594e+005
11692	5.1949e+005
11693	4.434e+005
11694	90246
11695	75677
11696	4.12e+005
11697	9.6816e+005
11698	1.1003e+006
11699	2.2417e+006
11700	9.9019e+005
11701	7.5185e+005
11702	1.2738e+006
11703	1.286e+006
11704	1.044e+006
11705	2.5202e+006
11706	1.5378e+006
11707	1.1706e+006
11708	1.1607e+006
11709	9.6818e+005
11710	8.5988e+005
11711	1.7309e+006
11712	1.4124e+006
11713	6.4774e+005
11714	8.024e+005
11715	6.5013e+005
11716	5.6944e+005
11717	4.4696e+005
11718	1.5651e+006
11719	4.8196e+005
11720	9.9702e+005
11721	3.7119e+005
11722	2.8857e+005
11723	2.2582e+005
11724	1.6802e+005
11725	6.9979e+005
11726	7.1808e+005
11727	-1.3155e+005
11728	-30636
11729	-28317
11730	1.0426e+005
11731	4.508e+005
11732	1.8885e+005
11733	3.522e+005
11734	18935
11735	-97324
11736	35254
11737	72533
11738	7.8904e+005
11739	1.1112e+006
11740	8.5577e+005
11741	63363
11742	-5.4128e+005
11743	-1.6555e+006
11744	1.3937e+006
11745	1.4883e+006
11746	37244
11747	-2.5876e+005
11748	6.5115e+005
11749	1.622e+006
11750	1.6611e+006
11751	1.6273e+006
11752	7070.1
11753	7.8485e+005
11754	1.0072e+006
11755	1.4057e+006
11756	1.4633e+006
11757	4.4595e+005
11758	5.1946e+005
11759	1.3135e+005
11760	9.1372e+005
11761	9.6156e+005
11762	-48728
11763	-1.1197e+005
11764	4.1763e+005
11765	5.478e+005
11766	-4.9833e+005
11767	-2.8599e+005
11768	13710
11769	97750
11770	-7.9583e+005
11771	-26025
11772	61505
11773	-40877
11774	-4.138e+005
11775	5.5439e+005
11776	7.2126e+005
11777	-71151
11778	-6.8162e+005
11779	1.552e+005
11780	5.0608e+005
11781	6.2112e+005
11782	76842
11783	62273
11784	55060
11785	5.3929e+005
11786	3.8828e+005
11787	1.035e+006
11788	3.5688e+005
11789	1.9572e+006
11790	5.6131e+005
11791	8.3994e+005
11792	5.5674e+005
11793	6.16e+005
11794	6.7301e+005
11795	7.2978e+005
11796	4.9144e+005
11797	7.4818e+005
11798	7.4226e+005
11799	2.1134e+006
11800	8.6888e+005
11801	6.2362e+005
11802	1.2302e+006
11803	7.5444e+005
11804	6.9568e+005
11805	1.2482e+006
11806	4.8354e+005
11807	8.8107e+005
11808	5.0318e+005
11809	3.7851e+005
11810	3.8387e+005
11811	1.3742e+006
11812	2.9104e+005
11813	2.2624e+005
11814	1.6156e+005
11815	1.2939e+005
11816	1.0376e+005
11817	6.5382e+005
11818	71481
11819	78941
11820	76147
11821	21139
11822	5.5291e+005
11823	-2.6912e+005
11824	1.3934e+006
11825	1.0434e+006
11826	1.2246e+006
11827	1.0422e+006
