Node Number	Shear Stress (Pa)
3596	4.2067e+006
3597	2.4279e+006
3598	1.2525e+007
3599	-5.1586e+006
3600	-3.369e+006
3601	4.3395e+006
3602	2.501e+006
3603	-7.2203e+005
3604	-4.0055e+005
3605	-2.153e+006
3606	-5.9481e+005
3607	1.2675e+007
3608	-1.3769e+006
3609	-8.0582e+005
3610	1.3489e+006
3611	2.0482e+006
3612	7.7462e+006
3613	1.1046e+007
3614	-2.4871e+006
3615	-9.7549e+006
3616	-5.173e+006
3617	1.0041e+005
3618	-6.6129e+006
3619	5.1055e+005
3620	-1.1802e+005
3621	-4.4205e+006
3622	-5.5272e+006
3623	2.9907e+006
3624	-1.8427e+006
3625	3.4562e+005
3626	2.8314e+006
3627	1.2154e+007
3628	3.0627e+006
3629	-1.1276e+007
3630	1.9318e+006
3631	3.6092e+006
3632	-4.2345e+006
3633	5.2845e+006
3634	-3.0546e+006
3635	-2.8287e+005
3636	-1.655e+006
3637	-1.0393e+006
3638	-7.1336e+006
3639	-7.2311e+006
3640	4.104e+006
3641	-1.5371e+006
3642	-5.5849e+006
3643	8.5118e+006
3644	-2.037e+006
3645	1.6458e+006
3646	3.2334e+006
3647	1.7994e+006
3648	-2.7629e+007
3649	5.2142e+006
3650	6.3699e+005
3651	-5.6438e+005
3652	-1.2415e+007
3653	-1.8336e+006
3654	2.5566e+006
3655	2.522e+006
3656	-99520
3657	1.9266e+005
3658	-3.2513e+006
3659	2.2323e+006
3660	-1.6123e+007
3661	1.1529e+006
3662	9.648e+006
3663	-1.8765e+006
3664	-1.9086e+005
3665	-1.1791e+007
3666	2.0723e+005
3667	-1.4564e+007
3668	-1.2526e+006
3669	1.3618e+006
3670	-2.679e+006
3671	1.0158e+007
3672	-1.0757e+007
3673	-1.7542e+006
3674	-4.3849e+006
3675	-7.5368e+006
3676	5.2091e+006
3677	-5.0004e+005
3678	-2.6193e+006
3679	2.95e+006
3680	-6.1355e+006
3681	1.6525e+006
3682	7.6565e+005
3683	2.8265e+006
3684	1.2207e+007
3685	7.1973e+005
3686	6.5466e+005
3687	5.458e+006
3688	77464
3689	1.8113e+006
3690	9.8536e+006
3691	3.3755e+006
3692	7.5181e+005
3693	7.8578e+006
3694	-7.7628e+006
3695	-4.7144e+006
3696	3.7763e+006
3697	-8.7576e+005
3698	-1.488e+006
3699	-2.7631e+006
3700	4.8469e+006
3701	-8.6923e+006
3702	2.8585e+006
3703	2.7513e+005
3704	-6.8185e+006
3705	4.9845e+006
3706	-2.139e+006
3707	-1.1499e+006
3708	1.31e+007
3709	5.9642e+006
3710	-28847
3711	9.1566e+005
3712	-9.0542e+005
3713	1.0633e+007
3714	-3.0408e+006
3715	2.681e+006
3716	6.4935e+006
3717	1.2593e+006
3718	6.1648e+006
3719	1.3866e+006
3720	9.643e+005
3721	2.5668e+006
3722	-4.2199e+006
3723	-6.9963e+005
3724	1.1129e+006
3725	3.1682e+006
3726	-9.9019e+006
3727	7.075e+006
3728	3.3253e+006
3729	1.0181e+007
3730	-6.7055e+006
3731	-3.3432e+006
3732	-1.0058e+007
3733	9.2051e+006
3734	-1.5414e+007
3735	1.2195e+006
3736	1.1358e+006
3737	1.1111e+006
3738	-9.0921e+006
3739	-3.2337e+006
3740	1.2772e+006
3741	-1.301e+006
3742	-3.7802e+005
3743	2.1479e+006
3744	6.1234e+006
3745	1.2235e+006
3746	-9.4031e+006
3747	2.7735e+005
3748	3.1019e+006
3749	-6.2517e+006
3750	1.8081e+005
3751	1.9237e+006
3752	-6.8059e+006
3753	-4.6215e+005
3754	3.1377e+006
3755	1.0308e+006
3756	-4.8038e+006
3757	1.8614e+005
3758	1.354e+006
3759	-1.3214e+006
3760	-1.0196e+007
3761	6.8307e+006
3762	4.8234e+006
3763	-1.4488e+006
3764	3.1782e+006
3765	-1.8629e+005
3766	-1.2326e+006
3767	1.9882e+006
3768	3.4685e+006
3769	-2.0255e+006
3770	3.8726e+006
3771	-3.5952e+006
3772	1.8902e+006
3773	-1.0211e+006
3774	-1.2514e+007
3775	4.4446e+006
3776	-2.2185e+007
3777	7.7267e+006
3778	2.7769e+006
3779	1.7541e+006
3780	6.3577e+005
3781	7.4963e+005
3782	2.9778e+006
3783	1.2004e+006
3784	-1.3534e+006
3785	4.3564e+005
3786	-9.7916e+006
3787	4.8775e+006
3788	4.8469e+006
3789	-2.1025e+005
3790	-7.7862e+006
3791	3.7792e+006
3792	5.0319e+006
3793	7.2382e+006
3794	-7.0376e+005
3795	1.2944e+006
3796	-1.0389e+006
3797	-3.5697e+006
3798	3.6373e+006
3799	1.1064e+006
3800	4.3136e+006
3801	2.1882e+006
3802	5.319e+006
3803	4.0905e+006
3804	3.6972e+006
3805	8.3045e+005
3806	-1.7539e+006
3807	1.4741e+007
3808	4.2803e+005
3809	3.1769e+006
3810	-1.776e+005
3811	-9.0537e+006
3812	2.868e+006
3813	-3.635e+006
3814	2.2321e+006
3815	-1.3153e+006
3816	9.2508e+006
3817	3.8016e+006
3818	1.9111e+006
3819	8.9938e+006
3820	2.6994e+006
3821	1.0059e+005
3822	-2.7003e+006
3823	-1.1205e+005
3824	6.9788e+005
3825	5.1831e+006
3826	-3.6833e+006
3827	-2.9364e+006
3828	-2.7472e+005
3829	2.7513e+005
3830	-3.1293e+005
3831	-2.5498e+006
3832	-2.5766e+007
3833	1.2588e+005
3834	-9.5537e+006
3835	2.4671e+006
3836	-4.5186e+006
3837	2.6936e+006
3838	2.5845e+005
3839	-1.5683e+005
3840	-3.4413e+005
3841	-1.0044e+007
3842	3.3039e+006
3843	-2.862e+006
3844	1.329e+006
3845	1.3437e+006
3846	-5.1778e+006
3847	1.7093e+006
3848	-8.3274e+006
3849	8.0339e+005
3850	7.2633e+005
3851	3.2045e+006
3852	-3.7348e+006
3853	-1.7097e+006
3854	3.0867e+006
3855	-5.3337e+005
3856	3.7527e+006
3857	7.3258e+005
3858	-1.7718e+006
3859	1.7261e+007
3860	1.4883e+006
3861	-6.2758e+006
3862	2.454e+006
3863	2.5091e+006
3864	7.2968e+005
3865	5.2666e+005
3866	-7.7924e+005
3867	-1.4441e+006
3868	3.9298e+005
3869	3.4687e+006
3870	-7622.2
3871	-8.1625e+005
3872	-7.5013e+005
3873	-3.5235e+006
3874	1.3487e+006
3875	4.3159e+007
3876	6.0117e+006
3877	-1.7192e+006
3878	-6.3621e+006
3879	3.3092e+006
3880	9.5816e+005
3881	3.0939e+006
3882	-1.0947e+006
3883	-2.336e+005
3884	-1.0205e+006
3885	5.3834e+006
3886	1.1649e+007
3887	-1.2995e+006
3888	5.5335e+005
3889	-2.5252e+006
3890	-3.0509e+006
3891	1.1884e+007
3892	-3.1791e+006
3893	3.0168e+005
3894	9.9323e+006
3895	-1.8222e+007
3896	-3.3211e+006
3897	-3.8357e+006
3898	-2.0563e+006
3899	-1.5857e+006
3900	90441
3901	-2.7105e+007
3902	-1.3613e+007
3903	8.8321e+006
3904	-5718.1
3905	3.4456e+007
3906	-1.7741e+006
3907	4.773e+005
3908	-2.454e+006
3909	1.0108e+007
3910	-2.4717e+006
3911	-5.5178e+006
3912	9.7847e+006
3913	8.9645e+006
3914	1.3841e+007
3915	-1.602e+006
3916	6.545e+005
3917	4.1219e+006
3918	-1.6897e+007
3919	4.6801e+005
3920	1.6285e+006
3921	-1.2046e+006
3922	-4.9354e+006
3923	-7.8365e+006
3924	-1.0124e+006
3925	-45133
3926	7.2419e+005
3927	5.2737e+006
3928	-47801
3929	-6.607e+006
3930	1.3518e+007
3931	3.817e+006
3932	-5.5771e+006
3933	4.227e+005
3934	-1.1399e+007
3935	2.0451e+006
3936	1.8116e+007
3937	3.097e+006
3938	2.1594e+006
3939	-2.159e+006
3940	1.0213e+007
3941	1.995e+006
3942	-1.4115e+005
3943	3.2043e+006
3944	-2767.7
3945	-1.8261e+007
3946	5.9962e+006
3947	3.1292e+005
3948	2.5688e+006
3949	8.6319e+006
3950	3.1011e+006
3951	8.1787e+006
3952	-6.5485e+006
3953	3.6244e+006
3954	1.2628e+005
3955	-1.0196e+007
3956	2.1364e+006
3957	-8.1098e+006
3958	8.0433e+006
3959	5.1333e+006
3960	2.9567e+006
3961	8.1372e+005
3962	-1.6394e+006
3963	2.4566e+006
3964	-4.1612e+006
3965	5.0703e+006
3966	-1.5316e+006
3967	5.5405e+005
3968	-3.0399e+006
3969	5.6286e+006
3970	-4.2056e+006
3971	3.2053e+005
3972	2.4236e+006
3973	1.1305e+006
3974	-5.8537e+006
3975	2.422e+006
3976	1.6066e+006
3977	56794
3978	-7.0438e+005
3979	-5.2831e+005
3980	5.7631e+005
3981	-2.4218e+006
3982	-4.0108e+006
3983	1.1855e+006
3984	8.5549e+005
3985	2.3164e+005
3986	-33055
3987	-6.8702e+005
3988	2.2975e+006
3989	2.3523e+005
3990	7.6729e+005
3991	-1.8206e+006
3992	6.3943e+006
3993	2.3864e+006
3994	2.9059e+006
3995	4.9978e+006
3996	1.0755e+007
3997	9.3388e+006
3998	3.515e+006
3999	8.2123e+006
4000	7.456e+006
4001	8.7704e+006
4002	1.3213e+007
4003	1.7455e+007
4004	1.1797e+007
4005	8.3669e+006
4006	8.1302e+006
4007	7.963e+006
4008	8.4398e+006
4009	1.2573e+007
4010	2.0042e+007
4011	1.6815e+007
4012	1.0367e+007
4013	9.2346e+006
4014	1.0728e+007
4015	2.0837e+007
4016	2.0191e+007
4017	1.8644e+007
4018	7.8415e+006
4019	1.1933e+007
4020	1.2076e+007
4021	8.3093e+006
4022	1.7232e+007
4023	2.1397e+007
4024	1.737e+007
4025	1.985e+007
4026	1.2337e+007
4027	3.8399e+006
4028	4.5776e+006
4029	3.5824e+006
4030	1.35e+007
4031	1.0596e+007
4032	8.6051e+006
4033	1.4417e+006
4034	3.3126e+006
4035	2.7624e+006
4036	3.266e+006
4037	1.0327e+007
4038	3.9399e+006
4039	8.3352e+006
4040	-9.1592e+005
4041	6.3403e+005
4042	-4.7821e+005
4043	-1.0122e+006
4044	1.1377e+006
4045	-1.9017e+006
4046	1.8116e+006
4047	-1.8688e+006
4048	-2.8447e+006
4049	-1.2415e+006
4050	-1.0912e+006
4051	-5.3182e+006
4052	-2.131e+006
4053	-2.0981e+006
4054	-3.3961e+006
4055	-2.7907e+006
4056	-3.1023e+006
4057	-7.0177e+006
4058	-7.6223e+006
4059	-5.1943e+006
4060	-4.5384e+006
4061	-3.7976e+006
4062	-1.7783e+006
4063	-1.9542e+006
4064	-1.4857e+006
4065	-6.4811e+005
4066	-4.3264e+006
4067	-6.4742e+006
4068	-3.3902e+006
4069	-1.2977e+006
4070	-2.7311e+005
4071	-1.784e+005
4072	5.0652e+005
4073	-3.8566e+006
4074	-3.4359e+006
4075	-8.2799e+005
4076	3.7987e+005
4077	1.542e+006
4078	2.6771e+006
4079	1.9508e+006
4080	1.2287e+006
4081	-2.4004e+006
4082	7.0572e+005
4083	2.0749e+005
4084	2.488e+006
4085	3.4121e+005
4086	1.5683e+006
4087	1.6758e+006
4088	8.4622e+005
4089	2.1055e+006
4090	61189
4091	2.0197e+006
4092	2.127e+006
4093	1.19e+006
4094	1.2234e+006
4095	5.9684e+005
4096	2.4493e+006
4097	6.9241e+006
4098	1.0708e+007
4099	1.3422e+007
4100	1.0691e+007
4101	8.3931e+006
4102	7.878e+006
4103	7.1552e+006
4104	-3.5982e+005
4105	-5.5907e+005
4106	-4.0025e+006
4107	-3.6319e+006
4108	5.9952e+005
4109	-27005
4110	-2.6149e+006
4111	-19608
4112	-1.9485e+006
4113	-3.4291e+006
4114	-1.9152e+006
4115	-2.0172e+006
4116	8.0236e+005
4117	-5.0195e+005
4118	1.7583e+005
4119	-3.4845e+006
4120	-2.4121e+006
4121	3.8425e+005
4122	-1.3055e+006
4123	-8981.6
4124	-1.8111e+006
4125	-3.6457e+005
4126	3.1321e+005
4127	2.4766e+005
4128	5.2163e+005
4129	-1.1681e+006
4130	3.6485e+006
4131	6.3622e+006
4132	-4.5312e+006
4133	-1.9379e+006
4134	6.0838e+005
4135	-4.9132e+005
4136	8.1823e+005
4137	-9.2157e+005
4138	1.2091e+005
4139	-1.2949e+006
4140	-1.5357e+007
4141	-9.9845e+006
4142	-1.8436e+007
4143	-1.4131e+007
4144	-2.0364e+007
4145	-1.6666e+007
4146	-1.2591e+007
4147	-1.1663e+007
4148	-1.4221e+007
4149	-1.2707e+007
4150	-1.441e+007
4151	5.9631e+006
4152	1.7953e+005
4153	7.4767e+005
4154	4.3926e+006
4155	7.415e+006
4156	2.2633e+006
4157	5.1175e+006
4158	4.6024e+006
4159	3.8796e+006
4160	2.2592e+006
4161	4.2719e+006
4162	-3.0217e+005
4163	2.9229e+006
4164	-2.2592e+006
4165	7.936e+005
4166	1.5938e+006
4167	-2.3969e+006
4168	7.8951e+005
4169	2.8023e+006
4170	-8.8839e+006
4171	-7.0547e+006
4172	-4.002e+006
4173	-7.1925e+006
4174	-5.7825e+006
4175	-5.8729e+006
4176	-4.0061e+006
4177	-1.9933e+006
4178	-1.6067e+007
4179	-1.0841e+007
4180	-1.3183e+007
4181	-1.4216e+007
4182	-7.7881e+006
4183	-1.4746e+007
4184	-1.0979e+007
4185	-9.5686e+006
4186	-9.659e+006
4187	-2.2241e+007
4188	-1.4911e+007
4189	-1.8238e+007
4190	-1.658e+007
4191	-1.7612e+007
4192	-1.9898e+007
4193	-1.8143e+007
4194	-1.2965e+007
4195	-1.5511e+007
4196	-1.3056e+007
4197	-1.3947e+007
4198	-2.6684e+007
4199	-2.1016e+007
4200	-1.6577e+007
4201	-2.039e+007
4202	-2.3499e+007
4203	-2.2676e+007
4204	-1.8288e+007
4205	-1.6725e+007
4206	-2.6425e+007
4207	-1.8242e+007
4208	-2.5164e+007
4209	-2.4341e+007
4210	-2.275e+007
4211	-1.9954e+007
4212	-2.1332e+007
4213	-1.839e+007
4214	-2.2623e+007
4215	-2.6667e+007
4216	-1.6319e+007
4217	-9.926e+006
4218	-2.4812e+007
4219	-2.324e+007
4220	-1.722e+007
4221	-1.8004e+007
4222	-2.0826e+007
4223	-1.9408e+007
4224	-2.0699e+007
4225	-2.7486e+007
4226	-5.5995e+006
4227	-1.2092e+007
4228	-2.6978e+007
4229	-2.017e+007
4230	-2.2992e+007
4231	-2.3449e+007
4232	-4.2521e+006
4233	3.654e+006
4234	-2.5812e+007
4235	-2.563e+007
4236	-1.8822e+007
4237	-2.2377e+007
4238	-2.1644e+007
4239	-2.0966e+007
4240	-8.5722e+006
4241	-1.7e+007
4242	6.3428e+006
4243	-2.3123e+007
4244	-7.8687e+006
4245	-1.9688e+007
4246	-1.35e+007
4247	-1.8278e+007
4248	-5.8834e+006
4249	-1.4305e+007
4250	-1.7586e+007
4251	1.0104e+007
4252	1.2378e+007
4253	-1.8017e+007
4254	-1.9363e+007
4255	5.0897e+006
4256	-4.1078e+006
4257	-1.5927e+007
4258	-1.2343e+007
4259	-1.1646e+007
4260	-9.7394e+006
4261	1.496e+007
4262	-1.7923e+007
4263	9.2561e+006
4264	1.1312e+007
4265	-1.9083e+007
4266	4.0238e+006
4267	-1.3409e+007
4268	-1.2712e+007
4269	-1.6282e+007
4270	6.7039e+006
4271	-2.1635e+007
4272	-2.1289e+007
4273	1.4717e+006
4274	-1.5961e+007
4275	-1.5264e+007
4276	-1.432e+007
4277	-1.5336e+007
4278	-6.7165e+006
4279	1.0897e+007
4280	-1.7096e+007
4281	2.2226e+006
4282	-9.3233e+006
4283	-8.3951e+006
4284	-1.0127e+007
4285	-1.1142e+007
4286	2.2215e+005
4287	-1.642e+006
4288	-4.3064e+006
4289	9.2055e+006
4290	1.0977e+007
4291	3.2421e+006
4292	-3.231e+006
4293	7.789e+006
4294	1.9653e+006
4295	-5.1435e+005
4296	-4.9209e+006
4297	-8.6411e+006
4298	7.1717e+006
4299	1.0363e+007
4300	2.6276e+006
4301	-3.8454e+006
4302	-4.9951e+006
4303	-9.9043e+005
4304	-8.7632e+006
4305	7.0497e+006
4306	-7.6719e+006
4307	2.5056e+006
4308	-5.1171e+006
4309	-2.2514e+005
4310	-9.7955e+006
4311	-9.7516e+006
4312	-9.1172e+006
4313	1.6269e+007
4314	6.6957e+006
4315	-8.0259e+006
4316	7.5947e+006
4317	-3.9512e+006
4318	-5.7915e+005
4319	-1.746e+006
4320	-1.2171e+006
4321	1.2385e+006
4322	-2.917e+005
4323	-2.8796e+006
4324	-5.097e+005
4325	-2.7442e+005
4326	5.9492e+005
4327	1.2041e+006
4328	-2.9734e+006
4329	-1.871e+006
4330	-1.4777e+006
4331	-5.2758e+006
4332	-3.0367e+006
4333	-3.5335e+006
4334	-5.508e+006
4335	-2.0512e+006
4336	-1.8079e+006
4337	-5.4946e+006
4338	-5.8493e+006
4339	-7.8648e+006
4340	-4.107e+006
4341	-9.2793e+006
4342	-3.769e+006
4343	-5.5539e+006
4344	-7.4556e+006
4345	-1.123e+007
4346	-9.8259e+006
4347	-1.0338e+007
4348	-1.1342e+007
4349	-7.3642e+006
4350	-1.304e+007
4351	-1.2149e+007
4352	-1.3805e+007
4353	-9.9222e+006
4354	-7.6162e+006
4355	-6.957e+006
4356	-1.3292e+007
4357	-1.4729e+007
4358	-1.2122e+007
4359	-1.4057e+007
4360	-8.7909e+006
4361	-5.2857e+006
4362	-5.3131e+006
4363	-1.3057e+007
4364	-1.2385e+007
4365	-1.0036e+007
4366	-7.5775e+006
4367	-5.853e+006
4368	-1.3597e+007
4369	-1.0882e+007
4370	-1.0422e+007
4371	-1.0576e+007
4372	-5.1703e+006
4373	-4.0997e+006
4374	-3.482e+006
4375	-9.129e+006
4376	-8.8231e+006
4377	-6.8052e+006
4378	-3.3649e+006
4379	-2.8281e+006
4380	-2.2602e+006
4381	-8.4751e+006
4382	-4.6025e+006
4383	-5.3644e+006
4384	-6.1513e+006
4385	-9.1525e+005
4386	-1.1087e+006
4387	-8.6934e+005
4388	-3.451e+006
4389	-2.1442e+006
4390	-4.9998e+006
4391	8.4826e+005
4392	4.2885e+005
4393	-2.1528e+006
4394	5.9485e+005
4395	-2.8403e+005
4396	-8.4601e+005
4397	4.3012e+005
4398	1.4326e+006
4399	8.9417e+005
4400	4.1586e+005
4401	1.0602e+006
4402	8.9544e+005
4403	1.2512e+006
4404	5.3483e+005
4405	4.6153e+005
4406	1.1791e+006
4407	5.81e+005
4408	8.5127e+005
4409	-2.8742e+005
4410	1.0144e+006
4411	5.1303e+005
4412	1.6124e+005
4413	-5.5535e+005
4414	2.8071e+005
4415	-5.8771e+005
4416	-2.1134e+006
4417	-6.0537e+005
4418	-9.9326e+005
4419	-1.572e+005
4420	-1.6987e+006
4421	-1.6425e+006
4422	-2.5513e+006
4423	-2.7148e+006
4424	-1.6738e+006
4425	-2.3015e+006
4426	-6.6355e+006
4427	-2.3792e+006
4428	-5.6583e+006
4429	-3.2318e+006
4430	-4.5254e+006
4431	-3.7304e+006
4432	-3.8965e+006
4433	-3.8081e+006
4434	-6.3925e+006
4435	-7.0872e+006
4436	-7.7114e+006
4437	-3.436e+006
4438	-4.2781e+006
4439	-6.7742e+006
4440	-8.4289e+006
4441	-8.0931e+006
4442	-3.0291e+006
4443	-2.807e+006
4444	-3.0906e+006
4445	-4.7788e+006
4446	-6.9578e+006
4447	-4.6317e+006
4448	-6.622e+006
4449	-2.2135e+006
4450	-4.1548e+006
4451	-4.1069e+006
4452	-5.843e+006
4453	-5.6959e+006
4454	-98345
4455	-2.2271e+006
4456	-3.9631e+006
4457	-2.6164e+006
4458	-3.8161e+006
4459	1.3802e+006
4460	-1.2469e+006
4461	-2.6376e+005
4462	-4.0483e+006
4463	2.4573e+006
4464	2.044e+006
4465	-1.9357e+005
4466	-3.7439e+006
4467	-9.1641e+005
4468	-5.1541e+005
4469	1.1135e+006
4470	2.7385e+005
4471	-2.5077e+006
4472	-4.1671e+005
4473	-3.0046e+006
4474	84855
4475	1.1005e+006
4476	-1.6811e+006
4477	-1.7831e+006
4478	4.0995e+005
4479	-2.3802e+005
4480	4.3106e+005
4481	8.7411e+005
4482	7.5637e+005
4483	-1.8962e+006
4484	-2.0095e+006
4485	1.8355e+005
4486	1.18e+005
4487	-1.2978e+006
4488	6.4865e+005
4489	-3.1359e+006
4490	3.3459e+005
4491	-1.9927e+006
4492	7.1885e+005
4493	21529
4494	-1.3942e+006
4495	-8.6198e+006
4496	-6.131e+006
4497	-1.1043e+007
4498	-1.719e+007
4499	-9.7948e+006
4500	-8.8665e+006
4501	4.5105e+006
4502	7.246e+006
4503	-1.0096e+006
4504	4.1799e+006
4505	3.9395e+006
4506	1.702e+006
4507	-37804
4508	1.8205e+006
4509	9.7915e+005
4510	5.0718e+006
4511	2.2909e+006
4512	8.7798e+006
4513	1.1377e+007
4514	1.0125e+007
4515	1.8691e+006
4516	-1.7463e+005
4517	7.0586e+006
4518	1.1443e+007
4519	2.8409e+006
4520	5.7589e+006
4521	4.6991e+006
4522	7.9505e+006
4523	1.2839e+007
4524	1.216e+006
4525	-5.2704e+005
4526	1.2833e+007
4527	7.1495e+006
4528	6.0898e+006
4529	1.6819e+007
4530	2.1415e+006
4531	1.6243e+006
4532	1.1537e+007
4533	1.1123e+007
4534	1.5502e+007
4535	1.2666e+007
4536	9.8181e+006
4537	8.7583e+006
4538	1.0184e+007
4539	1.4016e+007
4540	1.7119e+007
4541	2.9043e+006
4542	2.9359e+006
4543	1.3185e+007
4544	1.2435e+007
4545	1.3978e+007
4546	1.1495e+007
4547	1.5328e+007
4548	1.5007e+007
4549	1.3463e+007
4550	1.8923e+006
4551	2.5281e+006
4552	1.2172e+007
4553	1.4961e+007
4554	1.1919e+007
4555	1.2966e+007
4556	1.3474e+007
4557	1.0483e+007
4558	1.3995e+007
4559	9.756e+006
4560	2.4078e+006
4561	-1.1538e+005
4562	1.2318e+007
4563	9.2758e+006
4564	3.7848e+006
4565	1.0322e+007
4566	1.0831e+007
4567	8.0874e+006
4568	1.3442e+006
4569	2.3129e+006
4570	1.296e+007
4571	1.1254e+007
4572	8.2122e+006
4573	2.7212e+006
4574	9.7671e+006
4575	6.3914e+006
4576	5.232e+006
4577	3.1406e+006
4578	1.7079e+006
4579	1.2355e+007
4580	1.3189e+007
4581	7.6072e+006
4582	1.9491e+006
4583	7.2816e+006
4584	9.1621e+006
4585	6.2335e+006
4586	5.7865e+006
4587	2.5648e+006
4588	8.9023e+005
4589	1.105e+006
4590	1.0271e+007
4591	1.0939e+007
4592	2.9192e+006
4593	5.0312e+006
4594	3.9831e+006
4595	3.5361e+006
4596	1.6754e+006
4597	5.7153e+005
4598	6.8816e+005
4599	9.8542e+006
4600	-1.4917e+005
4601	2.5024e+006
4602	2.0039e+006
4603	4.6144e+006
4604	9.7856e+005
4605	3.5663e+006
4606	8.3898e+005
4607	98952
4608	-7.1244e+005
4609	1.0017e+007
4610	9.3816e+006
4611	8.0092e+006
4612	1.5313e+006
4613	4.1418e+006
4614	3.0655e+006
4615	5.0599e+005
4616	1.4163e+006
4617	-4.397e+006
4618	-1.0763e+006
4619	7.6453e+006
4620	-5.5148e+005
4621	1.1674e+006
4622	2.7016e+006
4623	1.4213e+005
4624	-7.752e+005
4625	1.0199e+006
4626	-3.4558e+006
4627	-4.9993e+006
4628	5.8582e+006
4629	8.5865e+006
4630	3.8971e+005
4631	3.0273e+006
4632	3.6428e+006
4633	1.6598e+005
4634	2.2545e+006
4635	1.8465e+006
4636	-1.0567e+007
4637	-6.3369e+006
4638	4.5207e+006
4639	-9.4787e+005
4640	-8.1312e+006
4641	1.6897e+006
4642	-1.1716e+006
4643	6.1959e+006
4644	-6.2472e+005
4645	4.4187e+006
4646	-7.9944e+006
4647	-1.013e+007
4648	2.2613e+006
4649	7.0929e+006
4650	4.4006e+006
4651	1.6243e+006
4652	-5.559e+006
4653	3.8283e+005
4654	-4.6758e+006
4655	4.2619e+006
4656	4.0301e+006
4657	6.9969e+006
4658	-1.3311e+007
4659	-8.7605e+006
4660	5.7697e+006
4661	1.752e+006
4662	-3.3067e+006
4663	8.1141e+006
4664	-1.3879e+007
4665	-1.3394e+007
4666	1.3409e+005
4667	5.2016e+006
4668	1.1839e+006
4669	-3.8748e+006
4670	6.8836e+005
4671	-1.3364e+006
4672	3.1872e+006
4673	-9.3947e+006
4674	-1.1709e+007
4675	1.8195e+006
4676	-1.0785e+005
4677	2.3737e+006
4678	3.4897e+005
4679	-3.8166e+006
4680	-1.6007e+007
4681	-1.1424e+007
4682	-6.7202e+006
4683	-9.0662e+006
4684	-4.2386e+006
4685	-5.1074e+006
4686	-6.2633e+006
4687	-1.7192e+006
4688	-1.1815e+007
4689	-6.6422e+006
4690	-1.1535e+007
4691	-7.1116e+006
4692	-1.2778e+007
4693	-9.4577e+006
4694	-5.383e+006
4695	-4.6301e+006
4696	-4.4548e+006
4697	-1.2012e+006
4698	-5.4989e+006
4699	4.7825e+005
4700	1.0063e+006
4701	2.7696e+006
4702	-2.3811e+006
4703	2.8923e+006
4704	-3.5808e+006
4705	1.6154e+006
4706	3.5163e+005
4707	3.1109e+006
4708	6.2477e+006
4709	-2.0398e+006
4710	-4.1577e+006
4711	3.2336e+006
4712	-3.2395e+006
4713	-4.3892e+006
4714	5.0285e+005
4715	3.2667e+005
4716	9.1286e+006
4717	5.7798e+006
4718	-4.5963e+006
4719	-4.6256e+006
4720	34917
4721	-4.1426e+006
4722	9.5716e+006
4723	-4.1533e+006
4724	-6.9688e+006
4725	-2.8942e+006
4726	4.7788e+005
4727	-2.6686e+006
4728	-1.2797e+006
4729	-3.0742e+006
4730	-3.8755e+006
4731	-4.5685e+006
4732	-2.378e+006
4733	-2.8733e+006
4734	-1.877e+006
4735	-1.6748e+006
4736	-2.5648e+006
4737	-1.5521e+006
4738	-2.6445e+006
4739	-1.2719e+006
4740	-7.3393e+005
4741	2.7979e+005
4742	-9.883e+005
4743	-1.7225e+006
4744	-2.2371e+006
4745	-35015
4746	-93857
4747	-1.2054e+006
4748	2.3959e+005
4749	33784
4750	-2.1918e+006
4751	-1.2786e+006
4752	-2.1694e+005
4753	-3.8744e+006
4754	-3.2426e+006
4755	-2.3769e+006
4756	-1.551e+006
4757	-1.2708e+006
4758	-1.2636e+006
4759	2.5878e+005
4760	-2.7668e+006
4761	-1.9011e+006
4762	-5.6474e+005
4763	-1.0753e+006
4764	-1.7351e+006
4765	-7.9509e+005
4766	-4.9594e+005
4767	2.0247e+005
4768	7.1119e+005
4769	1.2924e+006
4770	-2.3144e+006
4771	-1.1233e+005
4772	-1.7117e+005
4773	-6.2289e+005
4774	-1.2827e+006
4775	-43527
4776	-4.7919e+005
4777	5.6018e+005
4778	-3.0624e+006
4779	-1.9298e+006
4780	-2.7329e+006
4781	-49597
4782	-1.6842e+006
4783	-1.4946e+006
4784	1.172e+006
4785	-4.8693e+005
4786	-1.2545e+006
4787	1.1812e+005
4788	-1.6901e+005
4789	-1.6545e+006
4790	1.012e+006
4791	1.0937e+006
4792	-6.4689e+005
4793	-1.4144e+006
4794	-93379
4795	-1.614e+006
4796	-2.4264e+006
4797	-2.5071e+006
4798	1.1343e+006
4799	1.565e+006
4800	-8.345e+005
4801	-6.0635e+005
4802	-1.501e+006
4803	-1.3739e+006
4804	9.8107e+005
4805	-2.6415e+006
4806	-2.3913e+006
4807	1.6001e+006
4808	-1.509e+006
4809	-2.312e+006
4810	-1.4659e+006
4811	-2.788e+006
4812	2.7585e+006
4813	2.9972e+006
4814	2.2605e+006
4815	-6.9751e+005
4816	6.4877e+005
4817	1.2909e+006
4818	2.1784e+006
4819	2.6394e+006
4820	-4.6959e+005
4821	2.5655e+006
4822	2.7974e+006
4823	3.2084e+006
4824	-8.905e+005
4825	-3.116e+005
4826	3.9794e+005
4827	3.0333e+006
4828	3.4375e+006
4829	-6.6137e+005
4830	1.327e+006
