Node Number	Normal Stress (Pa)
6463	-1.6678e+007
6464	-2.3526e+007
6465	-1.9451e+007
6466	-1.6316e+007
6467	-2.227e+007
6468	-2.0223e+007
6469	-1.8792e+007
6470	-2.766e+007
6471	-2.1346e+007
6472	-2.4165e+007
6473	-3.1827e+007
6474	-2.3585e+007
6475	-2.6482e+007
6476	-2.9771e+007
6477	-2.6404e+007
6478	-2.5649e+007
6479	-3.6437e+007
6480	-2.841e+007
6481	-3.1699e+007
6482	-4.1426e+007
6483	-3.4447e+007
6484	-3.1092e+007
6485	-3.4381e+007
6486	-3.7645e+007
6487	-3.4156e+007
6488	-2.91e+007
6489	-4.6084e+007
6490	-3.6755e+007
6491	-3.9672e+007
6492	-3.9952e+007
6493	-3.6463e+007
6494	-5.0461e+007
6495	-4.2022e+007
6496	-4.6193e+007
6497	-4.2303e+007
6498	-3.8813e+007
6499	-5.4799e+007
6500	-4.8254e+007
6501	-4.405e+007
6502	-4.822e+007
6503	-5.9342e+007
6504	-5.0565e+007
6505	-5.3757e+007
6506	-5.0531e+007
6507	-6.3342e+007
6508	-5.2797e+007
6509	-5.6793e+007
6510	-5.5989e+007
6511	-5.1738e+007
6512	-6.6705e+007
6513	-5.8561e+007
6514	-5.7757e+007
6515	-6.0539e+007
6516	-5.3506e+007
6517	-6.9554e+007
6518	-6.4139e+007
6519	-6.0156e+007
6520	-6.2134e+007
6521	-5.8637e+007
6522	-5.51e+007
6523	-7.174e+007
6524	-6.5394e+007
6525	-6.5148e+007
6526	-6.3389e+007
6527	-5.9892e+007
6528	-7.3332e+007
6529	-6.6325e+007
6530	-6.8782e+007
6531	-6.6078e+007
6532	-6.0822e+007
6533	-7.4268e+007
6534	-6.9443e+007
6535	-6.6863e+007
6536	-6.6739e+007
6537	-7.4449e+007
6538	-7.0512e+007
6539	-6.9718e+007
6540	-6.7138e+007
6541	-7.4052e+007
6542	-7.0418e+007
6543	-6.7044e+007
6544	-6.6602e+007
6545	-7.2682e+007
6546	-7.0115e+007
6547	-7.0526e+007
6548	-6.6299e+007
6549	-7.066e+007
6550	-6.9459e+007
6551	-6.3929e+007
6552	-6.5232e+007
6553	-5.9555e+007
6554	-6.8194e+007
6555	-6.8068e+007
6556	-6.8505e+007
6557	-6.2975e+007
6558	-5.8601e+007
6559	-6.2424e+007
6560	-6.5335e+007
6561	-6.6556e+007
6562	-6.1463e+007
6563	-5.8398e+007
6564	-6.0912e+007
6565	-6.1484e+007
6566	-6.5209e+007
6567	-6.5101e+007
6568	-5.7051e+007
6569	-5.9565e+007
6570	-5.6272e+007
6571	-6.1642e+007
6572	-6.2597e+007
6573	-4.7857e+007
6574	-4.9244e+007
6575	-5.4547e+007
6576	-5.3079e+007
6577	-5.7061e+007
6578	-5.0432e+007
6579	-5.8934e+007
6580	-4.515e+007
6581	-5.0372e+007
6582	-4.2789e+007
6583	-5.5801e+007
6584	-5.5117e+007
6585	-4.2017e+007
6586	-3.7854e+007
6587	-4.7239e+007
6588	-4.1593e+007
6589	-5.0607e+007
6590	-3.3344e+007
6591	-3.5341e+007
6592	-2.2161e+007
6593	-1.662e+007
6594	-3.8007e+007
6595	-2.9035e+007
6596	-2.8289e+007
6597	-1.8858e+007
6598	-1.4607e+007
6599	-2.7022e+007
6600	-1.5965e+007
6601	-1.3317e+007
6602	-2.7489e+007
6603	-2.5732e+007
6604	-1.3416e+007
6605	-1.1714e+007
6606	-9.1267e+006
6607	-2.5886e+007
6608	-1.6655e+007
6609	-8.1807e+006
6610	-2.494e+007
6611	-1.5709e+007
6612	2.0945e+007
6613	1.4823e+007
6614	2.5387e+007
6615	1.9331e+007
6616	2.1608e+007
6617	1.4896e+007
6618	1.4575e+007
6619	2.514e+007
6620	2.1962e+007
6621	1.5806e+007
6622	2.4284e+007
6623	2.605e+007
6624	1.8315e+007
6625	2.1333e+007
6626	1.525e+007
6627	1.3043e+007
6628	2.3728e+007
6629	1.7321e+007
6630	1.7758e+007
6631	1.2971e+007
6632	2.1638e+007
6633	2.3656e+007
6634	1.7249e+007
6635	1.1239e+006
6636	3.9535e+006
6637	2.5889e+006
6638	2.8601e+005
6639	9.5303e+005
6640	9.5674e+005
6641	2.386e+006
6642	2.43e+005
6643	83107
6644	1.012e+006
6645	9.7401e+005
6646	2.1329e+006
6647	2.4218e+006
6648	2.7873e+005
6649	3.6431e+005
6650	1.0478e+006
6651	7.3807e+005
6652	2.1145e+006
6653	3.4585e+005
6654	1.0293e+006
6655	6.9768e+005
6656	1.897e+006
6657	1.4659e+006
6658	27600
6659	1.2838e+005
6660	5.569e+005
6661	9.8249e+005
6662	1.643e+006
6663	2.0468e+005
6664	7.2017e+005
6665	2.0305e+006
6666	1.7508e+006
6667	1.8297e+006
6668	3.1242e+005
6669	1.2492e+006
6670	5.323e+005
6671	1.4596e+006
6672	62711
6673	-57651
6674	8.7918e+005
6675	8.5557e+005
6676	1.4933e+006
6677	1.6418e+006
6678	2.4491e+005
6679	2.9218e+005
6680	1.0614e+006
6681	5.9987e+005
6682	8.0655e+005
6683	1.4541e+006
6684	1.6344e+006
6685	4.3326e+005
6686	7.4095e+005
6687	8.9182e+005
6688	1.264e+006
6689	1.8238e+005
6690	2.4316e+005
6691	8.1306e+005
6692	1.5393e+006
6693	1.6745e+006
6694	1.4016e+006
6695	4.5774e+005
6696	6.1625e+005
6697	1.0475e+006
6698	1.0362e+005
6699	6.0419e+005
6700	1.6239e+006
6701	1.2048e+006
6702	2.5428e+005
6703	2.6093e+005
6704	1.05e+006
6705	6.0874e+005
6706	1.4545e+006
6707	84910
6708	86686
6709	8.8066e+005
6710	7.4556e+005
6711	1.9782e+006
6712	1.6285e+006
6713	2.606e+005
6714	1.0546e+006
6715	6.4666e+005
6716	1.9411e+006
6717	2.371e+006
6718	2.3548e+005
6719	2.2351e+005
6720	1.0804e+006
6721	4.0301e+005
6722	2.3092e+006
6723	1.7367e+005
6724	1.0186e+006
6725	3.1054e+005
6726	3.1861e+006
6727	2.1273e+006
6728	-8168.3
6729	1.0061e+006
6730	8.3676e+005
6731	3.9918e+005
6732	3.2755e+006
6733	3.1607e+006
6734	62239
6735	81195
6736	1.0954e+006
6737	5.7149e+005
6738	3.16e+006
6739	61514
6740	-58999
6741	7.8796e+005
6742	3.208e+006
6743	3.333e+006
6744	1.1404e+005
6745	7.5553e+005
6746	3.2515e+006
6747	1.1221e+005
6748	1.5747e+005
6749	6.4538e+005
6750	3.1756e+006
6751	3.1039e+006
6752	36352
6753	6.4293e+005
6754	3.0696e+006
6755	-1.2282e+005
6756	2063.5
6757	7.044e+005
6758	3.245e+006
6759	3.1014e+006
6760	-90981
6761	6.2383e+005
6762	3.2746e+006
6763	-61350
6764	-9057.5
6765	5.785e+005
6766	3.1644e+006
6767	3.4401e+006
6768	-1.1926e+005
6769	5.864e+005
6770	4.4438e+006
6771	3.505e+006
6772	1.3167e+005
6773	-54385
6774	1.2804e+006
6775	5.1082e+005
6776	4.3868e+006
6777	74696
6778	1.2234e+006
6779	7.9977e+005
6780	4.3682e+006
6781	3.8075e+006
6782	-1.9881e+005
6783	56085
6784	1.2048e+006
6785	7.3685e+005
6786	3.5908e+006
6787	4.115e+006
6788	1.0876e+005
6789	1.2416e+006
6790	5.6805e+005
6791	3.2203e+006
6792	-2.6172e+005
6793	62493
6794	8.7113e+005
6795	3.422e+006
6796	3.0754e+006
6797	2.6417e+005
6798	9.0274e+005
6799	1.0728e+006
6800	-1.0447e+006
6801	-3.2121e+006
6802	-2.0191e+006
6803	-5.7694e+005
6804	-7.7608e+005
6805	-1.2163e+006
6806	-1.7153e+006
6807	-2.0172e+005
6808	-2.7314e+005
6809	-4.7228e+005
6810	-1.3881e+006
6811	-1.9596e+006
6812	-2.1908e+006
6813	-6.7715e+005
6814	-9.477e+005
6815	-1.0426e+006
6816	-1.656e+006
6817	-1.7975e+006
6818	-3.7357e+005
6819	-4.1089e+005
6820	-5.8835e+005
6821	-1.3493e+006
6822	-1.7556e+006
6823	-3.6894e+005
6824	-5.464e+005
6825	-1.433e+006
6826	-1.9182e+006
6827	-2.1042e+006
6828	-7.1756e+005
6829	-5.2136e+005
6830	-8.9502e+005
6831	-1.2718e+006
6832	-1.6533e+006
6833	-2.5642e+005
6834	-1.3758e+006
6835	-1.757e+006
6836	-1.7628e+006
6837	-3.6016e+005
6838	-6.0648e+005
6839	-7.5408e+005
6840	-1.3019e+006
6841	-1.8741e+006
6842	-1.7631e+006
6843	-5.7259e+005
6844	-6.0682e+005
6845	-7.5441e+005
6846	-1.3085e+006
6847	-1.7999e+006
6848	-4.9832e+005
6849	-6.8014e+005
6850	-6.7771e+005
6851	-1.2845e+006
6852	-1.8807e+006
6853	-1.9723e+006
6854	-6.7421e+005
6855	-5.7919e+005
6856	-7.5859e+005
6857	-1.1353e+006
6858	-1.8674e+006
6859	-5.693e+005
6860	-4.0982e+005
6861	-6.5368e+005
6862	-1.2632e+006
6863	-1.6198e+006
6864	-1.8231e+006
6865	-5.2502e+005
6866	-5.8011e+005
6867	-3.6554e+005
6868	-1.058e+006
6869	-1.792e+006
6870	-1.881e+006
6871	-7.5237e+005
6872	-6.8768e+005
6873	-5.378e+005
6874	-1.1658e+006
6875	-1.5036e+006
6876	-2.7432e+005
6877	-3.7491e+005
6878	-3.1022e+005
6879	-1.4375e+006
6880	-2.0587e+006
6881	-1.9888e+006
6882	-7.595e+005
6883	-7.954e+005
6884	-1.4764e+006
6885	-1.8453e+006
6886	-3.7839e+005
6887	-5.4609e+005
6888	-1.5408e+006
6889	-2.0976e+006
6890	-1.9014e+006
6891	-6.307e+005
6892	-9.2051e+005
6893	-1.3848e+006
6894	-1.7878e+006
6895	-1.7135e+006
6896	-4.4278e+005
6897	-4.5744e+005
6898	-7.3259e+005
6899	-1.546e+006
6900	-1.8197e+006
6901	-4.8938e+005
6902	-1.4441e+006
6903	-1.949e+006
6904	-1.9941e+006
6905	-8.2055e+005
6906	-6.1863e+005
6907	-8.4105e+005
6908	-1.132e+006
6909	-1.7629e+006
6910	-5.8936e+005
6911	-6.0986e+005
6912	-5.2465e+005
6913	-1.6269e+006
6914	-1.5475e+006
6915	-1.682e+006
6916	-2.2712e+005
6917	-5.0844e+005
6918	-4.4374e+005
6919	-1.7439e+006
6920	-2.1233e+006
6921	-2.1571e+006
6922	-8.0298e+005
6923	-1.4742e+006
6924	-1.6983e+006
6925	-3.4413e+005
6926	-4.7683e+005
6927	-1.4807e+006
6928	-1.7256e+006
6929	-1.8874e+006
6930	-6.6593e+005
6931	-1.4637e+006
6932	-1.543e+006
6933	-5.3147e+005
6934	-4.8335e+005
6935	-5.9514e+005
6936	-1.3619e+006
6937	-1.7085e+006
6938	-1.7596e+006
6939	-6.9699e+005
6940	-7.6066e+005
6941	-1.2711e+006
6942	-1.4923e+006
6943	-4.2968e+005
6944	-3.4554e+005
6945	-4.9334e+005
6946	-1.51e+006
6947	-1.5621e+006
6948	-1.6689e+006
6949	-5.2213e+005
6950	-6.6994e+005
6951	-1.3203e+006
6952	-1.6243e+006
6953	-1.7991e+006
6954	-6.4228e+005
6955	-7.4868e+005
6956	-5.8436e+005
6957	-7.5693e+005
6958	-1.0864e+006
6959	-1.5473e+006
6960	-3.9042e+005
6961	-5.0508e+005
6962	-1.0788e+006
6963	-1.5626e+006
6964	-1.5652e+006
6965	-4.0834e+005
6966	-4.2007e+005
6967	-5.23e+005
6968	-1.5371e+006
6969	-2.7138e+006
6970	-3.9459e+005
6971	-1.1682e+006
6972	-2.946e+006
6973	-4.1121e+006
6974	-4.1461e+006
6975	-7.5229e+005
6976	-2.6314e+006
6977	-6.3644e+006
6978	-1.0047e+007
6979	-4.3364e+006
6980	-4.9575e+006
6981	-8.2211e+006
6982	-9.4185e+006
6983	-3.7082e+006
6984	-3.3953e+006
6985	-7.4425e+006
6986	-6.6237e+006
6987	-2.9296e+006
6988	-2.6891e+006
6989	-3.7911e+006
6990	-1.9596e+006
6991	-5.8401e+006
6992	-1.9054e+006
6993	-3.0075e+006
6994	-7.7951e+005
6995	-4.1669e+006
6996	-5.1879e+006
6997	-6.2354e+005
6998	-1.2533e+006
6999	90703
7000	-2.3553e+006
7001	1.1403e+005
7002	-3.639e+006
7003	6.1864e+005
7004	1.2209e+006
7005	-3.2734e+006
7006	-1.8882e+006
7007	9.8424e+005
7008	-1.0445e+006
7009	2.2442e+006
7010	-1.147e+006
7011	1.7149e+006
7012	1.7255e+006
7013	2.6883e+006
7014	9.358e+005
7015	-3.0325e+005
7016	3.0405e+006
7017	7.0701e+005
7018	-8.6488e+005
7019	2.9704e+006
7020	1.2179e+006
7021	4.0645e+006
7022	1.2213e+006
7023	3.4847e+006
7024	4.9323e+006
7025	1.731e+006
7026	3.0244e+006
7027	3.5315e+006
7028	4.5431e+006
7029	3.9944e+006
7030	3.0415e+006
7031	5.5991e+006
7032	3.3825e+006
7033	4.9012e+006
7034	6.2616e+006
7035	4.4452e+006
7036	3.6911e+006
7037	5.2098e+006
7038	6.8418e+006
7039	4.7992e+006
7040	4.9305e+006
7041	5.98e+006
7042	5.5638e+006
7043	7.2545e+006
7044	5.0253e+006
7045	5.6294e+006
7046	6.2062e+006
7047	5.5411e+006
7048	7.5682e+006
7049	5.8159e+006
7050	6.3926e+006
7051	5.7276e+006
7052	7.7597e+006
7053	6.2281e+006
7054	5.9432e+006
7055	5.5547e+006
7056	6.5199e+006
7057	6.6557e+006
7058	5.8549e+006
7059	7.8132e+006
7060	6.2923e+006
7061	6.4004e+006
7062	6.7199e+006
7063	5.98e+006
7064	7.7259e+006
7065	6.3898e+006
7066	6.626e+006
7067	6.7093e+006
7068	5.9694e+006
7069	7.5397e+006
7070	6.2143e+006
7071	6.313e+006
7072	6.5492e+006
7073	5.8926e+006
7074	7.2495e+006
7075	6.1049e+006
7076	5.9279e+006
7077	6.4398e+006
7078	5.3146e+006
7079	6.8416e+006
7080	5.7471e+006
7081	5.092e+006
7082	5.8993e+006
7083	6.259e+006
7084	5.1338e+006
7085	6.3647e+006
7086	5.212e+006
7087	5.5201e+006
7088	5.6723e+006
7089	4.9068e+006
7090	5.0593e+006
7091	5.8626e+006
7092	4.9621e+006
7093	4.5395e+006
7094	5.4224e+006
7095	4.8094e+006
7096	5.2939e+006
7097	4.2873e+006
7098	3.9861e+006
7099	5.1701e+006
7100	4.5571e+006
7101	4.6047e+006
7102	3.7699e+006
7103	3.9708e+006
7104	3.6697e+006
7105	3.9444e+006
7106	2.8815e+006
7107	4.2407e+006
7108	3.9109e+006
7109	3.3972e+006
7110	3.5717e+006
7111	3.2001e+006
7112	3.0761e+006
7113	2.7413e+006
7114	3.2506e+006
7115	2.4537e+006
7116	2.427e+006
7117	2.3516e+006
7118	2.1334e+006
7119	1.9296e+006
7120	2.8609e+006
7121	2.064e+006
7122	1.643e+006
7123	1.6085e+006
7124	1.9683e+006
7125	1.5463e+006
7126	1.6807e+006
7127	6.8908e+005
7128	1.2078e+006
7129	1.4096e+006
7130	1.1456e+006
7131	6.0525e+005
7132	-4.4657e+005
7133	8.5651e+005
7134	1.0215e+005
7135	-6.8179e+005
7136	5.9243e+005
7137	52121
7138	-1.6024e+006
7139	5.9131e+005
7140	2.74e+005
7141	-1.2643e+006
7142	-9.4207e+005
7143	-5.3039e+005
7144	-3.3758e+006
7145	18024
7146	-1.8376e+006
7147	-1.861e+006
7148	-1.5154e+006
7149	-1.5193e+006
7150	-67105
7151	-1.7945e+005
7152	-2.47e+006
7153	-3.6033e+006
7154	-1.1331e+006
7155	-2.1044e+006
7156	-3.4236e+006
7157	-6.936e+006
7158	-3.5315e+006
7159	-7.629e+006
7160	-3.2347e+006
7161	-4.436e+006
7162	-8.0663e+006
7163	-1.2551e+007
7164	-1.0547e+007
7165	-7.3314e+006
7166	-1.1425e+007
7167	-1.0962e+007
7168	-1.0277e+007
7169	-1.6495e+007
7170	-1.2574e+007
7171	-1.4729e+007
7172	-1.3452e+007
7173	-1.5282e+007
7174	-1.2304e+007
7175	-2.0791e+007
7176	-1.9531e+007
7177	-1.6647e+007
7178	-1.72e+007
7179	-2.4574e+007
7180	-2.1908e+007
7181	-2.2661e+007
7182	-1.6993e+007
7183	-1.9577e+007
7184	-1.7753e+007
7185	-2.0044e+007
7186	-2.6372e+007
7187	-2.6098e+007
7188	-2.4067e+007
7189	-1.8399e+007
7190	-2.145e+007
7191	-2.6631e+007
7192	-2.649e+007
7193	-2.6064e+007
7194	-1.7868e+007
7195	-1.8791e+007
7196	-2.2789e+007
7197	-2.1843e+007
7198	-2.593e+007
7199	-1.7734e+007
7200	-2.0939e+007
7201	-2.2655e+007
7202	-3.9225e+005
7203	-2.7854e+006
7204	-6.0041e+005
7205	-2.9178e+006
7206	-71869
7207	-2.3271e+005
7208	-2.5501e+006
7209	-1.3572e+006
7210	26110
7211	-1.128e+005
7212	-1.4506e+005
7213	-1.4045e+006
7214	-21214
7215	-1.6012e+005
7216	-1.1492e+005
7217	-1.1992e+006
7218	-1.4304e+006
7219	-47080
7220	-1.2868e+005
7221	-1.8598e+005
7222	-77533
7223	-1.1432e+006
7224	-1.2847e+006
7225	-72682
7226	-1.0433e+005
7227	-1.2998e+005
7228	-2269.6
7229	-1.3033e+006
7230	-99357
7231	-91291
7232	63459
7233	-1.2294e+005
7234	-1.054e+005
7235	-1.0235e+006
7236	-1.2095e+006
7237	1.5733e+005
7238	-29065
7239	-2.6802e+005
7240	-1.2205e+006
7241	-39670
7242	-2.0846e+005
7243	-1.1861e+006
7244	-1.1918e+006
7245	-2.2076e+005
7246	-5285.4
7247	86545
7248	2289.5
7249	-2.4594e+005
7250	-1.2777e+006
7251	-1.1667e+006
7252	1.1172e+005
7253	27460
7254	-2.2999e+005
7255	-1.3404e+006
7256	49066
7257	-2.5098e+005
7258	-1.2618e+006
7259	-1.3533e+006
7260	-1.8055e+005
7261	62002
7262	1.2767e+005
7263	-97314
7264	-2.9325e+005
7265	-1.4529e+006
7266	-37586
7267	-1.969e+005
7268	-1.9496e+005
7269	-1.1922e+006
7270	-1.3956e+006
7271	19726
7272	-1.3959e+005
7273	-2.4596e+005
7274	-1.1513e+006
7275	-1.2403e+006
7276	-2.43e+005
7277	1.5148e+005
7278	60708
7279	67194
7280	-1.6865e+005
7281	-1.3323e+006
7282	59500
7283	-85776
7284	-1.2329e+006
7285	-1.163e+006
7286	2.288e+005
7287	11630
7288	-3.1407e+005
7289	-1.3194e+006
7290	-10932
7291	1.4237e+005
7292	-50984
7293	-74798
7294	-62484
7295	-1.4612e+006
7296	-1.265e+006
7297	-1.9285e+005
7298	-2.1666e+005
7299	2.1081e+005
7300	-9.4587e+005
7301	-8.7159e+005
7302	1.1683e+005
7303	2.006e+005
7304	1.4605e+005
7305	1.1193e+005
7306	-1.066e+006
7307	-3333.4
7308	25887
7309	-3469.
7310	-1.0447e+006
7311	-1.0898e+006
7312	17956
7313	55715
7314	47177
7315	-2.1415e+005
7316	-1.2265e+006
7317	1.9929e+005
7318	44548
7319	-1.1874e+005
7320	-80977
7321	71138
7322	-1.166e+006
7323	-1.3005e+006
7324	-29439
7325	-1.5496e+005
7326	26437
7327	-8.0673e+005
7328	-8.4051e+005
7329	3.2983e+005
7330	3.4221e+005
7331	-2.0266e+005
7332	-1.2445e+006
7333	5.0456e+005
7334	1.6596e+005
7335	-74140
7336	-61766
7337	1.0217e+005
7338	-9.0783e+005
7339	-1.0696e+006
7340	3.4084e+005
7341	1.2223e+005
7342	-7.7786e+005
7343	4.708e+005
7344	34839
7345	69570
7346	-8.8777e+005
7347	-9.3888e+005
7348	6.385e+005
7349	3.6089e+005
7350	-75070
7351	1.0197e+005
7352	-8.8163e+005
7353	6.9575e+005
7354	2.0941e+005
7355	-17824
7356	1.0284e+005
7357	3.6546e+005
7358	-7.9969e+005
7359	-9.0648e+005
7360	1.8456e+005
7361	77991
7362	3.2231e+005
7363	-5.1135e+005
7364	-6.8612e+005
7365	4.729e+005
7366	1.6788e+005
7367	-1.9721e+005
7368	-1.0176e+006
7369	1.5072e+005
7370	1.9202e+005
7371	1.4141e+005
7372	-1.6361e+005
7373	23110
7374	-1.2031e+006
7375	-1.2056e+006
7376	3995.8
7377	-3.5163e+005
7378	3.1911e+005
7379	-7.9473e+005
7380	-1.9714e+006
7381	4.1234e+005
7382	-3.4423e+005
7383	-6.9755e+007
7384	-5.871e+007
7385	-5.7731e+007
7386	-5.7891e+007
7387	-6.3439e+007
7388	-5.7018e+007
7389	-7.6908e+007
7390	-6.3544e+007
7391	-7.5303e+007
7392	-6.3704e+007
7393	-6.2832e+007
7394	-6.1562e+007
7395	-7.6261e+007
7396	-7.6642e+007
7397	-5.7829e+007
7398	-6.5044e+007
7399	-6.2826e+007
7400	-6.8754e+007
7401	-7.4656e+007
7402	-7.1142e+007
7403	-5.5842e+007
7404	-5.3779e+007
7405	-6.0839e+007
7406	-5.7475e+007
7407	-6.5622e+007
7408	-5.6253e+007
7409	-4.527e+007
7410	-4.8259e+007
7411	-4.8306e+007
7412	-4.5704e+007
7413	-4.5661e+007
7414	-5.0493e+007
7415	-3.951e+007
7416	-4.3289e+007
7417	-4.2547e+007
7418	-3.4211e+007
7419	-3.965e+007
7420	-3.3499e+007
7421	-3.364e+007
7422	-3.7278e+007
7423	-2.5583e+007
7424	-3.4168e+007
7425	-2.5665e+007
7426	-2.9194e+007
7427	-2.8158e+007
7428	-1.9789e+007
7429	-2.2519e+007
7430	-1.9e+007
7431	-2.1914e+007
7432	-2.5012e+007
7433	-1.4064e+007
7434	-1.4114e+007
7435	-1.6353e+007
7436	-1.9267e+007
7437	-1.7418e+007
7438	-1.4543e+007
7439	-9.3025e+006
7440	-1.1036e+007
7441	-8.9951e+006
7442	-1.434e+007
7443	-9.8673e+006
7444	-6.2148e+006
7445	-5.1061e+006
7446	-7.3112e+006
7447	-9.6241e+006
7448	-1.2656e+007
7449	-8.1834e+006
7450	-2.6259e+006
7451	-3.7022e+006
7452	-8.2202e+006
7453	-4.9433e+006
7454	-4.2314e+006
7455	-8.8314e+006
7456	-9.5358e+006
7457	-1.165e+007
7458	-1.5817e+006
7459	-8.6391e+006
7460	-1.1128e+007
7461	-1.06e+006
7462	-1.9572e+006
7463	-9.8066e+006
7464	-8.8765e+006
7465	-2.2866e+006
7466	-1.0443e+007
7467	-1.0136e+007
7468	-7.7003e+006
7469	-9.5134e+006
7470	-3.7548e+006
7471	-2.1946e+006
7472	-1.0351e+007
7473	-7.6083e+006
7474	-1.0791e+007
7475	-4.4837e+006
7476	-6.0452e+006
7477	-1.108e+007
7478	-1.1888e+007
7479	-8.3372e+006
7480	-1.2194e+007
7481	-6.5934e+006
7482	-1.2436e+007
7483	-1.4384e+007
7484	-9.709e+006
7485	-7.4485e+006
7486	-1.3908e+007
7487	-1.3291e+007
7488	-1.198e+007
7489	-1.7275e+007
7490	-1.1044e+007
7491	-1.336e+007
7492	-1.5242e+007
7493	-1.724e+007
7494	-1.3315e+007
7495	-2.0065e+007
7496	-1.4916e+007
7497	-1.8797e+007
7498	-2.1672e+007
7499	-1.6149e+007
7500	-2.2511e+007
7501	-2.003e+007
7502	-2.3991e+007
7503	-1.9659e+007
7504	-1.6524e+007
7505	-2.2885e+007
7506	-2.8088e+007
7507	-2.1603e+007
7508	-2.45e+007
7509	-2.4829e+007
7510	-2.3767e+007
7511	-3.1396e+007
7512	-2.6653e+007
7513	-2.5515e+007
7514	-2.6983e+007
7515	-2.5921e+007
7516	-3.3576e+007
7517	-3.1164e+007
7518	-2.7808e+007
7519	-2.6669e+007
7520	-3.1372e+007
7521	-2.7075e+007
7522	-3.6983e+007
7523	-3.2189e+007
7524	-3.5106e+007
7525	-3.2398e+007
7526	-3.2914e+007
7527	-4.029e+007
7528	-3.7488e+007
7529	-3.478e+007
7530	-3.5296e+007
7531	-4.218e+007
7532	-4.2617e+007
7533	-3.8412e+007
7534	-3.2918e+007
7535	-3.5704e+007
7536	-3.7826e+007
7537	-3.622e+007
7538	-4.4562e+007
7539	-4.3583e+007
7540	-3.8792e+007
7541	-4.676e+007
7542	-4.5e+007
7543	-4.8996e+007
7544	-4.0209e+007
7545	-4.8525e+007
7546	-4.9776e+007
7547	-3.6804e+007
7548	-4.2263e+007
7549	-4.0989e+007
7550	-4.412e+007
7551	-5.0121e+007
7552	-5.4744e+007
7553	-5.0761e+007
7554	-4.3248e+007
7555	-4.5104e+007
7556	-5.126e+007
7557	-5.5356e+007
7558	-4.3859e+007
7559	-4.4221e+007
7560	-4.5716e+007
7561	-5.2174e+007
7562	-5.5883e+007
7563	-5.834e+007
7564	-4.4748e+007
7565	-5.2452e+007
7566	-5.8728e+007
7567	-4.5136e+007
7568	-5.2348e+007
7569	-5.9411e+007
7570	-5.8617e+007
7571	-3.9042e+007
7572	-4.432e+007
7573	-4.5026e+007
7574	-4.5014e+007
7575	-5.241e+007
7576	-5.9418e+007
7577	-4.4326e+007
7578	-5.1622e+007
7579	-5.9473e+007
7580	-5.9885e+007
7581	-4.4382e+007
7582	-4.7652e+007
7583	-5.0854e+007
7584	-5.9041e+007
7585	-3.7485e+007
7586	-4.3538e+007
7587	-4.6809e+007
7588	-5.037e+007
7589	-5.8681e+007
7590	-5.9117e+007
7591	-3.7562e+007
7592	-4.2749e+007
7593	-4.6885e+007
7594	-4.9213e+007
7595	-4.9753e+007
7596	-5.8119e+007
7597	-4.2188e+007
7598	-4.9563e+007
7599	-5.8064e+007
7600	-5.7956e+007
7601	-4.2472e+007
7602	-4.2132e+007
7603	-4.5261e+007
7604	-4.9758e+007
7605	-5.7822e+007
7606	-4.2337e+007
7607	-5.1141e+007
7608	-5.7196e+007
7609	-5.8151e+007
7610	-4.3618e+007
7611	-4.2667e+007
7612	-5.2836e+007
7613	-5.8249e+007
7614	-5.7565e+007
7615	-4.4671e+007
7616	-5.1144e+007
7617	-5.2499e+007
7618	-5.8207e+007
7619	-4.5313e+007
7620	-5.1787e+007
7621	-4.6572e+006
7622	-4.5419e+006
7623	-5.4953e+006
7624	-1.0411e+006
7625	-1.1481e+006
7626	-3.0272e+006
7627	-4.851e+006
7628	-5.6447e+006
7629	-1.1904e+006
7630	-2.8831e+006
7631	-3.4221e+006
7632	-4.0347e+006
7633	-5.6891e+006
7634	-4.8389e+006
7635	-2.9276e+006
7636	-3.4666e+006
7637	-2.5301e+006
7638	-3.9781e+006
7639	-2.4414e+006
7640	-2.1302e+006
7641	-2.0668e+006
7642	-2.463e+006
7643	-1.5712e+006
7644	-1.1097e+006
7645	-1.7976e+006
7646	-1.4864e+006
7647	-2.0349e+006
7648	-1.8192e+006
7649	-1.2413e+006
7650	-7.9464e+005
7651	-1.4308e+006
7652	-1.1713e+006
7653	-1.7199e+006
7654	-1.4705e+006
7655	-7.7982e+005
7656	-1.5587e+006
7657	-8.8806e+005
7658	-1.416e+006
7659	-8.8595e+005
7660	-1.7051e+006
7661	-1.8206e+006
7662	-2.7899e+006
7663	-1.8027e+006
7664	-2.6398e+006
7665	-1.1299e+006
7666	-2.4645e+006
7667	-5.5406e+006
7668	-5.5482e+006
7669	-3.7152e+006
7670	-2.2053e+006
7671	-2.0276e+006
7672	-3.5399e+006
7673	-8.2945e+006
7674	-7.2236e+006
7675	-8.8857e+006
7676	-3.703e+006
7677	-9.5457e+006
7678	-1.1908e+007
7679	-9.9642e+006
7680	-1.9041e+006
7681	-4.7815e+006
7682	-6.9956e+006
7683	-1.1833e+007
7684	-1.208e+007
7685	-2.0769e+006
7686	-1.7644e+006
7687	-7.1683e+006
7688	-7.1665e+006
7689	-3.9458e+006
7690	-8.9217e+006
7691	-1.0444e+007
7692	-6.4466e+006
7693	-4.2889e+006
7694	-4.9717e+006
7695	-4.6747e+006
7696	-5.6542e+006
7697	-3.1064e+006
7698	-3.9752e+006
