Node Number	Normal Stress (Pa)
3382	-1.2735e+005
3383	-2.3936e+005
3384	-5.2244e+005
3385	-1.81e+006
3386	7.9546e+005
3387	-2.125e+006
3388	5.4272e+005
3389	1.6506e+006
3390	-5.0229e+005
3391	-2.3457e+005
3392	1.643e+007
3393	5.5574e+006
3394	8.9798e+005
3395	21613
3396	2.6485e+006
3397	2.8376e+006
3398	-1.5293e+006
3399	-1.968e+006
3400	-1.8361e+006
3401	-7.2651e+005
3402	1.2578e+006
3403	2.424e+006
3404	-2.1461e+005
3405	-1.2867e+006
3406	3.202e+006
3407	-3.4196e+007
3408	-1.6251e+007
3409	-1.322e+006
3410	-96239
3411	-1.6612e+006
3412	1.2652e+006
3413	-8.0359e+007
3414	-1.2476e+008
3415	4.6345e+006
3416	-7.1443e+005
3417	-4.8469e+007
3418	5.5757e+006
3419	-9.3527e+006
3420	-7.6678e+005
3421	9.9937e+005
3422	-2.2002e+006
3423	4.3758e+006
3424	3.6529e+006
3425	-3.8764e+005
3426	-4.8464e+005
3427	6.8384e+007
3428	6.5266e+006
3429	-3.7945e+006
3430	5.5428e+005
3431	6.8489e+005
3432	-9.436e+006
3433	6.0374e+006
3434	1.4302e+006
3435	2.2382e+007
3436	2.5974e+005
3437	5.8254e+005
3438	-2.4613e+007
3439	1.3267e+007
3440	1.8462e+007
3441	-72292
3442	-1.004e+006
3443	8.9918e+005
3444	-1215.6
3445	1.7735e+006
3446	1.4376e+005
3447	-1.7177e+006
3448	-4.297e+005
3449	59646
3450	5.6753e+005
3451	-1.1023e+007
3452	-2.5628e+005
3453	1.1902e+006
3454	1.239e+007
3455	8886.7
3456	-5.0054e+006
3457	-2.9942e+006
3458	9.9642e+006
3459	5.2405e+005
3460	8.2854e+005
3461	1.317e+006
3462	1.3708e+006
3463	-1.8713e+007
3464	-1.3517e+006
3465	-1.3808e+006
3466	4.5903e+006
3467	-3.4166e+005
3468	5.6859e+005
3469	-8.8733e+005
3470	2.1187e+005
3471	-8.97e+005
3472	5.1743e+005
3473	6.2975e+005
3474	34498
3475	1.781e+006
3476	2.3887e+006
3477	-9.966e+005
3478	1.2596e+006
3479	-2.7155e+006
3480	-6.1459e+007
3481	5.4134e+006
3482	-4.0472e+005
3483	3.6657e+006
3484	4.1249e+006
3485	-4.7732e+005
3486	-45926
3487	-58677
3488	68282
3489	8.607e+006
3490	7.5963e+005
3491	3.9267e+007
3492	1.8152e+005
3493	-2.3603e+006
3494	1.0619e+006
3495	-3.1737e+006
3496	1.5747e+006
3497	1.5735e+006
3498	7.8931e+007
3499	-2.2333e+005
3500	3.403e+006
3501	-4.447e+007
3502	75418
3503	5.9285e+006
3504	-5.1687e+007
3505	-49475
3506	-5.6005e+005
3507	-5.54e+005
3508	4.9694e+006
3509	2.6245e+006
3510	3.5019e+006
3511	4.3503e+005
3512	-8.7853e+007
3513	-1.0234e+008
3514	-3.9457e+007
3515	-6.3474e+007
3516	1.0757e+006
3517	3.9628e+006
3518	-9.5302e+005
3519	7.9339e+005
3520	1.3911e+006
3521	3.08e+006
3522	7.6297e+006
3523	1.6591e+006
3524	2.9687e+005
3525	7.1061e+005
3526	1.0167e+007
3527	4.5772e+005
3528	3.1043e+005
3529	3.7891e+006
3530	2.068e+006
3531	7.293e+007
3532	6.0865e+005
3533	4.5213e+007
3534	-1.0671e+008
3535	6.6291e+005
3536	6.6432e+007
3537	-3.9646e+005
3538	-1.1382e+005
3539	-2.8321e+005
3540	68263
3541	84869
3542	1.6748e+005
3543	-7.6733e+005
3544	-1.6352e+006
3545	-1.751e+006
3546	-31800
3547	1.7968e+006
3548	3.4027e+005
3549	-9.559e+007
3550	-1.5491e+008
3551	1.0273e+006
3552	-1.5679e+006
3553	6.6941e+007
3554	-1.3806e+006
3555	7.1441e+005
3556	2.4455e+005
3557	5.4189e+007
3558	9.3029e+005
3559	1.431e+006
3560	4.7144e+006
3561	6.6889e+006
3562	4.8459e+006
3563	1.3539e+006
3564	1.8045e+006
3565	1.8725e+007
3566	-1.8045e+006
3567	-92754
3568	4.5799e+007
3569	-58490
3570	1.5004e+006
3571	2.5759e+006
3572	3.1832e+006
3573	1.4506e+007
3574	-3.9587e+006
3575	2.0338e+006
3576	1.313e+006
3577	-1.9625e+005
3578	2.8424e+005
3579	3.9239e+006
3580	-5.2561e+005
3581	1.2358e+006
3582	2.0395e+006
3583	-9.2777e+005
3584	-1.3225e+006
3585	-6.4416e+005
3586	3.8905e+006
3587	-2171.1
3588	2.0238e+006
3589	6.9387e+005
3590	-2.3811e+006
3591	-1.0746e+007
3592	-1.0051e+008
3593	1.0808e+007
3594	1.4894e+005
3595	7.5147e+006
3596	5.6442e+005
3597	-17422
3598	9.3466e+006
3599	-1.5642e+007
3600	3.211e+005
3601	1.8777e+005
3602	1.5252e+006
3603	3.1369e+005
3604	-1.1634e+006
3605	-6.2782e+005
3606	-1.8405e+006
3607	-1.2909e+007
3608	7.0058e+005
3609	-7.4063e+005
3610	-2.1065e+006
3611	2.5636e+006
3612	-4.958e+006
3613	-2.9667e+007
3614	1.678e+006
3615	4.283e+006
3616	-1.8259e+007
3617	-2.2809e+006
3618	-3.0056e+005
3619	7.5331e+005
3620	-9.9646e+005
3621	6.2707e+006
3622	-3.1426e+006
3623	6.7755e+005
3624	-8.4087e+005
3625	-1.5409e+006
3626	5.0234e+006
3627	5.8448e+006
3628	65225
3629	-3.627e+005
3630	-85056
3631	-2244.6
3632	-58114
3633	-10166
3634	6197.6
3635	2.9669e+005
3636	2.6895e+005
3637	-2.4802e+005
3638	-49302
3639	-3.2552e+005
3640	-3.5929e+005
3641	16899
3642	-5.0505e+006
3643	2.1339e+006
3644	-60033
3645	-36985
3646	-6.0872e+006
3647	1.3459e+006
3648	7.7729e+005
3649	-6.8592e+005
3650	8.41e+005
3651	2.0626e+006
3652	79669
3653	9.395e+005
3654	2.6462e+006
3655	-3.0748e+005
3656	-1.7902e+006
3657	-6.668e+005
3658	1.5964e+005
3659	-1.8289e+006
3660	-6.5542e+005
3661	-8.1419e+005
3662	8.7264e+006
3663	8.0886e+007
3664	3.8954e+006
3665	3.1395e+006
3666	1.9805e+005
3667	-3.8586e+006
3668	-6.76e+005
3669	-4.8145e+005
3670	-46149
3671	4.7318e+005
3672	2.294e+005
3673	3.4363e+006
3674	-4.3389e+005
3675	3.453e+006
3676	8.9552e+005
3677	-6.0354e+006
3678	2.0621e+006
3679	-1.7401e+006
3680	-3.4497e+005
3681	-3.4866e+005
3682	-2.4259e+006
3683	1.3903e+006
3684	-1.7132e+008
3685	-3.4591e+006
3686	1.3442e+005
3687	6.6436e+006
3688	9.5398e+006
3689	1.1849e+007
3690	2.6244e+005
3691	1.0126e+007
3692	-8.9408e+005
3693	2.4607e+006
3694	1.2943e+005
3695	5.5912e+005
3696	1.0905e+005
3697	-6.3577e+005
3698	-1.8238e+006
3699	6.6675e+006
3700	-5.1981e+006
3701	-4.9708e+005
3702	-3.2264e+006
3703	4.444e+005
3704	6.7319e+006
3705	4.5777e+006
3706	1.8706e+006
3707	-1.5142e+005
3708	-1.7042e+008
3709	8.1489e+006
3710	-1.7309e+006
3711	-1.2019e+006
3712	52108
3713	1.6693e+006
3714	3.7383e+006
3715	3.7796e+006
3716	-6.9795e+005
3717	1.1923e+005
3718	-6.2072e+005
3719	2.0117e+006
3720	3.961e+005
3721	2.058e+005
3722	-4.0166e+005
3723	1.2237e+006
3724	-2.852e+006
3725	4778.9
3726	44745
3727	8.4027e+005
3728	-8.67e+006
3729	2.5552e+005
3730	6.1345e+005
3731	4.2266e+006
3732	6.5313e+006
3733	3.0168e+006
3734	1.3418e+006
3735	-1.3332e+005
3736	5.669e+005
3737	3.2669e+007
3738	1.3448e+008
3739	-5381.5
3740	6.3329e+006
3741	1.2545e+007
3742	1.5424e+006
3743	-1.3161e+005
3744	4.0474e+006
3745	3.9797e+005
3746	8.7212e+005
3747	1.7341e+006
3748	2.5979e+006
3749	1.396e+005
3750	2.3758e+006
3751	-1.0161e+006
3752	62635
3753	-1.0582e+005
3754	6.3787e+005
3755	1.398e+006
3756	1.5856e+006
3757	-1.892e+008
3758	-9.2708e+007
3759	-1.2108e+008
3760	-3.6447e+007
3761	1.3018e+006
3762	1.2134e+006
3763	-4.8527e+005
3764	3.5539e+005
3765	-4.7202e+005
3766	-1.4873e+006
3767	87220
3768	-2.8753e+005
3769	1.0871e+007
3770	2.8864e+005
3771	-1.3386e+006
3772	-35382
3773	-1.9594e+005
3774	-7.8402e+007
3775	-5.8191e+005
3776	2.9877e+005
3777	-1.0834e+005
3778	4.7397e+006
3779	-1.6094e+006
3780	6.3979e+005
3781	-2.937e+006
3782	5.8949e+005
3783	-2.061e+006
3784	5.5094e+005
3785	-3.4952e+005
3786	1.2955e+008
3787	-4.0923e+006
3788	11691
3789	5.2394e+005
3790	1.0776e+008
3791	2.5167e+006
3792	1.5333e+006
3793	-9.918e+005
3794	-1.9528e+006
3795	-76318
3796	1.9147e+006
3797	-1.1019e+005
3798	1.7932e+005
3799	2.225e+006
3800	1.9129e+006
3801	-3.6533e+006
3802	3.5146e+006
3803	8.424e+007
3804	-1064.4
3805	-4.7951e+005
3806	1.7716e+006
3807	-2.0471e+008
3808	4.3943e+006
3809	42876
3810	7.6207e+007
3811	-9.8293e+005
3812	12691
3813	1.4762e+005
3814	-1.0328e+006
3815	11065
3816	-2.035e+005
3817	3.6062e+006
3818	50339
3819	-1.8973e+008
3820	-1.856e+006
3821	-2.1825e+006
3822	-5.1046e+005
3823	-4.407e+005
3824	-1.0262e+006
3825	3.2088e+005
3826	-3.2277e+006
3827	2.4201e+006
3828	1.2191e+006
3829	-2.1944e+006
3830	-1.3594e+005
3831	-8879.5
3832	-5.9077e+006
3833	3.3175e+006
3834	2.3355e+005
3835	46257
3836	-1.5515e+006
3837	1.1182e+005
3838	-1.1026e+006
3839	-2.8933e+005
3840	3.8053e+005
3841	2.3608e+006
3842	3.0079e+006
3843	5.9386e+006
3844	1.7354e+006
3845	-5.2136e+005
3846	-2.4915e+007
3847	5.6368e+005
3848	-2.0787e+006
3849	1.5227e+006
3850	19844
3851	-9.609e+005
3852	5.6121e+005
3853	86270
3854	-1.076e+006
3855	-39721
3856	2.5348e+006
3857	-1.3765e+006
3858	-2.0023e+006
3859	1.6719e+005
3860	45984
3861	1.2736e+006
3862	-3.1813e+005
3863	5.2846e+005
3864	5.7141e+005
3865	-6.2484e+006
3866	2.3223e+006
3867	2.2024e+005
3868	1.195e+006
3869	1.4542e+006
3870	1.1688e+006
3871	6.0686e+005
3872	2.2371e+006
3873	1.172e+006
3874	1.9137e+005
3875	-2.087e+008
3876	6.8579e+005
3877	1.6847e+005
3878	-46377
3879	-5.2413e+005
3880	-3.9779e+005
3881	-1.8472e+008
3882	-1.324e+005
3883	-2.0017e+006
3884	5.3087e+005
3885	8.7701e+006
3886	-3.379e+006
3887	11635
3888	-7625.8
3889	-1.583e+006
3890	-1.0003e+008
3891	2.0122e+007
3892	4.2308e+005
3893	3.6103e+005
3894	1.4335e+006
3895	3.6077e+006
3896	2.1808e+005
3897	4.4905e+005
3898	-2.7608e+006
3899	-5.8329e+005
3900	-6.2496e+005
3901	3.5489e+005
3902	4.7169e+005
3903	-2.0269e+007
3904	-4.1831e+005
3905	-2.0813e+008
3906	-3.7667e+005
3907	3.1263e+007
3908	1.191e+008
3909	-7.7047e+006
3910	-4.3351e+005
3911	1.8867e+005
3912	-9.7952e+006
3913	-2.9178e+006
3914	5.373e+005
3915	1.2082e+005
3916	5.3002e+005
3917	3.7333e+005
3918	-7.7834e+007
3919	-4.7449e+005
3920	2.8905e+006
3921	-7.5391e+005
3922	-5.4032e+005
3923	2.6087e+005
3924	-1.0094e+005
3925	7.2361e+005
3926	6.4377e+005
3927	3.1743e+006
3928	15040
3929	76731
3930	2.2794e+005
3931	7.4216e+005
3932	4.6918e+006
3933	-1.8836e+005
3934	1.2364e+008
3935	-2.329e+006
3936	-2.0585e+008
3937	2.2052e+006
3938	-4.9945e+005
3939	-55789
3940	1.5708e+006
3941	1.9883e+006
3942	-1.6369e+005
3943	1.887e+005
3944	-2.0749e+005
3945	2.5207e+006
3946	9.4595e+005
3947	-1.2406e+006
3948	-1.2383e+005
3949	-62177
3950	1.4584e+005
3951	2.4658e+006
3952	4.3914e+006
3953	-6.9417e+005
3954	74680
3955	1.0569e+006
3956	5.4058e+005
3957	1.5459e+006
3958	-5.6692e+005
3959	2.4649e+006
3960	-44350
3961	3.6913e+005
3962	-2.0978e+005
3963	-2.4949e+006
3964	4.2843e+006
3965	-6.1548e+005
3966	-38870
3967	82734
3968	2.6551e+005
3969	-1478.9
3970	4.1451e+006
3971	-4.0946e+005
3972	6.9937e+005
3973	-9.8025e+005
3974	3.5801e+006
3975	2.8342e+006
3976	-1.7781e+008
3977	-1.671e+008
3978	-1.8574e+008
3979	-1.6972e+008
3980	-1.866e+008
3981	-1.605e+008
3982	-1.666e+008
3983	-1.7699e+008
3984	4.5378e+007
3985	5.5122e+007
3986	1.1006e+008
3987	1.174e+008
3988	9.9184e+007
3989	5.6014e+007
3990	7.9968e+007
3991	8.1075e+007
3992	-1.9203e+008
3993	-1.7566e+008
3994	-1.9515e+008
3995	-2.0308e+008
3996	-1.8047e+008
3997	-1.9554e+008
3998	-1.8554e+008
3999	-1.9852e+008
4000	-2.0874e+008
4001	-2.1018e+008
4002	-1.8613e+008
4003	-2.0523e+008
4004	-2.012e+008
4005	-1.9722e+008
4006	-2.1101e+008
4007	-2.1002e+008
4008	-2.0673e+008
4009	-1.8696e+008
4010	-1.9915e+008
4011	-2.0605e+008
4012	-1.9046e+008
4013	-2.046e+008
4014	-2.0762e+008
4015	-1.9702e+008
4016	-1.9019e+008
4017	-2.0247e+008
4018	-1.8042e+008
4019	-2.0299e+008
4020	-1.947e+008
4021	-1.8773e+008
4022	-1.7553e+008
4023	-1.8556e+008
4024	-1.8822e+008
4025	-1.9784e+008
4026	-1.7813e+008
4027	-1.6389e+008
4028	-1.8233e+008
4029	-1.7231e+008
4030	-1.7012e+008
4031	-1.6745e+008
4032	-1.7272e+008
4033	-1.4011e+008
4034	-1.6118e+008
4035	-1.507e+008
4036	-1.3734e+008
4037	-1.5632e+008
4038	-1.46e+008
4039	-1.6159e+008
4040	-1.1458e+008
4041	-1.3805e+008
4042	-1.2649e+008
4043	-1.1423e+008
4044	-1.2469e+008
4045	-1.1994e+008
4046	-1.3336e+008
4047	-1.1375e+008
4048	-8.7291e+007
4049	-1.0135e+008
4050	-8.719e+007
4051	-8.8751e+007
4052	-1.0706e+008
4053	-1.0086e+008
4054	-5.8691e+007
4055	-7.278e+007
4056	-5.9014e+007
4057	-7.4341e+007
4058	-6.4311e+007
4059	-7.0065e+007
4060	-5.1856e+007
4061	-8.6455e+007
4062	-3.1815e+007
4063	-4.4824e+007
4064	-2.9718e+007
4065	-1.4732e+007
4066	-3.4368e+007
4067	-5.0121e+007
4068	-3.7666e+007
4069	-1.7618e+007
4070	-7.8547e+006
4071	-2.0463e+006
4072	1.2989e+007
4073	-2.1682e+007
4074	-1.094e+007
4075	-4.9325e+006
4076	1.3725e+007
4077	2.4263e+007
4078	3.8266e+007
4079	5.1278e+007
4080	1.5474e+007
4081	3.35e+005
4082	2.1154e+007
4083	6.3421e+006
4084	3.8175e+007
4085	3.1552e+007
4086	6.1583e+007
4087	7.5001e+007
4088	2.5779e+007
4089	4.848e+007
4090	4.8818e+007
4091	8.2523e+007
4092	9.288e+007
4093	3.3301e+007
4094	5.0158e+007
4095	7.3663e+007
4096	5.6002e+007
4097	8.421e+007
4098	8.0725e+007
4099	8.7168e+007
4100	4.0025e+007
4101	5.0783e+007
4102	8.6308e+007
4103	7.1318e+007
4104	7.0924e+007
4105	5.9453e+007
4106	6.5196e+007
4107	7.7078e+007
4108	5.9902e+007
4109	8.3407e+007
4110	8.4514e+007
4111	8.4588e+007
4112	9.1605e+007
4113	8.944e+007
4114	1.1436e+008
4115	1.1236e+008
4116	7.2265e+007
4117	7.315e+007
4118	9.577e+007
4119	1.0345e+008
4120	9.6877e+007
4121	8.1109e+007
4122	1.0119e+008
4123	8.2931e+007
4124	9.2906e+007
4125	7.4452e+007
4126	9.7071e+007
4127	9.2231e+007
4128	8.241e+007
4129	1.0249e+008
4130	7.6488e+007
4131	8.2931e+007
4132	8.7084e+007
4133	8.9948e+007
4134	7.5638e+007
4135	7.1494e+007
4136	8.2071e+007
4137	9.407e+007
4138	8.9273e+007
4139	9.9536e+007
4140	-3.5376e+007
4141	-3.9127e+007
4142	-2.9681e+007
4143	-1.2936e+007
4144	-9.1495e+006
4145	-8.2728e+007
4146	-8.9987e+007
4147	-7.8251e+007
4148	-2.0549e+007
4149	-3.5601e+007
4150	-3.4096e+007
4151	7.7688e+007
4152	7.2354e+007
4153	8.4462e+007
4154	7.2152e+007
4155	3.2303e+007
4156	2.9427e+007
4157	4.3061e+007
4158	7.8585e+007
4159	6.3595e+007
4160	5.9401e+007
4161	5.2836e+007
4162	6.8631e+007
4163	7.6838e+007
4164	6.0658e+007
4165	3.4113e+007
4166	7.426e+007
4167	5.6262e+007
4168	6.4086e+007
4169	5.7521e+007
4170	4.9663e+007
4171	4.6914e+007
4172	2.0369e+007
4173	4.2519e+007
4174	3.0707e+007
4175	3.2527e+007
4176	5.0343e+007
4177	4.3778e+007
4178	3.8246e+007
4179	4.169e+007
4180	2.6436e+007
4181	2.1223e+007
4182	1.5145e+007
4183	1.8707e+007
4184	3.7295e+007
4185	2.5483e+007
4186	2.7303e+007
4187	2.3802e+007
4188	-1.4175e+007
4189	1.9116e+007
4190	2.0243e+007
4191	1.5031e+007
4192	-1.2872e+007
4193	1.2514e+007
4194	1.929e+007
4195	-6.2083e+006
4196	2.111e+007
4197	1.0654e+007
4198	8.0636e+006
4199	1.0864e+007
4200	-6.4231e+006
4201	6.7785e+006
4202	1.0491e+007
4203	-2.1124e+007
4204	-1.4461e+007
4205	2.4019e+006
4206	-3.7372e+006
4207	-1.3909e+007
4208	3.0049e+006
4209	-2.861e+007
4210	-7.8366e+006
4211	-2.1946e+007
4212	-2.5554e+007
4213	-5.0839e+006
4214	-3.8628e+007
4215	-1.8414e+007
4216	-1.8224e+007
4217	-4.0714e+007
4218	9.984e+005
4219	-1.3102e+006
4220	-6.557e+007
4221	-4.5879e+007
4222	-1.2152e+007
4223	-2.9869e+007
4224	-4.2943e+007
4225	-2.933e+007
4226	-3.8602e+007
4227	-5.1076e+007
4228	-9.3634e+006
4229	-5.6241e+007
4230	-2.2513e+007
4231	-3.1903e+007
4232	-3.9156e+007
4233	-4.443e+007
4234	-6.688e+006
4235	-9.9179e+006
4236	-5.6796e+007
4237	-3.2041e+007
4238	-2.3068e+007
4239	-6.5199e+007
4240	-1.0981e+008
4241	-3.38e+007
4242	-4.6449e+007
4243	-8.7066e+006
4244	-9.8879e+007
4245	-3.4059e+007
4246	-6.4756e+007
4247	-6.7217e+007
4248	-1.1183e+008
4249	-3.8246e+007
4250	-1.8923e+008
4251	-4.6327e+007
4252	-8.0025e+007
4253	-1.2021e+007
4254	-8.5849e+006
4255	-9.8566e+007
4256	-9.8758e+007
4257	-3.3938e+007
4258	-2.9146e+007
4259	-6.0766e+007
4260	-6.4635e+007
4261	-1.2119e+008
4262	-4.4468e+007
4263	-6.0254e+007
4264	-8.4593e+007
4265	-1.6588e+007
4266	-1.0313e+008
4267	-3.3713e+007
4268	-6.5333e+007
4269	-4.2565e+007
4270	-6.1909e+007
4271	-1.8242e+007
4272	-1.6338e+007
4273	-1.0479e+008
4274	-3.5368e+007
4275	-6.6988e+007
4276	-7.423e+007
4277	-4.1284e+007
4278	-4.2759e+007
4279	-5.8352e+007
4280	-1.2781e+007
4281	-1.188e+008
4282	-9.3619e+007
4283	-8.1883e+007
4284	-7.0673e+007
4285	-3.7727e+007
4286	-1.6829e+008
4287	-1.5835e+008
4288	-1.5959e+008
4289	-1.6976e+008
4290	-1.8104e+008
4291	-1.7508e+008
4292	-1.6445e+008
4293	-1.8483e+008
4294	-1.7483e+008
4295	-1.5073e+008
4296	-1.6293e+008
4297	-1.3667e+008
4298	-1.6588e+008
4299	-1.8438e+008
4300	-1.7842e+008
4301	-1.6779e+008
4302	-1.6327e+008
4303	-8.817e+007
4304	-1.1577e+008
4305	-1.4498e+008
4306	-1.3177e+008
4307	-1.5751e+008
4308	-1.4237e+008
4309	-1.5952e+008
4310	-3.7064e+007
4311	-3.9455e+007
4312	-7.411e+007
4313	-6.2103e+007
4314	-1.0332e+008
4315	-9.0111e+007
4316	-1.2256e+008
4317	-9.737e+007
4318	-1.1786e+008
4319	1.7577e+008
4320	1.5224e+008
4321	1.5756e+008
4322	1.3834e+008
4323	1.3945e+008
4324	-1.8621e+008
4325	-1.8058e+008
4326	-2.0309e+008
4327	-1.9347e+008
4328	1.8593e+008
4329	1.5958e+008
4330	1.2173e+008
4331	1.7009e+008
4332	1.6427e+008
4333	1.4679e+008
4334	1.9251e+008
4335	1.2455e+008
4336	1.2741e+008
4337	1.3029e+008
4338	1.7291e+008
4339	1.7773e+008
4340	1.4961e+008
4341	2.0188e+008
4342	1.3117e+008
4343	1.2982e+008
4344	1.3405e+008
4345	1.7855e+008
4346	1.8149e+008
4347	1.6371e+008
4348	2.0558e+008
4349	1.3543e+008
4350	1.8416e+008
4351	1.6931e+008
4352	1.7073e+008
4353	1.9903e+008
4354	1.3352e+008
4355	1.3267e+008
4356	1.8225e+008
4357	1.8139e+008
4358	1.7956e+008
4359	1.6882e+008
4360	1.917e+008
4361	1.2804e+008
4362	1.2456e+008
4363	1.7676e+008
4364	1.6419e+008
4365	1.5434e+008
4366	1.7942e+008
4367	1.2186e+008
4368	1.7406e+008
4369	1.639e+008
4370	1.6695e+008
4371	1.5164e+008
4372	1.612e+008
4373	1.1228e+008
4374	1.0787e+008
4375	1.5432e+008
4376	1.4206e+008
4377	1.388e+008
4378	1.401e+008
4379	9.9241e+007
4380	9.2752e+007
4381	1.4569e+008
4382	1.3035e+008
4383	1.3697e+008
4384	1.3017e+008
4385	1.1472e+008
4386	8.0275e+007
4387	7.2563e+007
4388	1.1787e+008
4389	9.7557e+007
4390	1.1769e+008
4391	8.8421e+007
4392	5.9666e+007
4393	1.0497e+008
4394	8.5097e+007
4395	9.5134e+007
4396	8.466e+007
4397	6.6545e+007
4398	6.0326e+007
4399	4.6261e+007
4400	3.667e+007
4401	7.1691e+007
4402	5.314e+007
4403	3.0648e+007
4404	2.198e+007
4405	1.0424e+007
4406	5.7002e+007
4407	3.3501e+007
4408	4.5981e+007
4409	2.7892e+007
4410	3.845e+007
4411	1.3391e+005
4412	-4.5639e+006
4413	-1.6724e+007
4414	1.8513e+007
4415	1.2904e+007
4416	-4.6277e+006
4417	-2.9195e+007
4418	-3.225e+007
4419	2.9869e+006
4420	-2.0844e+007
4421	-8.7557e+006
4422	-2.0154e+007
4423	-5.911e+007
4424	-4.6053e+007
4425	-5.9047e+007
4426	-5.3429e+007
4427	-3.4647e+007
4428	-5.3228e+007
4429	-3.3957e+007
4430	-8.9896e+007
4431	-7.5159e+007
4432	-8.7964e+007
4433	-5.0759e+007
4434	-7.3929e+007
4435	-6.934e+007
4436	-9.0968e+007
4437	-1.1447e+008
4438	-1.0264e+008
4439	-8.8603e+007
4440	-1.0542e+008
4441	-1.0564e+008
4442	-1.3667e+008
4443	-1.1254e+008
4444	-1.2653e+008
4445	-1.2775e+008
4446	-1.1532e+008
4447	-1.4416e+008
4448	-1.1554e+008
4449	-1.5958e+008
4450	-1.3883e+008
4451	-1.5036e+008
4452	-1.4004e+008
4453	-1.5646e+008
4454	-1.6456e+008
4455	-1.6097e+008
4456	-1.5066e+008
4457	-1.6267e+008
4458	-1.6707e+008
4459	-1.7745e+008
4460	1.1436e+008
4461	1.1066e+008
4462	1.0458e+008
4463	5.1994e+007
4464	5.276e+007
4465	9.87e+007
4466	6.5847e+007
4467	8.371e+007
4468	1.3354e+008
4469	1.4137e+008
4470	1.2722e+008
4471	1.4074e+008
4472	1.2215e+008
4473	1.2326e+008
4474	1.2755e+008
4475	1.2471e+008
4476	1.3823e+008
4477	1.3623e+008
4478	1.1964e+008
4479	1.1978e+008
4480	1.1076e+008
4481	1.2123e+008
4482	1.1418e+008
4483	1.2894e+008
4484	1.3275e+008
4485	1.1616e+008
4486	1.1132e+008
4487	1.2158e+008
4488	1.1178e+008
4489	1.057e+008
4490	1.0647e+008
4491	1.2465e+008
4492	9.9825e+007
4493	1.0703e+008
4494	1.1729e+008
4495	-3.2552e+008
4496	-3.1428e+008
4497	-3.5184e+008
4498	-1.6978e+008
4499	-2.6916e+008
4500	-2.5743e+008
4501	1.1457e+008
4502	9.6987e+007
4503	1.2095e+008
4504	5.1507e+007
4505	5.0187e+007
4506	9.6127e+007
4507	1.0813e+008
4508	8.8235e+007
4509	8.1137e+007
4510	5.511e+007
4511	5.3173e+007
4512	1.5279e+008
4513	1.0995e+008
4514	1.0347e+008
4515	1.2743e+008
4516	1.3006e+008
4517	5.7989e+007
4518	4.7072e+007
4519	1.1461e+008
4520	1.1353e+008
4521	9.4717e+007
4522	6.1591e+007
4523	1.573e+008
4524	1.618e+008
4525	1.6376e+008
4526	7.8813e+007
4527	1.4527e+008
4528	1.2646e+008
4529	1.2528e+008
4530	1.3653e+008
4531	1.3752e+008
4532	6.167e+007
4533	6.1827e+007
4534	5.158e+007
4535	1.1188e+008
4536	1.1804e+008
4537	9.9225e+007
4538	9.8504e+007
4539	6.9706e+007
4540	1.2145e+008
4541	1.3103e+008
4542	1.3273e+008
4543	5.5114e+007
4544	5.7043e+007
4545	1.071e+008
4546	9.3721e+007
4547	6.4923e+007
4548	7.0311e+007
4549	1.2745e+008
4550	1.3198e+008
4551	1.2633e+008
4552	5.6062e+007
4553	5.5172e+007
4554	7.5622e+007
4555	1.0805e+008
4556	9.4414e+007
4557	9.4669e+007
4558	7.1259e+007
4559	1.2347e+008
4560	1.2419e+008
4561	1.3138e+008
4562	6.0221e+007
4563	8.0672e+007
4564	1.1878e+008
4565	1.131e+008
4566	9.9464e+007
4567	9.8942e+007
4568	1.1517e+008
4569	1.1171e+008
4570	5.0775e+007
4571	5.1199e+007
4572	7.1649e+007
4573	1.0976e+008
4574	9.0441e+007
4575	9.9345e+007
4576	8.08e+007
4577	8.7856e+007
4578	9.6204e+007
4579	3.5266e+007
4580	3.8726e+007
4581	5.6141e+007
4582	4.9932e+007
4583	6.4323e+007
4584	7.4932e+007
4585	4.4005e+007
4586	8.3837e+007
4587	6.3952e+007
4588	8.5223e+007
4589	7.5618e+007
4590	3.7299e+007
4591	3.6093e+007
4592	7.0378e+007
4593	6.169e+007
4594	4.1372e+007
4595	8.1204e+007
4596	3.578e+007
4597	4.8361e+007
4598	6.1403e+007
4599	2.3084e+007
4600	2.6893e+007
4601	5.6163e+007
4602	4.6826e+007
4603	4.7475e+007
4604	2.6816e+007
4605	2.7158e+007
4606	8.474e+006
4607	3.4404e+007
4608	2.6417e+007
4609	1.0197e+007
4610	9.1265e+006
4611	1.1363e+007
4612	3.2868e+007
4613	3.3517e+007
4614	2.0274e+007
4615	1.2859e+007
4616	-2.1392e+007
4617	-7.6227e+006
4618	1.3069e+007
4619	-1.9855e+006
4620	-9.1595e+006
4621	1.952e+007
4622	6.9253e+006
4623	-4.8946e+005
4624	2.9981e+006
4625	-5.472e+007
4626	-2.414e+007
4627	-2.9931e+007
4628	-1.3687e+007
4629	-1.8503e+007
4630	-2.5677e+007
4631	-1.9235e+007
4632	-9.5923e+006
4633	-1.3519e+007
4634	-8.1279e+007
4635	-2.2887e+007
4636	-7.1166e+007
4637	-4.6741e+007
4638	-3.0497e+007
4639	-4.2487e+007
4640	-4.8651e+007
