Node Number	Normal Stress (MPa)
13462	-3.1314
13463	0.40586
13464	0.11549
13465	-8.5952e-002
13466	8.9139e-002
13467	2.3368e-003
13468	-1.2084
13469	-0.81446
13470	-1.126
13471	-1.0555
13472	-0.69235
13473	-0.7921
13474	-0.56646
13475	-0.52233
13476	-0.35126
13477	-0.53188
13478	-0.14999
13479	-0.24788
13480	-0.49997
13481	-0.18143
13482	-0.17025
13483	-0.25141
13484	2.4922e-003
13485	1.0344e-002
13486	-5.0136e-002
13487	-3.8054e-002
13488	-0.13959
13489	-0.13238
13490	-0.11852
13491	2.9447e-002
13492	-5.8656e-002
13493	-1.8199e-004
13494	1.7873e-002
13495	-8.7455e-002
13496	-0.10163
13497	-9.6481e-002
13498	-0.1114
13499	6.121e-002
13500	8.001e-004
13501	-3.6612e-002
13502	4.3982e-002
13503	1.0486
13504	1.0163
13505	0.85235
13506	0.76394
13507	0.66368
13508	0.79875
13509	0.83434
13510	0.90046
13511	0.8645
13512	0.99979
13513	1.0183
13514	0.87837
13515	0.8145
13516	0.84146
13517	0.83631
13518	0.90243
13519	0.70729
13520	-0.24439
13521	-0.14634
13522	-0.21422
13523	1.3454e-002
13524	-0.1506
13525	-4.3906e-002
13526	-6.694e-002
13527	0.97989
13528	0.96446
13529	0.80358
13530	0.83834
13531	0.86667
13532	0.92034
13533	0.93771
13534	0.95321
13535	0.90914
13536	0.82356
13537	0.8271
13538	0.87733
13539	0.85542
13540	0.89475
13541	0.91987
13542	0.89713
13543	0.77448
13544	0.85949
13545	0.86035
13546	0.85219
13547	-0.40955
13548	-0.68076
13549	-0.60187
13550	-0.15234
13551	-0.3425
13552	-0.36696
13553	-0.2321
13554	-0.63071
13555	-1.6042
13556	-1.1146
13557	-1.2135
13558	-0.6247
13559	-0.80081
13560	-1.1963
13561	-1.098
13562	-0.78919
13563	-1.0646
13564	-0.80956
13565	0.83237
13566	0.86929
13567	0.73605
13568	0.87215
13569	0.86232
13570	0.81619
13571	0.66166
13572	0.78057
13573	0.83489
13574	0.83206
13575	0.64099
13576	0.75963
13577	0.77134
13578	0.7081
13579	0.6862
13580	0.70645
13581	0.71147
13582	-5.7312e-002
13583	0.11924
13584	0.36991
13585	0.41846
13586	0.31984
13587	0.18979
13588	0.12459
13589	0.30413
13590	5.3532e-002
13591	0.10737
13592	0.4832
13593	0.30516
13594	0.59575
13595	0.58704
13596	0.38408
13597	0.49005
13598	0.53133
13599	0.48956
13600	0.28174
13601	5.9048e-002
13602	-3.4634e-002
13603	-4.9174e-002
13604	1.92e-002
13605	-0.43612
13606	-0.54787
13607	-0.5034
13608	0.60892
13609	0.62917
13610	0.61183
13611	0.57007
13612	0.83864
13613	0.82968
13614	0.92586
13615	0.90439
13616	-0.59079
13617	-1.1712
13618	-1.365
13619	-1.0657
13620	0.83094
13621	0.74918
13622	0.74946
13623	0.75283
13624	-0.22234
13625	-0.24908
13626	-0.13868
13627	0.80166
13628	0.82862
13629	0.81064
13630	0.92739
13631	-0.16588
13632	-5.2311e-003
13633	-0.10676
13634	-9.2504e-002
13635	-0.72318
13636	-1.1583
13637	-1.2769
13638	-0.91372
13639	-0.49298
13640	-0.57004
13641	-0.42213
13642	-0.51691
13643	-0.3628
13644	-0.43098
13645	-0.27419
13646	-5.3837e-003
13647	-0.11323
13648	-0.39553
13649	-0.48336
13650	0.35048
13651	0.1936
13652	0.19694
13653	0.32969
13654	0.25861
13655	-0.6628
13656	-0.41392
13657	-0.29513
13658	-0.33714
13659	-0.16126
13660	-0.13061
13661	-0.16092
13662	-2.4653
13663	-3.1868
13664	-3.3404
13665	-4.6643
13666	-1.4952
13667	0.79663
13668	0.54151
13669	0.12877
13670	0.53553
13671	0.18002
13672	0.16229
13673	-1.2555
13674	-2.316
13675	-2.0815
13676	-1.922
13677	-1.5859
13678	-1.4298
13679	-1.3316
13680	-1.5159
13681	-3.7595
13682	-1.3136
13683	-4.8829
13684	6.2001e-002
13685	0.23414
13686	0.14734
13687	-0.54474
13688	-0.80849
13689	1.5818
13690	1.1734
13691	1.1325
13692	2.0843
13693	0.40822
13694	0.4895
13695	0.28654
13696	0.21297
13697	0.39251
13698	0.84042
13699	0.83759
13700	0.83225
13701	-0.61953
13702	-0.30099
13703	-0.39389
13704	0.81092
13705	0.77967
13706	0.86469
13707	0.82997
13708	0.85829
13709	-0.1879
13710	4.2818e-002
13711	3.9768e-002
13712	-1.7592e-002
13713	0.842
13714	0.90812
13715	-4.9851e-002
13716	2.6678e-002
13717	3.0743e-002
13718	-0.33141
13719	-9.8468e-002
13720	-0.19636
13721	-0.18792
13722	-0.36824
13723	-0.23132
13724	-0.13676
13725	-0.16913
13726	-0.2546
13727	-0.14303
13728	-1.9344
13729	-3.5203
13730	-0.30944
13731	-0.55463
13732	-0.45413
13733	-0.4671
13734	-0.25918
13735	-0.48593
13736	-0.56142
13737	-0.24436
13738	-0.72396
13739	-0.71104
13740	0.46561
13741	0.44405
13742	0.43062
13743	0.38928
13744	0.36592
13745	-1.2035
13746	-0.54189
13747	-1.01
13748	-0.83136
13749	-1.2641
13750	-0.97787
13751	-0.42699
13752	-0.56988
13753	-0.38914
13754	-0.54274
13755	1.6412
13756	0.72504
13757	0.97605
13758	1.155
13759	1.1111e-002
13760	-4.9742e-002
13761	0.13189
13762	-0.98565
13763	-0.60764
13764	-0.40153
13765	-0.43458
13766	-0.55544
13767	-0.87264
13768	-1.1077
13769	-1.1816
13770	-0.95067
13771	-1.2972
13772	-1.1343
13773	0.7574
13774	0.5603
13775	0.38089
13776	0.47053
13777	0.65755
13778	0.76201
13779	0.40998
13780	0.38814
13781	0.61577
13782	0.38238
13783	0.61617
13784	0.64215
13785	0.4815
13786	0.4487
13787	0.72223
13788	0.43595
13789	2.359e-002
13790	0.24779
13791	0.273
13792	1.665
13793	1.3766
13794	1.6468
13795	1.3901
13796	1.5212
13797	1.6934
13798	1.525
13799	1.1025
13800	0.94319
13801	1.1698
13802	1.2894
13803	-0.20246
13804	0.35419
13805	-0.36247
13806	0.55296
13807	0.35584
13808	4.559e-002
13809	-0.13662
13810	-0.37199
13811	-0.52961
13812	1.1735
13813	0.96848
13814	1.0093
13815	1.3511
13816	1.1767
13817	0.90735
13818	1.3314
13819	0.57138
13820	0.73421
13821	-3.1835e-002
13822	7.6931e-002
13823	0.43409
13824	0.48253
13825	0.30712
13826	0.10608
13827	0.37573
13828	0.19923
13829	4.2838e-002
13830	-2.8454
13831	-2.3064
13832	-3.1947
13833	-2.5001
13834	-2.18
13835	-2.9096
13836	-2.5251
13837	-2.797
13838	-2.459
13839	1.9738
13840	1.8312
13841	2.0076
13842	1.8996
13843	1.832
13844	1.9027
13845	1.3051
13846	1.296
13847	1.2924
13848	2.2714
13849	2.2865
13850	2.0814
13851	2.2121
13852	2.2159
13853	2.0965
13854	2.1474
13855	1.4406
13856	1.1118
13857	1.6151
13858	1.5715
13859	1.6931
13860	1.6087
13861	2.0691
13862	2.1742
13863	2.0275
13864	1.8123
13865	1.053
13866	1.2641
13867	0.70889
13868	9.1594e-002
13869	2.3896e-002
13870	0.1949
13871	0.18128
13872	0.2066
13873	0.12077
13874	6.9912e-002
13875	-0.15645
13876	2.8391e-002
13877	3.3026e-002
13878	-4.0675e-002
13879	0.57048
13880	0.61802
13881	0.44563
13882	0.74108
13883	0.78948
13884	0.39265
13885	0.80392
13886	-3.1985e-002
13887	0.36174
13888	7.9845e-002
13889	0.39911
13890	0.32653
13891	0.20485
13892	0.25728
13893	0.12499
13894	-1.6625e-002
13895	0.16955
13896	0.1695
13897	9.321e-002
13898	1.3373
13899	1.537
13900	1.4703
13901	1.2506
13902	1.4592
13903	1.3194
13904	0.93577
13905	0.87112
13906	1.8676
13907	1.8012
13908	1.6912
13909	1.5588
13910	1.549
13911	0.47176
13912	0.81068
13913	0.7018
13914	1.2561
13915	1.1279
13916	2.3377
13917	2.4934
13918	2.5226
13919	2.4905
13920	2.3913
13921	2.3767
13922	1.5327
13923	1.8378
13924	1.5729
13925	0.26234
13926	0.29928
13927	0.61537
13928	0.60674
13929	0.29984
13930	0.41385
13931	0.42896
13932	0.19142
13933	5.536e-002
13934	-5.257e-002
13935	-0.13032
13936	-0.11284
13937	-0.24552
13938	0.28755
13939	0.20345
13940	0.45517
13941	0.37979
13942	0.52019
13943	4.3765e-002
13944	0.20242
13945	1.825
13946	1.6449
13947	1.8387
13948	1.6354
13949	1.5851
13950	1.7441
13951	1.217
13952	1.1447
13953	1.4653
13954	1.3206
13955	1.2882
13956	1.4545
13957	1.3483
13958	1.5355
13959	1.088
13960	0.97831
13961	1.0109
13962	0.49876
13963	0.35404
13964	0.54153
13965	0.17943
13966	0.1885
13967	0.58631
13968	-0.26356
13969	-5.5582e-002
13970	-0.31657
13971	0.60886
13972	0.51216
13973	0.7248
13974	0.94524
13975	0.98313
13976	1.04
13977	0.66643
13978	0.77957
13979	0.83822
13980	0.89953
13981	0.59954
13982	0.72354
13983	-1.7314
13984	-2.3136
13985	-2.0005
13986	-1.0063
13987	-1.0297
13988	-1.4781
13989	-1.5906
13990	-1.9094
13991	-1.7946
13992	-1.9595
13993	-4.6295
13994	-3.8678
13995	-3.4863
13996	-4.1496
13997	-4.8288
13998	-3.5827
13999	-2.8135
14000	-3.4702
14001	-3.3279
14002	-3.572
14003	0.2272
14004	0.16356
14005	0.12798
14006	0.19937
14007	8.0406e-002
14008	8.8961e-002
14009	-1.2345e-002
14010	-8.4449e-002
14011	0.54707
14012	0.86569
14013	0.65322
14014	0.78779
14015	0.55537
14016	0.75262
14017	0.31336
14018	0.41871
14019	0.30506
14020	-0.1304
14021	-0.37089
14022	-0.19588
14023	-0.4961
14024	-0.41799
14025	-0.3807
14026	-0.31681
14027	-0.24674
14028	-0.89885
14029	-1.493
14030	-1.7216
14031	-1.3989
14032	-1.1462
14033	-1.4255
14034	-0.31474
14035	-0.31866
14036	-0.76817
14037	-0.46194
14038	-0.78069
14039	-0.86388
14040	-1.2104
14041	-1.0475
14042	-0.14168
14043	3.4391e-002
14044	-0.11256
14045	7.3651e-002
14046	-0.57459
14047	-0.65777
14048	-0.40396
14049	-8.2645e-002
14050	-0.29918
14051	-0.27751
14052	-0.11797
14053	-0.30899
14054	-0.18206
14055	1.7026
14056	1.8818
14057	1.8162
14058	1.7476
14059	1.6478
14060	1.2926
14061	1.3889
14062	1.4121
14063	2.2074
14064	2.2422
14065	2.0214
14066	2.4223
14067	2.122
14068	2.0051
14069	2.4676
14070	1.8363
14071	0.7193
14072	1.0305
14073	0.78211
14074	0.89777
14075	0.90142
14076	0.36236
14077	0.54265
14078	0.6711
14079	0.55712
14080	1.0877e-002
14081	5.4448e-002
14082	7.5875e-002
14083	-9.8812e-002
14084	-6.3494e-002
14085	-0.10424
14086	-0.18891
14087	-0.15871
14088	0.20766
14089	0.14517
14090	0.10523
14091	3.0405e-002
14092	-1.271e-002
14093	-0.15243
14094	-5.3452e-002
14095	-8.5825e-002
14096	0.29197
14097	0.58077
14098	0.40556
14099	0.59258
14100	0.37312
14101	0.4712
14102	0.34501
14103	0.28336
14104	0.35578
14105	0.72464
14106	0.89441
14107	1.0798
14108	1.077
14109	0.92635
14110	0.78011
14111	-0.63945
14112	-0.44794
14113	-0.76514
14114	-0.23139
14115	-0.78955
14116	-1.0741
14117	-0.80659
14118	-0.73646
14119	1.5045
14120	1.0144
14121	1.0057
14122	1.2622
14123	1.3773
14124	0.80409
14125	0.78012
14126	0.54024
14127	0.81377
14128	0.81236
14129	0.64536
14130	0.92501
14131	0.89079
14132	0.11513
14133	0.33933
14134	0.46268
14135	0.39262
14136	-0.29559
14137	1.3405e-003
14138	2.2911e-002
14139	-8.8106e-002
14140	-3.6291e-002
14141	-0.9217
14142	-0.69082
14143	-0.39209
14144	-0.58411
14145	2.1173
14146	2.2723
14147	2.127
14148	2.2891
14149	1.5008
14150	1.6166
14151	1.3834
14152	1.2496
14153	1.0525
14154	1.673
14155	1.1401
14156	1.8022
14157	0.82771
14158	0.49817
14159	0.88031
14160	0.83263
14161	0.74234
14162	0.13043
14163	1.2908
14164	1.07
14165	0.14306
14166	-9.2317e-002
14167	0.20176
14168	0.88493
14169	-0.18945
14170	-0.48223
14171	-0.58711
14172	-0.1603
14173	-0.42694
14174	-6.715e-002
14175	-0.22354
14176	1.7547
14177	2.1072
14178	1.9486
14179	1.7349
14180	2.0308
14181	1.3094
14182	0.92421
14183	1.3268
14184	1.3445
14185	1.2546
14186	1.5204
14187	-2.4662
14188	-2.5857
14189	-3.3545
14190	-3.1627
14191	-3.824
14192	-2.7502
14193	-2.685
14194	-2.5288
14195	-2.8146
14196	-2.5908
14197	0.34814
14198	0.69732
14199	0.45362
14200	0.28266
14201	0.35538
14202	0.45952
14203	0.58302
14204	0.34962
14205	-1.489
14206	-2.0468
14207	-1.8009
14208	-1.7241
14209	-1.5135
14210	-2.146
14211	-2.0518
14212	-2.0799
14213	-1.9039
14214	2.0735
14215	1.9797
14216	2.2285
14217	2.1209
14218	1.9655
14219	1.371
14220	1.4098
14221	0.68101
14222	0.93741
14223	0.39803
14224	0.50323
14225	0.26569
14226	0.22135
14227	0.24478
14228	0.18265
14229	1.039
14230	1.2244
14231	0.97071
14232	1.1806
14233	1.3594
14234	0.93684
14235	1.0042
14236	1.6401
14237	1.704
14238	1.612
14239	1.7271
14240	1.8229
14241	1.7552
14242	1.2284
14243	1.1638
14244	1.2092
14245	-1.237
14246	-1.0347
14247	-0.94956
14248	-0.5736
14249	-1.3511
14250	-0.9666
14251	1.0108
14252	1.2297
14253	1.0556
14254	1.5025
14255	0.74323
14256	0.39913
14257	0.41369
14258	0.4596
14259	-0.19238
14260	-2.4184e-003
14261	0.79583
14262	2.7297
14263	2.6791
14264	2.8802
14265	2.7589
14266	2.3463
14267	2.6967
14268	2.2266
14269	2.3713
14270	2.4351
14271	2.2969
14272	2.4241
14273	2.3889
14274	1.0258
14275	1.7401
14276	1.1966
14277	1.8442
14278	1.6999
14279	1.4219
14280	1.1389
14281	1.2684
14282	1.2334
14283	0.46648
14284	0.83434
14285	2.2069
14286	2.1455
14287	2.2989
14288	2.0969
14289	1.621
14290	1.6501
14291	0.32328
14292	0.29859
14293	0.4207
14294	0.36685
14295	0.17869
14296	0.2039
14297	0.17039
14298	-0.37347
14299	0.14951
14300	-2.145e-002
14301	-0.32167
14302	5.127e-002
14303	-0.14238
14304	4.1616e-002
14305	1.4227
14306	1.2578
14307	1.3724
14308	1.2031
14309	1.1688
14310	1.0043
14311	0.74074
14312	0.88823
14313	0.43104
14314	2.6289
14315	2.1518
14316	2.281
14317	2.8236
14318	2.3667
14319	2.136
14320	1.9495
14321	1.219
14322	1.521
14323	1.3164
14324	1.55
14325	1.4609
14326	1.3212
14327	0.73432
14328	1.2752
14329	0.87285
14330	0.97826
14331	1.1908
14332	1.0147
14333	1.1926
14334	1.3087
14335	1.2989
14336	1.0775
14337	0.56064
14338	0.63532
14339	0.45176
14340	1.8136
14341	1.8358
14342	1.9411
14343	1.769
14344	1.9139
14345	1.4597
14346	1.4005
14347	1.4161
14348	2.4502
14349	2.4559
14350	2.3159
14351	2.3567
14352	1.2117
14353	8.9839e-002
14354	-0.12522
14355	0.17401
14356	4.1718e-002
14357	-0.10502
14358	0.17099
14359	8.1233e-002
14360	8.6279e-002
14361	-7.0035e-002
14362	-9.5718e-003
14363	-9.0565e-002
14364	-0.1007
14365	-4.4549e-002
14366	-0.17624
14367	-4.1262e-002
14368	-0.17179
14369	-0.22672
14370	-0.15514
14371	-0.19247
14372	-0.17294
14373	1.4975
14374	1.3114
14375	1.3682
14376	1.59
14377	1.4902
14378	1.135
14379	1.2278
14380	2.0631
14381	1.9936
14382	1.928
14383	1.9817
14384	2.0598
14385	1.5757
14386	-0.52741
14387	-7.9785e-002
14388	-0.10675
14389	-0.3563
14390	-0.53695
14391	-0.73881
14392	-1.291e-002
14393	0.14447
14394	0.11979
14395	-5.4902e-002
14396	-0.19325
14397	-8.4145e-003
14398	-0.1148
14399	-8.3293e-002
14400	5.9299e-002
14401	-2.0562e-002
14402	-0.10543
14403	-1.5299e-002
14404	-0.16218
14405	-0.18871
14406	-0.1844
14407	-5.2342e-002
14408	0.34153
14409	0.38079
14410	0.67625
14411	0.73483
14412	0.51166
14413	-0.39961
14414	-0.35064
14415	-9.6822e-002
14416	0.2969
14417	0.17398
14418	-0.14511
14419	0.30507
14420	0.73815
14421	0.12683
14422	0.25417
14423	0.59464
14424	0.63112
14425	0.39244
14426	0.97175
14427	1.147
14428	0.93657
14429	1.1518
14430	0.49731
14431	0.60267
14432	0.72142
14433	0.7035
14434	7.8442e-002
14435	0.14077
14436	0.25478
14437	5.0868e-002
14438	-0.10371
14439	-8.1247e-002
14440	-8.5508e-002
14441	-0.28939
14442	-7.6617e-002
14443	0.50024
14444	0.43099
14445	0.63563
14446	0.7513
14447	0.52606
14448	0.21589
14449	0.34327
14450	0.34322
14451	0.41064
14452	0.52686
14453	0.49234
14454	0.72411
14455	0.34553
14456	0.3902
14457	0.50895
14458	-2.3586
14459	-1.0513
14460	-2.3327
14461	-1.6356
14462	-0.96024
14463	-0.97762
14464	-0.80263
14465	-0.69561
14466	-0.98289
14467	-1.275
14468	-1.6415
14469	2.0794
14470	1.8859
14471	2.1107
14472	1.9913
14473	2.0782
14474	1.3353
14475	1.5148
14476	1.4663
14477	-0.93249
14478	-0.85726
14479	-0.77233
14480	-1.2794
14481	-1.1664
14482	-0.68786
14483	-0.6474
14484	-0.84103
14485	-4.4655
14486	-4.935
14487	-5.4265
14488	-4.423
14489	-3.4112
14490	-3.8539
14491	-3.9256
14492	-0.1226
14493	-3.4591e-002
14494	-0.16628
14495	-0.30626
14496	-0.26095
14497	-0.21319
14498	-0.14518
14499	-0.1825
14500	-0.16298
14501	0.27309
14502	0.18727
14503	0.31068
14504	0.25866
14505	4.6947e-002
14506	9.5824e-002
14507	9.9525e-002
14508	8.8377e-002
14509	2.0697
14510	2.325
14511	2.4047
14512	2.2588
14513	1.963
14514	1.4149
14515	0.85962
14516	1.455
14517	0.78871
14518	2.503
14519	2.5197
14520	2.4799
14521	1.2306
14522	1.8669
14523	1.2754
14524	1.9865
14525	1.9231
14526	0.2843
14527	0.45191
14528	0.24436
14529	0.33405
14530	-7.8319e-002
14531	-1.3298e-002
14532	0.17109
14533	8.5675e-002
14534	0.19917
14535	0.77218
14536	0.37535
14537	0.34838
14538	0.86673
14539	-4.9286e-002
14540	4.0836e-003
14541	-0.73364
14542	-0.20896
14543	-0.19989
14544	-1.0426
14545	-0.70497
14546	1.6224
14547	1.7225
14548	1.6113
14549	1.731
14550	1.7932
14551	1.1829
14552	1.0879
14553	1.1317
14554	1.7812
14555	1.9862
14556	2.1274
14557	1.734
14558	1.1455
14559	1.2026
14560	0.70944
14561	1.4411
14562	1.3677
14563	1.4977
14564	1.6128
14565	1.4804
14566	1.3619
14567	0.89404
14568	1.0496
14569	1.0949
14570	0.36962
14571	0.30598
14572	0.67871
14573	0.46348
14574	0.24891
14575	0.27063
14576	0.19434
14577	0.17771
14578	9.3125e-002
14579	0.20162
14580	0.30682
14581	6.928e-002
14582	-6.6777e-002
14583	-0.10674
14584	-0.23498
14585	-3.4148e-002
14586	1.9682
14587	2.0997
14588	2.1719
14589	2.1573
14590	0.92423
14591	1.7511
14592	1.3535
14593	1.6971
14594	1.0051
14595	1.0739
14596	0.41942
14597	0.54277
14598	0.62561
14599	0.83428
14600	1.4548
14601	1.2688
14602	0.10645
14603	0.66208
14604	2.5603
14605	2.5283
14606	2.4885
14607	1.5705
14608	1.8756
14609	1.9951
14610	2.4982
14611	2.0281
14612	1.5472
14613	2.0346
14614	1.6624
14615	1.0892
14616	1.0375
14617	1.2719
14618	0.19898
14619	0.21667
14620	0.34755
14621	-0.51475
14622	-0.30922
14623	-0.21602
14624	-1.9377
14625	-1.3623
14626	-1.4357
14627	-2.1085
14628	-1.4983
14629	-1.8857
14630	-1.8807
14631	-1.6416
14632	-1.4386
14633	-7.1756e-002
14634	0.25837
14635	0.10325
14636	0.10945
14637	0.19782
14638	0.17598
14639	5.2394e-002
14640	-1.2859
14641	-1.0753
14642	-1.3598
14643	-1.0923
14644	-1.3125
14645	-1.4657
14646	-0.88039
14647	-0.95382
14648	-0.57416
14649	-1.0164
14650	-0.95667
14651	1.6258
14652	1.798
14653	1.7068
14654	1.8517
14655	1.2593
14656	1.4457
14657	1.3383
14658	1.394
14659	1.7966
14660	1.6624
14661	1.6236
14662	1.8175
14663	1.3037
14664	1.366
14665	1.7568
14666	1.1814
14667	1.2415
14668	1.0662
14669	0.78738
14670	0.70739
14671	0.87151
14672	0.83584
14673	0.32691
14674	0.72472
14675	-9.0666e-002
14676	8.2831e-002
14677	-0.64832
14678	-0.5811
14679	-0.24828
14680	0.46497
14681	1.023
14682	1.0816
14683	1.3171
14684	1.1986
14685	0.64344
14686	0.56901
14687	0.46363
14688	0.52076
14689	2.092e-002
14690	0.53522
14691	0.17312
14692	0.48898
14693	0.22494
14694	0.26692
14695	-7.3116e-002
14696	-0.26987
14697	-1.5981e-002
14698	-0.11307
14699	0.26232
14700	0.23891
14701	1.3993
14702	0.31024
14703	1.3908
14704	0.94164
14705	0.76749
14706	0.67647
14707	-8.2374e-002
14708	0.1256
14709	0.17151
14710	2.2624
14711	2.0349
14712	2.1171
14713	2.0024
14714	1.4048
14715	1.3957
14716	0.87507
14717	1.4437
14718	1.6067
14719	-2.7432
14720	-1.8436
14721	-2.3371
14722	-2.0443
14723	-2.1093
14724	-1.8702
14725	-2.1713
14726	-2.0234
14727	1.0525
14728	0.7988
14729	0.62339
14730	0.76493
14731	0.62929
14732	0.75279
14733	1.2351
14734	1.3691
14735	0.95035
14736	0.79104
14737	1.0026
14738	0.93821
14739	-0.68629
14740	-0.39758
14741	-0.49611
14742	-0.88085
14743	-0.59979
14744	-0.27023
14745	-0.42179
14746	-0.4943
14747	-0.53545
14748	0.80069
14749	0.60781
14750	0.74821
14751	0.41223
14752	0.14139
14753	0.59903
14754	0.57506
14755	0.16736
14756	1.0485
14757	0.61428
14758	0.37674
14759	0.13275
14760	0.59039
14761	0.15872
14762	0.72404
14763	1.0584
14764	0.78906
14765	0.96947
14766	0.45308
14767	0.54136
14768	0.47129
14769	1.3932
14770	1.441
14771	1.615
14772	1.5762
14773	0.89463
14774	1.1599
14775	1.3186
14776	1.2528
14777	1.6587
14778	1.4047
14779	1.592
14780	1.109
14781	0.95062
14782	1.1445
14783	1.0347
14784	0.24794
14785	0.28376
14786	0.40544
14787	7.2039e-002
14788	0.12092
14789	0.19088
14790	0.13771
14791	0.38942
14792	0.10704
14793	-7.579e-002
14794	-2.1981e-002
14795	0.13668
14796	1.4002
14797	1.5148
14798	1.5549
14799	1.1467
14800	1.1644
14801	0.95772
14802	1.3562
14803	1.4625
14804	0.87402
14805	0.92214
14806	0.61538
14807	1.1696
14808	0.63314
14809	0.8468
14810	0.61223
14811	0.79508
14812	6.9725e-002
14813	1.675e-002
14814	-0.25976
14815	-0.57851
14816	-0.40789
14817	-0.77113
14818	-0.61446
14819	-0.50532
14820	-0.15789
14821	-0.43517
14822	-0.25117
14823	-0.22189
14824	-0.40756
14825	-4.1734
14826	-3.4188
14827	-3.0343
14828	-3.3062
14829	-3.1639
14830	0.42101
14831	9.2995e-002
14832	3.0135e-002
14833	-6.84e-002
14834	0.36264
14835	9.9767e-002
14836	0.29575
14837	0.25947
14838	0.20947
14839	0.33158
14840	8.1268e-002
14841	8.5903e-002
14842	-3.6041
14843	-2.6278
14844	-3.0372
14845	-2.915
14846	-2.2178
14847	-2.5366
14848	-2.9247
14849	-3.0265
14850	-2.5867
14851	-2.2238
14852	-4.9465
14853	-3.5782
14854	-2.5205
14855	-2.9426
14856	-3.6897
14857	-0.71584
14858	-1.2229
14859	-0.61019
14860	-0.76478
14861	-0.51243
14862	-0.78453
14863	0.36912
14864	0.16135
14865	0.20333
14866	-0.1367
14867	-0.28765
14868	-0.19445
14869	1.2
14870	1.3663
14871	1.0817
14872	0.99978
14873	0.93542
14874	0.92267
14875	0.22995
14876	2.2943e-002
14877	-0.15989
14878	-0.10608
14879	-0.10904
14880	-0.10145
14881	-0.3094
14882	2.061
14883	1.8098
14884	1.9056
14885	1.3111
14886	1.3499
14887	1.3747
14888	1.2465
14889	8.8366e-002
14890	9.3688e-002
14891	-6.6214e-002
14892	1.9074
14893	2.2032
14894	2.3653
14895	1.5532
14896	1.0966
14897	1.2825
14898	1.5169
14899	0.68208
14900	0.89198
14901	0.30563
14902	0.64821
14903	0.57528
14904	0.80837
14905	0.63239
14906	-3.9815
14907	-2.914
14908	-2.9076
14909	-2.6863
14910	-3.0944
14911	1.1693
14912	1.2171
14913	1.0207
14914	0.93103
14915	0.96751
14916	-1.9946
14917	-1.7923
14918	-2.7242
14919	-2.6116
14920	-2.2736
14921	0.62206
14922	0.30429
14923	-0.34959
14924	-0.91049
14925	-0.27826
14926	0.8023
14927	2.9492e-002
14928	-0.82144
14929	-0.36038
14930	-0.9339
14931	-0.59575
14932	-1.1379
14933	-0.30167
14934	-4.1308
14935	-3.569
14936	-3.6334
14937	-3.392
14938	2.3097
14939	1.5355
14940	1.6459
14941	1.5987
14942	1.7617
14943	1.2773
14944	1.4911
14945	1.5158
14946	0.16336
14947	0.23162
14948	2.3988e-002
14949	-1.6755e-002
14950	2.1087
14951	1.8128
14952	1.7548
14953	1.4362
14954	1.3049
14955	1.6485
14956	0.63856
14957	0.5551
14958	0.94041
14959	0.69664
14960	0.561
14961	0.62371
14962	0.44721
14963	0.20874
14964	0.28146
14965	0.38559
14966	0.2718
14967	7.5898e-003
14968	5.0335e-002
14969	-0.44447
14970	-0.30546
14971	-0.49748
14972	-1.4722
14973	-1.3871
14974	-1.932
14975	-1.7886
14976	-1.4041
14977	-1.9536
14978	-1.7776
14979	1.5616
14980	1.6826
14981	1.7048
14982	1.5935
14983	1.1652
14984	1.1109
14985	1.1588
14986	0.54668
14987	7.0259e-002
14988	-6.0136e-002
14989	-0.13788
14990	0.89541
14991	1.4333
14992	1.3753
14993	1.0567
14994	0.32997
14995	0.39044
14996	0.5861
14997	0.20296
14998	-0.47549
14999	-0.22168
15000	-4.144e-002
15001	-0.17197
15002	-3.2886e-002
15003	-0.20629
15004	-0.23032
15005	-0.20198
15006	-0.19265
15007	2.6311
15008	2.5098
15009	2.2833
15010	1.3088
15011	1.52
15012	2.1383
15013	1.9775
15014	0.90543
15015	0.90968
15016	0.39283
15017	0.4675
15018	0.34458
15019	1.2071
15020	1.3291
15021	0.90655
15022	0.97387
15023	1.0667
15024	-3.6104
15025	-4.0532
15026	-3.6218
15027	-4.369
15028	-0.37395
15029	-0.28903
15030	-0.18378
15031	0.24727
15032	-1.5611e-002
15033	-8.5624e-002
15034	1.0732
15035	1.0382
15036	0.95808
15037	-1.692e-002
15038	0.12218
15039	0.27122
15040	0.5159
15041	0.63909
15042	0.17555
15043	-7.4035e-002
15044	0.23442
15045	0.20198
15046	8.55e-002
15047	0.11222
15048	2.1414e-002
15049	-0.14236
15050	-0.2891
15051	-0.22722
15052	-0.28397
15053	-0.32487
15054	-0.30619
15055	-0.25411
15056	2.1762
15057	2.3296
15058	2.1728
15059	1.6807
15060	1.6405
15061	0.3569
15062	0.32238
15063	0.11122
15064	0.25304
15065	9.009e-002
15066	4.6725e-003
15067	5.6583e-002
15068	-4.9805e-002
15069	0.10971
15070	8.4008e-003
15071	-6.3702e-002
15072	0.12724
15073	-0.1153
15074	7.2664e-002
15075	6.2286e-002
15076	0.18454
15077	6.5573e-002
15078	-2.7178e-002
15079	2.5399e-002
15080	-4.8302e-002
15081	2.2139
15082	2.2548
15083	2.1814
15084	1.0071
15085	1.834
15086	1.4385
