Node Number	Normal Stress (MPa)
4578	1.0487
4579	0.96827
4580	1.0677
4581	0.68909
4582	0.51757
4583	1.0909
4584	0.83128
4585	0.85251
4586	0.89637
4587	2.3839
4588	1.5252
4589	1.6405
4590	1.6469
4591	1.4365
4592	1.4317
4593	1.4597
4594	1.2213
4595	1.2652
4596	2.8568
4597	1.9636
4598	1.9749
4599	1.9813
4600	1.3993
4601	1.7661
4602	1.6274
4603	1.7941
4604	1.9402
4605	1.5557
4606	3.1906
4607	2.1021
4608	2.2455
4609	2.1918
4610	2.1198
4611	2.3534
4612	1.7659
4613	1.9325
4614	2.0207
4615	2.0786
4616	3.2971
4617	2.3318
4618	2.4408
4619	2.5488
4620	2.071
4621	1.9613
4622	2.2161
4623	2.274
4624	2.034
4625	2.8794
4626	2.2429
4627	2.2229
4628	2.339
4629	2.46
4630	1.9821
4631	2.0147
4632	2.1272
4633	1.9451
4634	2.3549
4635	1.2755
4636	1.7647
4637	1.894
4638	2.01
4639	1.6532
4640	1.2411
4641	1.6858
4642	1.6162
4643	2.2234
4644	0.96437
4645	1.0799
4646	1.5691
4647	1.4396
4648	1.8426
4649	1.8145
4650	1.6787
4651	1.4577
4652	1.0455
4653	1.1235
4654	1.2266
4655	1.4902
4656	1.2108
4657	1.8611
4658	1.3056
4659	1.5036
4660	1.7427
4661	1.1875
4662	1.2906
4663	1.4281
4664	0.87937
4665	0.77986
4666	1.3171
4667	1.3165
4668	0.76131
4669	0.86443
4670	0.58149
4671	0.80116
4672	1.2728
4673	0.61195
4674	0.77306
4675	1.3103
4676	1.1927
4677	0.57469
4678	0.79435
4679	1.0406
4680	0.46339
4681	0.49115
4682	1.0441
4683	0.54007
4684	0.42613
4685	0.57493
4686	0.6458
4687	0.38635
4688	0.40756
4689	0.46177
4690	0.73134
4691	0.96053
4692	0.73736
4693	0.45649
4694	0.47388
4695	0.34254
4696	0.41799
4697	0.39968
4698	0.49135
4699	1.8376e-003
4700	3.8094e-002
4701	-2.3815e-004
4702	-6.7916e-003
4703	0.18315
4704	4.3484e-002
4705	0.1294
4706	-5.4489e-003
4707	-1.5002e-002
4708	-9.4756e-003
4709	-2.1555e-002
4710	-1.882e-002
4711	0.16839
4712	2.8721e-002
4713	1.7801e-002
4714	7.4316e-002
4715	-9.1157e-002
4716	-2.3689e-002
4717	-1.9986e-003
4718	-1.5733e-002
4719	-1.1343e-002
4720	8.1793e-002
4721	0.39204
4722	-0.11687
4723	-0.10892
4724	-0.1142
4725	-9.681e-002
4726	-1.1392e-002
4727	-2.0245
4728	-0.8255
4729	-1.8155
4730	-1.4141
4731	-1.5915
4732	-1.113
4733	-1.1961
4734	-0.84487
4735	-1.0608
4736	-1.1742
4737	-1.1792
4738	-0.83529
4739	-1.1094
4740	-1.7332
4741	-0.75449
4742	-1.8707
4743	-1.3597
4744	-1.7066
4745	-0.9271
4746	-1.0268
4747	-1.2485
4748	-1.1963
4749	-1.1286
4750	-2.0998
4751	-1.0108
4752	-0.92629
4753	-1.5994
4754	-1.8898
4755	-1.2983
4756	-1.3645
4757	-1.2947
4758	-1.8063
4759	-0.81621
4760	-1.7797
4761	-1.1882
4762	-1.0003
4763	-1.2544
4764	-1.3216
4765	-1.1846
4766	-1.2018
4767	-0.64427
4768	-0.63282
4769	-0.57732
4770	-1.5964
4771	-0.81688
4772	-0.91658
4773	-1.071
4774	-1.1383
4775	-1.0184
4776	6.2945e-002
4777	8.3295e-002
4778	0.11957
4779	0.28577
4780	0.24443
4781	0.12797
4782	-0.80182
4783	0.13872
4784	0.27275
4785	0.16883
4786	0.17841
4787	-9.5652e-002
4788	0.11734
4789	7.8482e-002
4790	0.21252
4791	0.13912
4792	0.10859
4793	0.11817
4794	0.11412
4795	0.12809
4796	0.20035
4797	0.20192
4798	0.18873
4799	0.20343
4800	0.27406
4801	0.1582
4802	0.26062
4803	0.16778
4804	8.164e-002
4805	0.11792
4806	0.14752
4807	0.1506
4808	0.28412
4809	0.24278
4810	0.20779
4811	0.18443
4812	0.72146
4813	0.80866
4814	0.79814
4815	0.39199
4816	0.30027
4817	0.5048
4818	0.28195
4819	0.17095
4820	0.30447
4821	0.5794
4822	0.35091
4823	0.57016
4824	0.24993
4825	0.48442
4826	0.42153
4827	0.7841
4828	0.68766
4829	0.36743
4830	0.48024
4831	0.43914
4832	-0.78178
4833	0.40135
4834	0.30277
4835	0.1618
4836	-0.1074
4837	0.25914
4838	0.64125
4839	0.50609
4840	0.62642
4841	0.4075
4842	0.26654
4843	0.41999
4844	0.36388
4845	0.80496
4846	0.60346
4847	0.70853
4848	0.5795
4849	0.7238
4850	0.5011
4851	0.51736
4852	0.46125
4853	0.86078
4854	0.77486
4855	0.36291
4856	0.79013
4857	0.56743
4858	0.52758
4859	-0.1001
4860	-8.3238e-002
4861	-8.4945e-002
4862	-6.7603e-002
4863	0.79791
4864	0.21092
4865	19.914
4866	23.863
4867	14.012
4868	8.2916
4869	-0.13582
4870	-5.9663e-002
4871	-9.3449e-002
4872	0.4711
4873	0.82149
4874	0.27535
4875	0.23449
4876	-0.30391
4877	-0.15274
4878	-0.23704
4879	0.4118
4880	-0.56685
4881	-0.48373
4882	-0.34584
4883	0.303
4884	-0.77573
4885	-0.63787
4886	-0.72241
4887	-1.1876
4888	0.14886
4889	-0.18095
4890	-0.68633
4891	-0.99442
4892	-0.82649
4893	-0.77714
4894	-1.2424
4895	-0.74106
4896	-1.3115
4897	-0.99045
4898	-1.042
4899	-1.4063
4900	-1.2556
4901	-1.402
4902	-1.185
4903	-1.1951
4904	-3.2253
4905	-1.5594
4906	-1.4087
4907	-1.6725
4908	-1.1839
4909	-1.1224
4910	-0.93754
4911	-3.1627
4912	-1.6099
4913	-0.72724
4914	-0.47057
4915	-0.78207
4916	-3.0072
4917	-1.4545
4918	9.323e-002
4919	-0.16938
4920	0.3676
4921	-2.706
4922	-3.1306
4923	-0.63579
4924	-1.1533
4925	1.5268
4926	1.6587
4927	0.88688
4928	-2.6113
4929	-0.11651
4930	3.2532
4931	2.573
4932	3.5961
4933	-8.1813e-003
4934	-1.697
4935	2.6429
4936	5.5393
4937	6.3971
4938	4.4081
4939	0.8039
4940	3.455
4941	10.899
4942	7.8711
4943	2.2779
4944	18.734
4945	11.757
4946	12.896
4947	6.1639
4948	3.1628
4949	10.74
4950	-7.1323e-003
4951	-3.2235e-002
4952	-1.5006e-002
4953	0.27251
4954	-3.9741e-002
4955	-4.451e-002
4956	-4.5569e-002
4957	-7.6589e-002
4958	-5.0529e-002
4959	0.29221
4960	0.25135
4961	-1.0718e-002
4962	-4.2507e-002
4963	-4.7467e-002
4964	0.29527
4965	0.25441
4966	0.21168
4967	-1.4378e-002
4968	-1.6545e-002
4969	1.5026e-002
4970	-2.1505e-002
4971	-6.5611e-004
4972	0.23764
4973	-3.2573e-002
4974	-1.4597e-002
4975	-3.0278e-002
4976	-1.6783e-003
4977	-0.10048
4978	0.20802
4979	-8.7625e-002
4980	2.9867e-002
4981	-3.1689e-003
4982	2.123e-002
4983	2.985e-003
4984	9.7496e-003
4985	7.73e-003
4986	-8.9051e-002
4987	-7.6197e-002
4988	4.8864e-002
4989	7.2242e-002
4990	8.3819e-002
4991	5.8742e-002
4992	-3.8039e-002
4993	-2.5185e-002
4994	-0.30324
4995	4.7121e-002
4996	4.0227e-002
4997	-1.5826e-002
4998	1.9242e-002
4999	5.1804e-002
5000	1.407e-002
5001	-4.3654e-002
5002	-0.33526
5003	3.8431e-002
5004	1.4446e-002
5005	5.6318e-002
5006	4.4342e-002
5007	0.10983
5008	0.15985
5009	-1.3382e-002
5010	-0.30499
5011	-2.5634e-002
5012	-8.4051e-003
5013	-2.4516e-002
5014	1.7355e-002
5015	0.27911
5016	0.12089
5017	28.387
5018	33.134
5019	24.268
5020	19.725
5021	-9.4686e-002
5022	-7.7472e-003
5023	0.25401
5024	0.27939
5025	-0.2163
5026	-5.1696e-002
5027	0.36873
5028	0.23544
5029	7.8521e-002
5030	-0.36545
5031	-0.12937
5032	-0.2895
5033	0.29106
5034	8.5114e-004
5035	-0.50927
5036	-0.36097
5037	-0.4408
5038	0.4749
5039	0.21958
5040	-0.1878
5041	-0.5763
5042	-0.5729
5043	-0.51315
5044	0.40255
5045	-0.26015
5046	-0.50283
5047	-0.56757
5048	-0.54124
5049	0.40788
5050	-0.36793
5051	-0.42959
5052	-0.47311
5053	0.47601
5054	1.0548
5055	6.447e-002
5056	1.0971e-002
5057	-0.36282
5058	-0.19677
5059	1.1216
5060	0.13123
5061	0.61789
5062	0.37187
5063	0.11537
5064	1.4337
5065	2.0344
5066	0.44338
5067	0.99024
5068	1.4183
5069	0.66664
5070	0.8786
5071	2.3292
5072	1.285
5073	1.8946
5074	2.3778
5075	1.9741
5076	1.3842
5077	3.6262
5078	2.8348
5079	2.8711
5080	2.4002
5081	3.5722
5082	2.4279
5083	2.7894
5084	4.08
5085	3.3249
5086	5.3404
5087	4.3767
5088	3.5301
5089	4.8207
5090	5.8121
5091	4.0656
5092	11.385
5093	5.4042
5094	8.3409
5095	6.8397
5096	21.148
5097	13.357
5098	7.739
5099	11.856
5100	28.733
5101	12.832
5102	16.845
5103	7.112
5104	12.917
5105	11.775
5106	14.689
5107	12.066
5108	32.434
5109	22.895
5110	18.966
5111	20.738
5112	18.115
5113	29.851
5114	20.546
5115	22.331
5116	20.12
5117	16.618
5118	18.089
5119	18.39
5120	16.731
5121	15.767
5122	29.817
5123	22.096
5124	19.37
5125	17.135
5126	16.383
5127	18.694
5128	17.855
5129	16.496
5130	29.812
5131	21.584
5132	19.57
5133	17.335
5134	18.895
5135	16.697
5136	16.772
5137	28.32
5138	21.378
5139	17.871
5140	17.13
5141	17.809
5142	18.689
5143	19.023
5144	16.567
5145	27.171
5146	19.932
5147	16.586
5148	16.523
5149	14.907
5150	17.737
5151	15.281
5152	26.601
5153	20.069
5154	16.66
5155	16.753
5156	15.044
5157	17.029
5158	19.362
5159	18.104
5160	12.486
5161	16.603
5162	16.046
5163	14.337
5164	-2.316
5165	-8.4033
5166	-5.2112
5167	-2.0888
5168	-3.8926
5169	-0.49201
5170	-0.54387
5171	-0.70265
5172	-0.11264
5173	-0.36732
5174	-0.32996
5175	2.0722
5176	-3.3807
5177	1.9263
5178	1.4805
5179	2.9338
5180	1.13
5181	0.98583
5182	1.2919
5183	1.1081
5184	0.84605
5185	0.4956
5186	0.39743
5187	0.65617
5188	0.60287
5189	0.39408
5190	0.38269
5191	0.19802
5192	0.12612
5193	0.46644
5194	0.24368
5195	0.24627
5196	0.21841
5197	6.1592e-002
5198	-5.451e-002
5199	-1.5385e-002
5200	0.10879
5201	8.3519e-002
5202	-0.16011
5203	-6.1132e-002
5204	-0.1134
5205	0.13972
5206	3.7772e-002
5207	-1.8589e-002
5208	-0.24426
5209	-0.22288
5210	-0.17324
5211	7.987e-002
5212	-8.8878e-002
5213	-0.29688
5214	-0.24718
5215	-0.24217
5216	5.557e-002
5217	6.6234e-002
5218	-0.11318
5219	-0.15339
5220	-0.29398
5221	-0.29711
5222	-0.27049
5223	3.7913e-002
5224	-0.18171
5225	-0.23953
5226	-0.26588
5227	-0.2283
5228	6.9135e-002
5229	-0.10965
5230	-0.15049
5231	-0.1821
5232	-0.19746
5233	-0.20507
5234	0.1237
5235	9.2364e-002
5236	-8.6423e-002
5237	-0.12384
5238	-0.16327
5239	-0.14249
5240	0.15789
5241	-7.0995e-002
5242	-7.836e-002
5243	-0.11842
5244	0.18196
5245	0.14714
5246	6.6333e-003
5247	-2.8485e-002
5248	-4.9577e-002
5249	-3.7537e-002
5250	0.17593
5251	3.5417e-002
5252	-8.5811e-003
5253	-7.8214e-003
5254	-2.381e-002
5255	0.18965
5256	-2.2855e-002
5257	-1.6436e-003
5258	-7.0825e-003
5259	0.20221
5260	0.19583
5261	6.7033e-002
5262	-7.6463e-002
5263	-5.5168e-002
5264	-2.7535e-002
5265	0.18176
5266	4.6581e-002
5267	-0.15626
5268	-8.8323e-002
5269	-0.11133
5270	0.1486
5271	-8.0637e-003
5272	-0.30326
5273	-0.2267
5274	-0.15797
5275	7.6109e-002
5276	0.10196
5277	-5.4707e-002
5278	-0.45549
5279	-0.32706
5280	-2.4252e-002
5281	-0.24158
5282	0.21929
5283	0.12362
5284	0.27168
5285	2.1785e-002
5286	0.20134
5287	0.15387
5288	0.30192
5289	0.1564
5290	5.2029e-002
5291	0.29913
5292	0.16287
5293	0.14833
5294	0.13056
5295	0.10821
5296	0.10005
5297	0.25093
5298	0.11468
5299	8.0717e-002
5300	8.3518e-002
5301	7.7453e-002
5302	0.22834
5303	-2.0942e-002
5304	9.2086e-002
5305	5.8124e-002
5306	2.0297e-002
5307	5.3008e-002
5308	3.3143e-002
5309	2.9048e-002
5310	0.2039
5311	-4.5387e-002
5312	3.3679e-002
5313	-1.5676e-002
5314	-6.2638e-002
5315	-5.6331e-003
5316	-9.7284e-003
5317	-8.4164e-002
5318	-5.4453e-002
5319	-0.16864
5320	-4.9791e-002
5321	-9.8884e-002
5322	-5.6262e-002
5323	-5.3887e-002
5324	-0.1727
5325	-0.12832
5326	-0.15851
5327	-9.8611e-002
5328	-0.1293
5329	-0.30554
5330	-0.16073
5331	-0.19809
5332	-0.23455
5333	-0.11713
5334	-0.22035
5335	-0.12487
5336	-0.15501
5337	-0.19115
5338	-0.44398
5339	-0.27315
5340	-0.3096
5341	-0.49643
5342	-0.19219
5343	-0.23006
5344	-0.26621
5345	-0.66614
5346	-0.37893
5347	-0.33653
5348	-0.3308
5349	-0.55981
5350	-0.25557
5351	-0.29344
5352	-2.3046
5353	-0.49444
5354	-1.1053
5355	-2.06
5356	-1.652
5357	-1.5986
5358	-0.5168
5359	-1.5708
5360	-1.6286
5361	-1.718
5362	-2.0823
5363	-1.6744
5364	-0.66635
5365	-0.84246
5366	-0.98967
5367	-0.39667
5368	-0.63858
5369	-0.36274
5370	-0.78578
5371	-0.54208
5372	-0.2228
5373	-0.29694
5374	-0.23332
5375	-0.88857
5376	-0.71998
5377	-0.35967
5378	-0.47628
5379	-0.16357
5380	-9.7178e-002
5381	-0.12526
5382	-0.7805
5383	-0.25161
5384	-0.18811
5385	-0.14602
5386	-0.12156
5387	-0.82934
5388	-0.30045
5389	-0.15582
5390	-0.13
5391	-9.7262e-002
5392	-0.80504
5393	-0.62346
5394	-0.27338
5395	-0.27615
5396	-0.11552
5397	-0.12201
5398	-9.6827e-002
5399	-0.61547
5400	-0.20344
5401	-0.26539
5402	-0.13386
5403	-5.9015e-002
5404	-6.4516e-002
5405	-0.58316
5406	-0.17113
5407	-0.16208
5408	-0.10966
5409	-0.10649
5410	-0.63381
5411	-0.37665
5412	-0.22178
5413	-0.13788
5414	-9.7719e-002
5415	-8.4063e-002
5416	-0.35422
5417	-0.19935
5418	-0.12257
5419	-0.10359
5420	-9.5949e-002
5421	-7.2878e-002
5422	-7.5991e-002
5423	-0.35245
5424	-0.1208
5425	-7.1867e-002
5426	-4.7044e-002
5427	-4.0357e-002
5428	-4.347e-002
5429	-2.3053e-002
5430	-8.8282e-002
5431	-5.3132e-002
5432	-4.7841e-002
5433	-3.9161e-002
5434	-4.4267e-002
5435	-2.385e-002
5436	1.6725e-002
5437	-3.0296e-002
5438	-2.2843e-002
5439	-1.963e-002
5440	5.365e-002
5441	-2.4735e-002
5442	3.6257e-002
5443	-1.7418e-002
5444	-1.9539e-002
5445	-1.9637e-002
5446	5.6954e-002
5447	3.9561e-002
5448	-1.8454e-002
5449	-2.3894e-003
5450	-1.0064e-002
5451	6.6527e-002
5452	-2.5802e-003
5453	-1.2998e-002
5454	5.5918e-002
5455	4.4476e-003
5456	9.0329e-003
5457	4.105e-002
5458	1.3485e-002
5459	4.3585e-002
5460	3.0931e-002
5461	3.5516e-002
5462	6.0733e-002
5463	4.8078e-002
5464	-4.364e-002
5465	5.2664e-002
5466	0.70018
5467	0.68247
5468	0.1815
5469	0.70731
5470	0.13575
5471	-0.38649
5472	-0.41166
5473	-0.25795
5474	0.11415
5475	-0.45741
5476	-0.11188
5477	-7.0709e-002
5478	-1.3655
5479	-0.66526
5480	-0.75145
5481	-0.45163
5482	-0.37936
5483	-0.60538
5484	-0.56421
5485	-2.7999
5486	-1.1508
5487	-1.3733
5488	-1.1695
5489	-0.93717
5490	-1.2698
5491	-0.93985
5492	-1.0909
5493	-1.0498
5494	-3.6965
5495	-2.3222
5496	-1.7561
5497	-2.1183
5498	-2.2187
5499	-1.8887
5500	-5.8608
5501	-2.1644
5502	-1.7038
5503	-2.066
5504	-2.6923
5505	-2.1664
5506	-1.7629
5507	-1.8685
5508	-1.8364
5509	-7.705
5510	-4.3811
5511	-4.1871
5512	-4.9089
5513	-4.0852
5514	-8.4003
5515	-3.0933
5516	-3.8146
5517	-4.5364
5518	-3.7127
5519	-3.8896
5520	-4.0273
5521	-6.2758
5522	-4.161
5523	-5.6042
5524	-4.9573
5525	-5.0951
5526	-0.90842
5527	-0.74781
5528	-0.85308
5529	-0.9718
5530	-0.858
5531	-0.48958
5532	-0.71859
5533	-0.9373
5534	-0.53146
5535	-0.52266
5536	-0.79378
5537	-0.75167
5538	-0.59304
5539	-1.003
5540	-0.57769
5541	-0.84001
5542	-0.95256
5543	-1.0582
5544	-0.59715
5545	-0.679
5546	-0.97202
5547	-1.1132
5548	-0.71474
5549	-1.0241
5550	-1.0078
5551	-0.78756
5552	-1.1559
5553	-0.71592
5554	-0.73397
5555	-1.0434
5556	-0.80679
5557	-1.2008
5558	-0.73946
5559	-1.0669
5560	-1.2582
5561	-0.76076
5562	-1.0029
5563	-1.0669
5564	-1.0882
5565	-0.87231
5566	-1.3123
5567	-1.0391
5568	-1.103
5569	-1.2196
5570	-1.0509
5571	-1.3397
5572	-1.057
5573	-1.1119
5574	-1.2375
5575	-1.0689
5576	-1.3343
5577	-1.1213
5578	-1.2285
5579	-1.247
5580	-1.3319
5581	-1.0632
5582	-0.97374
5583	-1.1065
5584	-1.2137
5585	-0.97446
5586	-1.3542
5587	-1.0756
5588	-1.2261
5589	-1.3785
5590	-1.1378
5591	-1.0855
5592	-1.1968
5593	-1.2359
5594	-1.4073
5595	-1.1523
5596	-1.2792
5597	-1.2112
5598	-1.3092
5599	-1.4088
5600	-1.2936
5601	-1.3237
5602	-1.3937
5603	-1.1775
5604	-1.2806
5605	-1.2642
5606	-1.3107
5607	-1.0704
5608	-1.391
5609	-1.1754
5610	-1.2621
5611	-1.3912
5612	-1.2047
5613	-1.1749
5614	-1.2616
5615	-1.1062
5616	-1.3922
5617	-1.2054
5618	-1.1946
5619	-1.2623
5620	-1.1069
5621	-1.3869
5622	-1.2058
5623	-1.2277
5624	-1.195
5625	-1.2832
5626	-1.3806
5627	-1.222
5628	-1.2775
5629	-1.3708
5630	-1.2428
5631	-1.2215
5632	-1.1965
5633	-1.277
5634	-1.3575
5635	-1.2335
5636	-1.1873
5637	-1.3402
5638	-1.2295
5639	-1.2324
5640	-1.143
5641	-1.1833
5642	-1.3193
5643	-1.219
5644	-1.1296
5645	-1.2935
5646	-1.2332
5647	-1.2115
5648	-1.1221
5649	-1.1798
5650	-1.2615
5651	-1.2149
5652	-1.1615
5653	-1.2239
5654	-1.2013
5655	-1.1909
5656	-1.1138
5657	-1.1478
5658	-1.0357
5659	-1.1772
5660	-1.167
5661	-1.0899
5662	-1.1248
5663	-1.1412
5664	-1.1442
5665	-0.95826
5666	-0.94228
5667	-1.067
5668	-1.0076
5669	-1.066
5670	-1.1117
5671	-0.92869
5672	-0.97806
5673	-0.99657
5674	-0.99818
5675	-1.0825
5676	-1.0671
5677	-0.89949
5678	-0.84987
5679	-0.96737
5680	-0.7989
5681	-1.0229
5682	-1.0285
5683	-0.8112
5684	-0.87821
5685	-0.92871
5686	0.26672
5687	0.41052
5688	0.30554
5689	0.73602
5690	0.42117
5691	0.4626
5692	0.12784
5693	0.32293
5694	0.21796
5695	0.12591
5696	0.22266
5697	0.33359
5698	0.37501
5699	4.7091e-002
5700	7.4609e-002
5701	3.0404e-002
5702	0.17136
5703	7.7199e-002
5704	0.28229
5705	0.19123
5706	0.32372
5707	-3.0799e-002
5708	-3.0244e-002
5709	9.5733e-004
5710	4.7752e-002
5711	0.16178
5712	-3.2395e-002
5713	6.0649e-002
5714	-0.12117
5715	-7.8687e-002
5716	-0.11769
5717	-0.12377
5718	-6.9133e-004
5719	-8.0838e-002
5720	1.2206e-002
5721	-0.21354
5722	-0.15962
5723	-0.19118
5724	-0.16571
5725	-0.12277
5726	-0.32525
5727	-0.31087
5728	-0.24161
5729	-0.21614
5730	-0.35281
5731	-0.3619
5732	-0.1732
5733	-0.30063
5734	-0.45035
5735	-0.37215
5736	-0.42638
5737	-0.41409
5738	-0.42318
5739	-0.36191
5740	-0.48321
5741	-0.57622
5742	-0.56498
5743	-0.49019
5744	-0.47791
5745	-0.58853
5746	-0.487
5747	-0.62121
5748	-0.65554
5749	-0.54702
5750	-0.74355
5751	-0.62704
5752	-0.86227
5753	-0.65059
5754	-0.7176
5755	0.45946
5756	0.19258
5757	0.10442
5758	0.35152
5759	0.21526
5760	0.57549
5761	0.29774
5762	0.58672
5763	0.45667
5764	0.65256
5765	0.30861
5766	0.39699
5767	0.59759
5768	0.732
5769	0.46319
5770	0.6638
5771	0.74508
5772	0.80162
5773	0.57396
5774	0.47642
5775	0.7583
5776	0.86504
5777	0.63036
5778	0.8147
5779	0.78674
5780	0.75899
5781	0.89895
5782	0.63738
5783	0.71788
5784	0.79376
5785	0.76601
5786	0.93571
5787	0.74477
5788	0.82065
5789	0.86723
5790	0.81023
5791	0.7929
5792	0.95097
5793	0.83193
5794	0.75464
5795	0.87149
5796	0.8771
5797	0.82011
5798	0.82513
5799	0.95841
5800	0.83732
5801	0.87687
5802	0.83052
5803	0.9627
5804	0.83936
5805	0.88072
5806	0.86743
5807	0.87892
5808	0.83257
5809	0.96572
5810	0.88296
5811	0.86967
5812	0.83116
5813	0.83481
5814	0.96604
5815	0.91513
5816	0.88374
5817	0.87046
5818	0.86756
5819	0.83194
5820	0.96441
5821	0.91467
5822	0.8671
5823	0.96676
5824	0.9135
5825	0.91903
5826	0.8578
5827	0.86593
5828	0.8818
5829	0.9699
5830	0.92255
5831	0.86132
5832	0.88532
5833	0.87998
5834	0.96409
5835	0.94211
5836	0.92217
5837	0.84504
5838	0.86095
5839	0.87961
5840	0.95806
5841	0.93667
5842	0.94186
5843	0.8396
5844	0.79647
5845	0.87417
5846	0.94858
5847	0.94127
5848	0.83901
5849	0.82712
5850	0.79588
5851	0.93724
5852	0.94502
5853	0.93238
5854	0.81822
5855	0.9337
5856	0.94257
5857	0.94544
5858	0.81332
5859	0.81578
5860	0.81932
5861	0.92891
5862	0.94434
5863	0.81222
5864	0.81823
5865	0.9157
5866	0.94903
5867	0.94065
5868	0.7879
5869	0.80854
5870	0.77977
5871	0.81454
5872	0.90027
5873	0.9395
5874	0.94656
5875	0.77837
5876	0.77024
5877	0.88438
5878	0.94066
5879	0.77248
5880	0.75537
5881	0.76435
5882	0.86519
5883	0.94351
5884	0.93067
5885	0.74538
5886	0.84094
5887	0.9343
5888	0.72235
5889	0.73617
5890	0.75799
5891	0.81102
5892	0.91926
5893	0.92495
5894	0.70731
5895	0.74295
5896	0.78277
5897	0.91007
5898	0.69243
5899	0.65766
5900	0.72807
5901	0.73827
5902	0.88905
5903	0.89671
5904	0.6443
5905	0.71471
5906	0.68151
5907	0.85791
5908	0.53088
5909	0.51362
5910	0.61316
5911	0.64796
5912	0.61613
5913	0.83229
5914	0.87218
5915	0.50527
5916	0.62235
5917	0.52154
5918	0.84705
5919	0.83241
5920	0.4655
5921	0.42127
5922	0.58258
5923	0.57362
5924	0.79223
5925	0.36646
5926	0.51881
5927	-0.57304
5928	-0.76319
5929	-0.48356
5930	-0.55651
5931	-0.90344
5932	-0.73232
5933	-0.96755
5934	-1.0277
5935	-0.78693
5936	-0.88344
5937	-1.0222
5938	-1.0221
5939	-0.84316
5940	-1.1502
5941	-0.95313
5942	-1.0163
5943	-1.0918
5944	-1.2313
5945	-1.0691
5946	-1.0741
5947	-1.201
5948	-1.1445
5949	-1.0837
5950	-1.2726
5951	-1.1781
5952	-1.1025
5953	-1.2294
5954	-1.1121
5955	-1.2824
5956	-1.191
5957	-1.1388
5958	-1.2423
5959	-1.1142
5960	-1.0999
5961	-1.2599
5962	-1.1803
5963	-1.1357
5964	-1.2392
5965	-1.2339
5966	-1.1111
5967	-1.1987
5968	-1.161
5969	-1.0966
5970	-1.2145
5971	-1.1029
5972	-1.0503
5973	-1.0548
5974	-1.1466
5975	-1.1727
5976	-1.0258
5977	-0.98471
5978	-0.99627
5979	-0.92679
5980	-1.0926
5981	-0.97176
5982	-0.95999
5983	-0.85919
5984	-0.82391
5985	-0.86263
5986	-1.0285
5987	-1.0344
5988	-0.89582
5989	-0.72162
5990	-0.76254
5991	-0.70174
5992	-0.97304
5993	-0.74885
5994	-0.57692
5995	-0.56432
5996	-0.62554
5997	-0.88994
5998	-0.89684
5999	-0.67265
6000	-0.44171
6001	-0.49582
6002	-0.44915
6003	-0.82144
6004	-0.70126
6005	-0.60415
6006	-0.32411
6007	-0.32864
6008	-0.38245
6009	-0.63456
6010	-0.53745
6011	-0.52496
6012	-0.23613
6013	-0.27774
6014	-0.27031
6015	-0.61372
6016	-0.58365
6017	-0.40099
6018	-0.17949
6019	-0.19429
6020	-0.23324
6021	-0.57665
6022	-0.36392
6023	-0.16232
6024	-0.17472
6025	-0.18124
6026	-0.55708
6027	-0.57862
6028	-0.3813
6029	-0.46155
6030	-0.34458
6031	-0.22674
6032	-0.18364
6033	-0.58103
6034	-0.46395
6035	-0.71458
6036	-0.40659
6037	-0.76088
6038	-0.5079
6039	-0.64381
6040	-1.0267
6041	-0.80879
6042	-0.64697
6043	-0.15022
6044	-1.312
6045	-1.0895
6046	-0.92764
6047	-1.011
6048	-0.43089
6049	-1.0024
6050	-0.69497
6051	-1.0055
6052	-1.3141
6053	-1.0157
6054	-1.1654
6055	-1.007
6056	-0.69964
6057	-1.0102
6058	-0.98883
6059	-1.2902
6060	-1.1627
6061	-1.0044
6062	-0.9862
6063	-1.2635
6064	-1.1415
6065	-1.2318
6066	-0.99041
6067	-0.98314
6068	-1.0844
6069	-0.8348
6070	-0.96493
6071	-1.234
6072	-1.2264
6073	-0.98503
6074	-0.82941
6075	-1.1339
6076	-1.2022
6077	-1.0074
6078	-1.0181
6079	-0.96085
6080	-0.92263
6081	-1.0311
6082	-0.80524
6083	-0.99887
6084	-0.93156
6085	-0.85967
6086	-0.84676
6087	-0.95519
6088	-0.92222
6089	-0.80049
6090	-0.78759
6091	-0.7176
6092	-0.7671
6093	-0.89602
6094	-0.6251
6095	-0.59674
6096	-0.78301
6097	-0.69805
6098	-0.70011
6099	-0.74961
6100	-0.83396
6101	0.23759
6102	0.1606
6103	0.16473
6104	0.50576
6105	0.68726
6106	0.37241
6107	0.18447
6108	0.14141
6109	0.48657
6110	0.11947
6111	0.10749
6112	5.9055e-002
6113	0.45265
6114	5.638e-002
6115	2.7974e-002
6116	-2.6113e-002
6117	0.42157
6118	0.21108
6119	8.8093e-002
6120	1.6929e-002
6121	-3.8929e-002
6122	-5.8119e-002
6123	0.17907
6124	5.6086e-002
6125	-3.7888e-002
6126	-4.6374e-002
6127	-0.10367
6128	0.17162
6129	-6.7456e-003
6130	-7.4873e-002
6131	-0.13479
6132	-0.15105
6133	0.12425
6134	0.13542
6135	-4.0667e-002
6136	-5.4117e-002
6137	-9.4337e-002
6138	-0.1244
6139	-0.16311
6140	0.14581
6141	-3.0281e-002
6142	-0.11631
6143	-0.17574
6144	-0.19296
6145	0.13415
6146	0.11596
6147	-6.0131e-002
6148	-7.7853e-002
6149	-0.11231
