Node Number	Shear Stress (MPa)
5334	9.1169e-002
5335	0.13337
5336	0.18198
5337	0.19738
5338	0.21806
5339	0.16757
5340	0.30132
5341	0.26901
5342	0.19675
5343	0.19185
5344	0.20725
5345	0.12686
5346	0.13536
5347	0.13945
5348	9.8763e-002
5349	0.2409
5350	0.16864
5351	0.16374
5352	1.2716
5353	1.9369
5354	0.80411
5355	0.89498
5356	1.3548
5357	0.58192
5358	1.5281
5359	1.4488
5360	1.9098
5361	0.40033
5362	0.48615
5363	0.94598
5364	0.29117
5365	1.1679
5366	0.11946
5367	0.28324
5368	1.1581
5369	0.88625
5370	0.10958
5371	0.48086
5372	0.25095
5373	0.8882
5374	1.0413
5375	0.1153
5376	0.11153
5377	0.48259
5378	0.48282
5379	0.21307
5380	0.67001
5381	1.007
5382	8.1046e-002
5383	0.44835
5384	0.21392
5385	0.66638
5386	0.81128
5387	7.7416e-002
5388	0.44471
5389	0.21446
5390	0.50903
5391	0.81576
5392	8.1902e-002
5393	9.8011e-002
5394	0.31642
5395	0.4492
5396	0.16708
5397	0.50508
5398	0.62335
5399	9.4059e-002
5400	0.25009
5401	0.31246
5402	0.11448
5403	0.3296
5404	0.57993
5405	5.0632e-002
5406	0.20666
5407	0.11143
5408	0.32043
5409	0.39318
5410	4.1464e-002
5411	5.3183e-002
5412	0.19749
5413	0.10392
5414	0.2047
5415	0.39929
5416	5.93e-002
5417	0.20361
5418	7.5957e-002
5419	8.66e-002
5420	0.19107
5421	0.22053
5422	2.6063e-002
5423	4.567e-002
5424	6.2328e-002
5425	8.0919e-002
5426	0.1018
5427	0.21684
5428	2.2373e-002
5429	-3.3454e-002
5430	5.8638e-002
5431	6.3771e-002
5432	9.981e-002
5433	8.3966e-002
5434	2.0382e-002
5435	-3.5445e-002
5436	-7.349e-002
5437	4.6727e-002
5438	3.1729e-002
5439	6.881e-002
5440	7.7266e-003
5441	5.2259e-003
5442	-8.8647e-002
5443	3.3613e-002
5444	2.9841e-002
5445	-2.5487e-003
5446	5.8389e-003
5447	-9.0535e-002
5448	3.2299e-002
5449	6.1772e-003
5450	-1.3776e-002
5451	-5.3879e-003
5452	4.3043e-002
5453	1.609e-002
5454	4.5248e-003
5455	9.9385e-003
5456	-5.4405e-002
5457	5.9591e-002
5458	1.6922e-002
5459	7.0458e-002
5460	1.077e-002
5461	-5.3573e-002
5462	8.6174e-002
5463	2.6487e-002
5464	1.9651e-002
5465	-3.7856e-002
5466	2.347
5467	1.0606
5468	2.5751
5469	1.115
5470	1.6113
5471	2.4586
5472	2.7288
5473	2.7205
5474	1.2686
5475	1.7649
5476	1.8171
5477	1.4717
5478	2.5409
5479	2.6674
5480	2.6784
5481	1.2259
5482	1.2266
5483	1.775
5484	1.4296
5485	3.0611
5486	2.7918
5487	3.2925
5488	1.3821
5489	1.3502
5490	1.9991
5491	1.6175
5492	1.8993
5493	1.5539
5494	3.0098
5495	3.6884
5496	3.2085
5497	1.778
5498	2.395
5499	2.0133
5500	3.1125
5501	2.7578
5502	2.7614
5503	1.3309
5504	1.2886
5505	1.9479
5506	1.1313
5507	1.476
5508	1.5662
5509	3.1599
5510	3.3076
5511	3.4622
5512	1.8384
5513	2.0258
5514	2.1339
5515	2.8929
5516	2.9598
5517	1.3361
5518	1.5234
5519	2.0034
5520	1.2111
5521	0.61514
5522	2.3693
5523	0.81243
5524	1.4798
5525	0.68743
5526	-2.2635e-002
5527	6.7359e-003
5528	-1.2781e-002
5529	2.5386e-003
5530	6.4962e-002
5531	3.5671e-002
5532	0.1778
5533	7.0688e-002
5534	4.3306e-002
5535	3.6869e-002
5536	0.20584
5537	0.179
5538	0.11319
5539	5.8749e-002
5540	4.7833e-002
5541	0.21037
5542	0.16545
5543	4.6928e-002
5544	3.1367e-002
5545	2.4144e-002
5546	0.14898
5547	4.5567e-002
5548	2.8789e-002
5549	0.16047
5550	0.15363
5551	0.1082
5552	3.7063e-002
5553	2.2997e-002
5554	2.2782e-002
5555	0.15446
5556	0.1022
5557	4.0308e-002
5558	2.05e-002
5559	0.15196
5560	5.0624e-002
5561	2.6242e-002
5562	2.4287e-002
5563	0.16859
5564	0.1577
5565	9.108e-002
5566	4.0461e-002
5567	2.886e-002
5568	0.17316
5569	0.12755
5570	9.297e-002
5571	3.6403e-002
5572	1.4124e-002
5573	1.0839e-002
5574	0.11281
5575	7.8234e-002
5576	4.2184e-002
5577	2.1518e-002
5578	0.12719
5579	0.12349
5580	3.5799e-002
5581	2.2159e-002
5582	3.183e-002
5583	1.662e-002
5584	0.12229
5585	7.3749e-002
5586	3.7295e-002
5587	2.0672e-002
5588	0.1208
5589	3.8053e-002
5590	2.2276e-002
5591	2.3655e-002
5592	0.12342
5593	0.12378
5594	3.189e-002
5595	2.0051e-002
5596	2.067e-002
5597	0.1212
5598	8.6922e-002
5599	2.982e-002
5600	1.6732e-002
5601	8.2984e-002
5602	2.8252e-002
5603	1.5906e-002
5604	1.86e-002
5605	9.2391e-002
5606	8.4852e-002
5607	6.4792e-002
5608	2.2903e-002
5609	1.247e-002
5610	8.8955e-002
5611	2.5279e-002
5612	1.2237e-002
5613	1.0557e-002
5614	8.7042e-002
5615	5.5019e-002
5616	2.5611e-002
5617	1.6526e-002
5618	9.7908e-002
5619	9.1331e-002
5620	5.9308e-002
5621	1.7177e-002
5622	1.2569e-002
5623	1.4996e-002
5624	9.3951e-002
5625	6.152e-002
5626	1.2211e-002
5627	1.0519e-002
5628	5.7043e-002
5629	1.2543e-002
5630	1.081e-002
5631	1.003e-002
5632	6.7791e-002
5633	5.6555e-002
5634	1.0231e-002
5635	1.163e-002
5636	6.8612e-002
5637	5.7201e-003
5638	8.498e-003
5639	1.4373e-002
5640	5.7971e-002
5641	6.5479e-002
5642	6.769e-004
5643	1.2994e-002
5644	5.6593e-002
5645	-3.797e-003
5646	9.0105e-003
5647	9.3298e-003
5648	5.2928e-002
5649	2.4207e-002
5650	-9.5976e-003
5651	8.2009e-003
5652	2.3397e-002
5653	-1.1728e-002
5654	3.2098e-003
5655	4.2186e-003
5656	1.4181e-002
5657	1.8406e-002
5658	6.1974e-002
5659	-1.4981e-002
5660	7.0789e-003
5661	1.7041e-002
5662	-2.222e-002
5663	-2.5004e-003
5664	9.6637e-004
5665	1.0844e-002
5666	3.1919e-002
5667	1.0928e-002
5668	5.0159e-002
5669	-2.3749e-002
5670	-3.627e-003
5671	9.7175e-003
5672	4.9032e-002
5673	2.8318e-002
5674	-2.6941e-002
5675	-4.0295e-003
5676	1.032e-002
5677	9.315e-003
5678	4.8427e-003
5679	2.7915e-002
5680	-3.6093e-004
5681	-4.5582e-003
5682	7.5304e-003
5683	2.0527e-003
5684	3.9378e-002
5685	2.5125e-002
5686	2.361e-002
5687	-2.0179e-003
5688	6.7751e-003
5689	-3.5366e-003
5690	1.9617e-002
5691	1.1219e-002
5692	7.2528e-002
5693	1.6698e-002
5694	2.5491e-002
5695	8.1008e-002
5696	3.7765e-002
5697	3.8333e-002
5698	2.9935e-002
5699	0.12777
5700	0.11121
5701	0.14475
5702	6.7967e-002
5703	0.10271
5704	6.8535e-002
5705	7.3147e-002
5706	6.0137e-002
5707	0.16214
5708	0.19988
5709	0.16979
5710	0.12775
5711	9.8185e-002
5712	0.13997
5713	0.13798
5714	0.17932
5715	0.20921
5716	0.20218
5717	0.15539
5718	0.13708
5719	0.1493
5720	0.14732
5721	0.17686
5722	0.21002
5723	0.23034
5724	0.16323
5725	0.15714
5726	0.1506
5727	0.19884
5728	0.22003
5729	0.15292
5730	0.13649
5731	0.19176
5732	0.14684
5733	0.17777
5734	0.10897
5735	0.18289
5736	0.14378
5737	0.12054
5738	0.17581
5739	0.16182
5740	0.13815
5741	5.6153e-002
5742	8.3792e-002
5743	0.11811
5744	9.4864e-002
5745	5.8566e-002
5746	0.15013
5747	0.13025
5748	9.5891e-002
5749	0.11248
5750	9.4923e-003
5751	5.6648e-002
5752	2.4812e-002
5753	3.1423e-002
5754	6.8748e-002
5755	0.16414
5756	6.5844e-002
5757	6.3547e-002
5758	0.19067
5759	-2.784e-002
5760	0.13809
5761	6.6887e-002
5762	0.20522
5763	0.19172
5764	0.1129
5765	3.979e-002
5766	2.3501e-002
5767	0.17812
5768	9.6606e-002
5769	2.5413e-002
5770	0.18004
5771	0.17903
5772	8.1026e-002
5773	2.9717e-002
5774	7.203e-003
5775	0.16082
5776	7.4804e-002
5777	3.2347e-002
5778	0.16345
5779	0.17177
5780	5.4415e-002
5781	6.6618e-002
5782	2.3495e-002
5783	2.5664e-002
5784	0.16292
5785	4.5563e-002
5786	6.1708e-002
5787	2.6331e-002
5788	0.16359
5789	0.1491
5790	5.0937e-002
5791	4.6229e-002
5792	5.1481e-002
5793	3.1572e-002
5794	2.0754e-002
5795	0.13403
5796	0.14352
5797	4.536e-002
5798	3.8546e-002
5799	4.7608e-002
5800	2.6921e-002
5801	0.12938
5802	3.3896e-002
5803	5.0315e-002
5804	2.7698e-002
5805	2.4225e-002
5806	0.11969
5807	0.13015
5808	3.4673e-002
5809	4.936e-002
5810	2.6156e-002
5811	0.12162
5812	3.8496e-002
5813	3.6604e-002
5814	3.996e-002
5815	2.314e-002
5816	2.327e-002
5817	0.11873
5818	0.10054
5819	3.5611e-002
5820	3.3848e-002
5821	1.6625e-002
5822	9.4029e-002
5823	3.0858e-002
5824	1.7029e-002
5825	1.3715e-002
5826	8.8178e-002
5827	9.4433e-002
5828	2.9483e-002
5829	2.728e-002
5830	1.032e-002
5831	8.4784e-002
5832	2.6089e-002
5833	3.3142e-002
5834	2.8362e-002
5835	1.3956e-002
5836	1.0137e-002
5837	7.6685e-002
5838	8.4601e-002
5839	3.2959e-002
5840	3.1447e-002
5841	1.5221e-002
5842	8.4154e-003
5843	7.795e-002
5844	3.2129e-002
5845	3.4224e-002
5846	2.5611e-002
5847	1.0235e-002
5848	7.977e-002
5849	6.472e-002
5850	3.3949e-002
5851	1.8661e-002
5852	6.6429e-003
5853	2.5796e-003
5854	5.7064e-002
5855	1.6849e-002
5856	7.3482e-003
5857	7.6164e-003
5858	5.2324e-002
5859	5.7769e-002
5860	2.8527e-002
5861	1.5526e-002
5862	5.0992e-003
5863	4.9806e-002
5864	2.601e-002
5865	1.347e-002
5866	4.9187e-003
5867	6.2932e-003
5868	4.5053e-002
5869	5.1e-002
5870	2.5531e-002
5871	2.7204e-002
5872	1.0725e-002
5873	1.669e-003
5874	2.4303e-003
5875	4.1803e-002
5876	2.2282e-002
5877	6.9992e-003
5878	2.9346e-003
5879	4.2307e-002
5880	2.8247e-002
5881	2.2786e-002
5882	4.2645e-003
5883	-4.421e-003
5884	-1.295e-003
5885	2.4018e-002
5886	2.901e-003
5887	-2.926e-003
5888	1.9708e-002
5889	2.5513e-002
5890	1.3995e-002
5891	-6.1743e-004
5892	-5.7846e-003
5893	-2.3546e-003
5894	1.6849e-002
5895	1.1137e-002
5896	-5.3089e-003
5897	-3.0145e-003
5898	1.619e-002
5899	9.2865e-003
5900	1.0477e-002
5901	-8.15e-003
5902	-1.4182e-002
5903	-7.0461e-003
5904	5.2549e-003
5905	6.4453e-003
5906	-8.3023e-003
5907	-1.2991e-002
5908	1.4576e-002
5909	1.9529e-002
5910	6.4454e-003
5911	7.2162e-003
5912	-8.4943e-003
5913	-1.4334e-002
5914	-9.5459e-003
5915	1.3234e-002
5916	5.8734e-003
5917	-8.1364e-003
5918	-9.6551e-003
5919	-8.3951e-003
5920	1.4384e-002
5921	1.293e-002
5922	7.0242e-003
5923	5.1002e-003
5924	-1.0448e-002
5925	1.2137e-002
5926	4.3072e-003
5927	-1.3555e-002
5928	4.7769e-002
5929	-9.3167e-002
5930	-2.2729e-002
5931	-7.2855e-003
5932	3.7131e-002
5933	5.2949e-003
5934	2.607e-003
5935	3.9871e-002
5936	5.6862e-002
5937	8.0345e-003
5938	1.5502e-003
5939	8.6328e-002
5940	1.035e-002
5941	6.4015e-002
5942	9.4053e-002
5943	8.7031e-003
5944	1.865e-002
5945	9.4643e-002
5946	0.15859
5947	1.1394e-002
5948	9.2927e-003
5949	0.10523
5950	3.7841e-002
5951	0.14589
5952	0.1663
5953	1.9104e-002
5954	0.11294
5955	5.1287e-002
5956	0.15737
5957	0.25049
5958	3.0585e-002
5959	0.20525
5960	0.19391
5961	5.1949e-002
5962	0.20927
5963	0.25245
5964	3.255e-002
5965	1.5706e-002
5966	0.20721
5967	6.1568e-002
5968	0.20797
5969	0.30609
5970	1.4403e-002
5971	7.4542e-002
5972	0.24462
5973	0.31702
5974	3.2405e-002
5975	2.5325e-002
5976	0.26199
5977	6.7812e-002
5978	0.24667
5979	0.37423
5980	3.4458e-002
5981	0.26405
5982	0.25018
5983	5.8381e-002
5984	0.24832
5985	0.36544
5986	2.5675e-002
5987	3.3578e-002
5988	0.2414
5989	5.4474e-002
5990	0.24767
5991	0.37777
5992	3.2929e-002
5993	0.23975
5994	5.0703e-002
5995	0.25168
5996	0.37451
5997	2.2662e-002
5998	2.9672e-002
5999	0.23649
6000	5.7931e-002
6001	0.25117
6002	0.36517
6003	2.2148e-002
6004	2.3256e-002
6005	0.23597
6006	5.4313e-002
6007	0.22671
6008	0.37291
6009	3.0998e-002
6010	0.24372
6011	0.26766
6012	4.0228e-002
6013	0.21535
6014	0.32371
6015	2.3419e-002
6016	1.9638e-002
6017	0.21652
6018	3.9832e-002
6019	0.20343
6020	0.32098
6021	2.0696e-002
6022	0.2138
6023	3.1104e-002
6024	0.20576
6025	0.24266
6026	2.3023e-002
6027	3.3622e-002
6028	0.29352
6029	0.21019
6030	3.5034e-002
6031	0.19171
6032	0.23161
6033	2.2567e-002
6034	0.19913
6035	0.11134
6036	0.20669
6037	3.7552e-002
6038	4.0845e-002
6039	0.21412
6040	0.31784
6041	9.6188e-002
6042	0.18824
6043	5.3359e-002
6044	0.63409
6045	0.29645
6046	0.3885
6047	0.51915
6048	0.25362
6049	0.60559
6050	0.3244
6051	0.34984
6052	0.78588
6053	0.63514
6054	0.79425
6055	0.72158
6056	0.44039
6057	0.46582
6058	0.53945
6059	0.81287
6060	0.83005
6061	0.75738
6062	0.57525
6063	0.78309
6064	0.82124
6065	0.81903
6066	0.73661
6067	0.74857
6068	0.57759
6069	0.55637
6070	0.56644
6071	0.71202
6072	0.79805
6073	0.71563
6074	0.53539
6075	0.59319
6076	0.74796
6077	0.68186
6078	0.78489
6079	0.66554
6080	0.61069
6081	0.6842
6082	0.4853
6083	0.43984
6084	0.61312
6085	0.52525
6086	0.54195
6087	0.61546
6088	0.26395
6089	0.44064
6090	0.45734
6091	0.32969
6092	0.45622
6093	0.53085
6094	3.173e-002
6095	0.26801
6096	0.34936
6097	0.10217
6098	0.23842
6099	0.36494
6100	0.27544
6101	1.0914e-002
6102	7.166e-002
6103	6.4173e-002
6104	-8.6976e-003
6105	-1.6551e-003
6106	2.1498e-002
6107	1.9522e-002
6108	7.3917e-002
6109	-6.4398e-003
6110	3.8576e-002
6111	8.0268e-002
6112	0.13164
6113	-8.9635e-005
6114	6.6482e-002
6115	0.14434
6116	0.2409
6117	1.2614e-002
6118	1.7308e-002
6119	0.15738
6120	7.6474e-002
6121	0.21528
6122	0.25611
6123	3.251e-002
6124	0.17259
6125	7.7455e-002
6126	0.21006
6127	0.34236
6128	2.7299e-002
6129	0.20228
6130	8.8882e-002
6131	0.29374
6132	0.34855
6133	3.3491e-002
6134	3.0447e-002
6135	0.19865
6136	0.20847
6137	0.10753
6138	0.29897
6139	0.4385
6140	3.5683e-002
6141	0.20388
6142	0.12312
6143	0.36035
6144	0.45191
6145	4.6646e-002
6146	4.9097e-002
6147	0.2173
6148	0.25077
6149	0.13639
6150	0.36253
6151	0.53349
6152	4.8824e-002
6153	0.25294
6154	0.14762
6155	0.39596
6156	0.54458
6157	5.9916e-002
6158	0.28733
6159	0.26404
6160	0.1387
6161	0.3961
6162	0.57128
6163	6.0053e-002
6164	9.7935e-002
6165	0.27082
6166	0.28746
6167	0.13487
6168	0.38491
6169	0.56222
6170	8.8878e-002
6171	0.26176
6172	0.1318
6173	0.39013
6174	0.55646
6175	6.3303e-002
6176	9.4099e-002
6177	0.26698
6178	0.28624
6179	0.11834
6180	0.3436
6181	0.54817
6182	5.5017e-002
6183	0.27795
6184	0.10754
6185	0.33842
6186	0.47989
6187	4.984e-002
6188	0.20539
6189	8.0091e-002
6190	0.30486
6191	0.47427
6192	1.9064e-002
6193	4.422e-002
6194	0.19977
6195	8.7241e-002
6196	0.28303
6197	-2.7667e-003
6198	9.5508e-002
6199	0.31201
6200	0.31821
6201	2.6214e-002
6202	0.14889
6203	0.2975
6204	5.5006e-003
6205	3.1966e-002
6206	0.12818
6207	-0.23819
6208	-0.61053
6209	-0.13336
6210	-9.2227e-002
6211	-8.7311e-002
6212	-0.43915
6213	-8.0799e-002
6214	-5.0768e-002
6215	-3.8767e-002
6216	9.7479e-002
6217	0.22401
6218	-5.704e-002
6219	-2.2361e-002
6220	0.1556
6221	0.12589
6222	0.11459
6223	-5.235e-002
6224	2.0175e-002
6225	1.3776e-002
6226	-2.7008e-002
6227	0.15095
6228	6.2856e-002
6229	0.10994
6230	-5.2408e-002
6231	2.9513e-002
6232	7.2193e-002
6233	-4.979e-002
6234	2.0116e-002
6235	2.6114e-003
6236	5.7133e-002
6237	6.2797e-002
6238	-5.0969e-002
6239	1.4626e-002
6240	6.9147e-002
6241	-8.5324e-002
6242	2.0578e-002
6243	1.4319e-003
6244	5.5953e-002
6245	-0.11234
6246	-5.8292e-004
6247	5.9989e-002
6248	3.4792e-002
6249	-9.6175e-002
6250	-9.148e-003
6251	-6.4375e-003
6252	5.4135e-002
6253	-0.10419
6254	-0.13455
6255	1.2871e-002
6256	-8.2171e-002
6257	-0.15161
6258	-3.0853e-002
6259	-4.7523e-002
6260	-0.16164
6261	-0.14256
6262	0.30976
6263	-0.13121
6264	1.2478e-002
6265	-0.11831
6266	-0.18458
6267	1.2164e-002
6268	-1.0451e-002
6269	-0.14124
6270	-0.20727
6271	-1.8271e-002
6272	-0.17847
6273	-0.17168
6274	-0.17287
6275	-8.042e-003
6276	-1.0535e-002
6277	-0.17073
6278	-0.30429
6279	-0.2137
6280	1.8627e-002
6281	-0.27762
6282	-0.23622
6283	-4.8869e-002
6284	-4.0576e-002
6285	-0.41362
6286	-0.34512
6287	0.20104
6288	-0.269
6289	4.3947e-003
6290	-0.36865
6291	-0.36731
6292	-4.4161e-002
6293	-7.3358e-002
6294	-0.4464
6295	6.5082e-002
6296	-0.3412
6297	-6.4713e-002
6298	-0.46074
6299	-0.46696
6300	4.453e-002
6301	-0.24496
6302	-1.8053e-002
6303	-3.1467e-002
6304	-0.41408
6305	-0.48715
6306	-0.28034
6307	1.8113e-002
6308	-0.43757
6309	-0.33737
6310	-8.6224e-002
6311	-6.6853e-002
6312	-0.65422
6313	-0.52253
6314	-5.7721e-002
6315	-0.35118
6316	-5.8286e-002
6317	-0.62628
6318	-0.369
6319	-0.10003
6320	-0.12041
6321	-0.76579
6322	-0.66803
6323	-0.34561
6324	-9.6481e-002
6325	-0.74186
6326	-0.28264
6327	-9.2749e-002
6328	-9.7015e-002
6329	-0.74239
6330	-0.69508
6331	-6.1822e-003
6332	-0.23713
6333	-2.9249e-002
6334	-0.63158
6335	-0.30296
6336	-4.7238e-002
6337	-0.71066
6338	-0.64957
6339	-0.43705
6340	-0.12595
6341	-9.5074e-002
6342	-0.75849
6343	-0.34003
6344	-0.4288
6345	-0.21221
6346	-1.0208
6347	-1.1173
6348	-0.84475
6349	-0.42629
6350	-0.37269
6351	-0.1177
6352	-0.13091
6353	-0.9263
6354	-0.36458
6355	-0.16931
6356	-0.9647
6357	-0.92942
6358	-0.69042
6359	-0.17212
6360	-0.1228
6361	-0.88291
6362	-0.51904
6363	-1.0167
6364	-0.59018
6365	-0.48279
6366	-0.29671
6367	-0.16276
6368	-0.30873
6369	-1.72
6370	-1.0942
6371	-0.9868
6372	-1.0706
6373	-1.3758
6374	-1.5925
6375	-0.81274
6376	-1.8748
6377	-1.5752
6378	-1.7918
6379	-2.0347
6380	-1.0121
6381	-1.8295
6382	-1.5306
6383	-1.6621
6384	-1.9901
6385	-0.55131
6386	-0.96752
6387	-0.98311
6388	-1.7906
6389	-1.6613
6390	-1.51
6391	-1.9659
6392	-1.9893
6393	-0.55054
6394	-0.98234
6395	-0.71671
6396	-1.7368
6397	-1.5699
6398	-1.472
6399	-1.9279
6400	-0.94427
6401	-0.67864
6402	-0.93419
6403	-1.685
6404	-1.5542
6405	-1.4361
6406	-1.9121
6407	-1.8415
6408	-0.91845
6409	-1.3502
6410	-1.5096
6411	-1.3476
6412	-1.4
6413	-1.8055
6414	-1.3141
6415	-1.2165
6416	-1.2082
6417	-1.1196
6418	-1.6661
6419	-1.409
6420	-0.86866
6421	-1.0451
6422	-1.1748
6423	-0.5856
6424	-0.96585
6425	-1.2552
6426	-0.89138
6427	0.25606
6428	0.12402
6429	0.12761
6430	0.47599
6431	0.1948
6432	0.21581
6433	0.12476
6434	0.35101
6435	0.47314
6436	0.19196
6437	0.15766
6438	5.5106e-002
6439	8.7361e-002
6440	0.3136
6441	0.15456
6442	0.11252
6443	3.4361e-002
6444	3.1107e-002
6445	0.29286
6446	0.21456
6447	9.6498e-002
6448	6.7096e-003
6449	0.19017
6450	8.9698e-002
6451	1.7822e-002
6452	1.5087e-002
6453	0.19854
6454	0.14859
6455	7.6549e-002
6456	2.6442e-003
6457	0.13341
6458	6.8987e-002
6459	4.6733e-003
6460	5.9443e-003
6461	0.13544
6462	9.4209e-002
6463	-1.1995e-002
6464	3.9099e-002
6465	-1.5857e-002
6466	-3.6471e-003
6467	3.2212e-002
6468	8.4618e-002
6469	-2.1587e-002
6470	2.4429e-002
6471	-3.6153e-002
6472	1.1916e-002
6473	1.2563e-002
6474	-3.0527e-002
6475	-1.6847e-002
6476	-6.3901e-002
6477	1.7541e-002
6478	-0.11649
6479	2.0823e-003
6480	-3.4338e-002
6481	-8.1393e-002
6482	-1.0001e-002
6483	-4.3451e-002
6484	-2.7327e-002
6485	-7.4382e-002
6486	-0.12021
6487	-0.24239
6488	-0.33072
6489	-4.0432e-002
6490	-6.2545e-002
6491	-3.9266e-002
6492	-0.13931
6493	-0.26149
6494	-5.4777e-002
6495	-5.0603e-002
6496	-0.25284
6497	-0.15064
6498	-0.27282
6499	-7.1497e-002
6500	-6.1711e-002
6501	-5.3611e-002
6502	-0.25585
6503	-7.3348e-002
6504	-7.5422e-002
6505	-0.31488
6506	-0.26956
6507	-7.7035e-002
6508	-6.3562e-002
6509	-9.1058e-002
6510	-0.30302
6511	-0.36016
6512	-8.1755e-002
6513	-0.1066
6514	-0.31857
6515	-0.38611
6516	-0.37571
6517	-9.5269e-002
6518	-9.1508e-002
6519	-9.5778e-002
6520	-0.37528
6521	-0.35275
6522	-0.36488
6523	-0.11538
6524	-0.11585
6525	-0.45434
6526	-0.39962
6527	-0.37709
6528	-0.14691
6529	-0.11162
6530	-0.11087
6531	-0.45011
6532	-0.37286
6533	-0.16246
6534	-0.14664
6535	-0.57696
6536	-0.48587
6537	-0.19455
6538	-9.5904e-002
6539	-0.12642
6540	-0.55675
6541	-0.22011
6542	-0.1482
6543	-0.60905
6544	-0.66854
6545	-0.27042
6546	-0.12147
6547	-7.1565e-002
6548	-0.64181
6549	-0.32621
6550	-0.14861
6551	-0.86406
6552	-0.71885
6553	-0.47713
6554	-0.2747
6555	-0.17865
6556	-0.12736
6557	-0.84282
6558	-0.45588
6559	-0.45092
6560	-0.24451
6561	-0.14838
6562	-0.81255
6563	-0.9488
6564	-0.42065
6565	-0.36732
6566	-0.14846
6567	-0.20262
6568	-0.94888
6569	-0.42073
6570	-0.48281
6571	-0.30099
6572	-0.32536
6573	-1.2452
6574	-1.2463
6575	-1.0716
6576	-0.47661
6577	-0.54346
6578	-0.58323
6579	-0.29375
6580	-1.238
6581	-0.46937
6582	-0.67929
6583	-0.4014
6584	-0.25187
6585	-1.3456
6586	-1.1776
6587	-0.57702
6588	-0.49861
6589	-0.24027
6590	-1.166
6591	-0.38624
6592	-0.3168
6593	-0.53667
6594	-0.26684
6595	-0.29401
6596	-0.27885
6597	-0.18654
6598	-0.40056
6599	-0.1579
6600	-0.18376
6601	-0.40641
6602	-3.6723e-002
6603	-0.16374
6604	-0.13554
6605	-0.39779
6606	-0.15206
6607	-2.8105e-002
6608	0.12197
6609	-0.11246
6610	1.1497e-002
6611	0.16158
6612	-0.11144
6613	-0.48869
6614	-6.2379e-002
6615	-0.41422
6616	-7.9669e-002
6617	-0.31769
6618	-0.4917
6619	-6.539e-002
6620	-3.4318e-002
6621	-0.28291
6622	-6.0916e-002
6623	-3.0604e-002
6624	-0.15595
6625	-1.1449e-002
6626	-0.27234
6627	-0.10249
6628	-5.0351e-002
6629	-0.10519
6630	-0.14538
6631	-9.0183e-002
6632	-2.2667e-002
6633	-3.8047e-002
6634	-9.289e-002
6635	-0.12544
6636	-0.10885
6637	-0.24481
6638	-0.231
6639	-0.51151
6640	-1.0994e-002
6641	-0.12096
6642	-3.2765e-002
6643	-0.10715
6644	-8.5998e-003
6645	6.295e-002
6646	-2.8617e-002
6647	-0.13037
6648	-4.2169e-002
6649	8.4421e-003
6650	-1.8003e-002
6651	7.7918e-002
6652	5.4731e-002
6653	9.1789e-002
6654	6.5344e-002
6655	4.7698e-003
6656	-1.3648e-002
6657	-2.132e-002
6658	1.6278e-003
6659	2.3411e-002
6660	4.2133e-002
6661	-1.7401e-003
6662	-2.609e-002
6663	-3.1419e-003
6664	8.657e-003
6665	-5.7891e-003
6666	-2.783e-002
6667	-1.6105e-002
6668	-4.8821e-003
6669	3.9228e-004
6670	1.1192e-002
6671	-3.9674e-003
6672	1.0578e-002
6673	7.2552e-003
6674	1.253e-002
6675	1.1239e-002
6676	-9.7829e-003
6677	-1.3569e-002
6678	9.7566e-004
6679	3.8467e-003
6680	2.9277e-003
6681	-6.2418e-005
6682	1.0444e-002
6683	-9.3137e-003
6684	-1.3454e-004
6685	1.3495e-002
6686	9.5859e-003
6687	-6.2993e-003
6688	-1.9757e-002
6689	-5.1854e-003
6690	3.0514e-003
6691	-6.2993e-003
6692	-2.6057e-002
6693	7.1881e-004
6694	-1.4651e-002
6695	-1.1485e-002
6696	-3.7261e-003
6697	-8.3521e-003
6698	-5.1854e-003
6699	6.8668e-004
6700	-1.2388e-002
6701	-1.2078e-002
6702	-3.1198e-003
6703	-8.9115e-003
6704	-1.238e-002
6705	8.4909e-003
6706	-4.2491e-003
6707	5.019e-003
6708	5.512e-003
6709	-4.2411e-003
6710	6.3506e-003
6711	1.9437e-003
6712	-4.5837e-003
6713	5.1775e-003
6714	-4.5757e-003
6715	6.0252e-003
6716	1.3791e-004
6717	-1.043e-002
6718	2.7431e-003
6719	3.3716e-003
6720	-1.3857e-002
6721	9.8244e-003
6722	-8.9496e-003
6723	4.2236e-003
6724	-1.2377e-002
6725	-1.0335e-002
6726	6.3263e-003
6727	-6.6309e-003
6728	6.5423e-003
6729	-1.8026e-003
6730	-1.0058e-002
6731	-1.6406e-002
6732	-1.6152e-002
6733	-1.5324e-002
6734	-1.7326e-002
6735	-1.5936e-002
6736	-2.4281e-002
6737	-1.24e-002
6738	1.0823e-003
6739	-9.1906e-004
6740	4.9729e-003
6741	-1.24e-002
6742	-1.4116e-002
6743	-1.1318e-002
6744	-7.4271e-003
6745	-9.111e-003
6746	-1.7161e-003
6747	2.3406e-003
6748	4.9729e-003
6749	-9.111e-003
6750	-1.0827e-002
6751	-1.2396e-002
6752	-6.7704e-003
6753	-1.1999e-002
6754	-3.2849e-003
6755	-2.8799e-003
6756	2.3406e-003
6757	-1.1999e-002
6758	-1.6795e-002
6759	-1.5284e-002
