Node,X,Y
      417., -0.12612712E-02, -0.27043651E-02,  0.25000000E-02
      418., -0.38627124E-03, -0.29388206E-02,  0.25000000E-02
      419., -0.12612712E-02, -0.27043651E-02,  0.37500000E-02
      420., -0.38627124E-03, -0.29388206E-02,  0.37500000E-02
      421.,  0.36067153E-03, -0.25719393E-02,  0.12500000E-02
      422., -0.92753727E-03, -0.10638206E-02,  0.12500000E-02
      423., -0.15970316E-02, -0.32334021E-02,  0.12500000E-02
      424., -0.38627122E-03, -0.11888206E-02,  0.25000000E-02
      425., -0.23776413E-02, -0.77254249E-03,  0.31250000E-02
      426., -0.25268157E-02, -0.16097316E-02,  0.25000000E-02
      427., -0.18862712E-02, -0.22502760E-02,  0.25000000E-02
      428., -0.25268157E-02, -0.16097316E-02,  0.37500000E-02
      429., -0.18862712E-02, -0.22502760E-02,  0.37500000E-02
      430., -0.32641397E-02, -0.98323481E-03,  0.12500000E-02
      431., -0.15525373E-02, -0.60973157E-03,  0.12500000E-02
      432., -0.22220316E-02, -0.27793130E-02,  0.12500000E-02
      433., -0.10112712E-02, -0.73473157E-03,  0.25000000E-02
      434., -0.27655445E-02,  0.87500000E-03,  0.43750000E-02
      435., -0.27655445E-02,  0.87500000E-03,  0.31250000E-02
      436., -0.30000000E-02,  0.00000000E+00,  0.37500000E-02
      437., -0.27655445E-02, -0.87500000E-03,  0.31250000E-02
      438., -0.27655445E-02, -0.87500000E-03,  0.43750000E-02
      439., -0.23776413E-02,  0.77254249E-03,  0.43750000E-02
      440., -0.23776413E-02,  0.77254249E-03,  0.31250000E-02
      441.,  0.33807404E-02,  0.90586666E-03,  0.50000000E-02
      442.,  0.35000000E-02,  0.42862638E-18,  0.43750000E-02
      443.,  0.33807404E-02, -0.90586666E-03,  0.50000000E-02
      444., -0.33807404E-02,  0.90586666E-03,  0.50000000E-02
      445., -0.35000000E-02,  0.00000000E+00,  0.43750000E-02
      446., -0.33807404E-02, -0.90586666E-03,  0.50000000E-02
      447.,  0.24748737E-02,  0.24748737E-02,  0.50000000E-02
      448.,  0.33807404E-02,  0.90586666E-03,  0.43750000E-02
      449.,  0.30310889E-02,  0.17500000E-02,  0.37500000E-02
      450.,  0.24748737E-02,  0.24748737E-02,  0.37500000E-02
      451.,  0.25268157E-02,  0.16097316E-02,  0.50000000E-02
      452.,  0.90586666E-03,  0.33807404E-02,  0.50000000E-02
      453.,  0.17500000E-02,  0.30310889E-02,  0.37500000E-02
      454.,  0.90586666E-03,  0.33807404E-02,  0.37500000E-02
      455.,  0.18862712E-02,  0.22502760E-02,  0.50000000E-02
      456.,  0.12612712E-02,  0.27043651E-02,  0.50000000E-02
      457., -0.90586666E-03,  0.33807404E-02,  0.50000000E-02
      458.,  0.21431319E-18,  0.35000000E-02,  0.37500000E-02
      459., -0.90586666E-03,  0.33807404E-02,  0.37500000E-02
      460.,  0.38627124E-03,  0.29388206E-02,  0.50000000E-02
      461., -0.38627124E-03,  0.29388206E-02,  0.50000000E-02
      462., -0.24748737E-02,  0.24748737E-02,  0.50000000E-02
      463., -0.17500000E-02,  0.30310889E-02,  0.37500000E-02
      464., -0.24748737E-02,  0.24748737E-02,  0.37500000E-02
      465., -0.12612712E-02,  0.27043651E-02,  0.50000000E-02
      466., -0.18862712E-02,  0.22502760E-02,  0.50000000E-02
      467., -0.30310889E-02,  0.17500000E-02,  0.37500000E-02
      468., -0.33807404E-02,  0.90586666E-03,  0.43750000E-02
      469., -0.25268157E-02,  0.16097316E-02,  0.50000000E-02
      470.,  0.35000000E-02,  0.42862638E-18,  0.31250000E-02
      471.,  0.33807404E-02,  0.90586666E-03,  0.25000000E-02
      472.,  0.33807404E-02, -0.90586666E-03,  0.25000000E-02
      473.,  0.47310398E-02, -0.89156685E-03,  0.25000000E-02
      474.,  0.50582376E-02,  0.30684887E-03,  0.25000000E-02
      475.,  0.43480762E-02, -0.10000000E-02,  0.12500000E-02
      476.,  0.30490380E-02,  0.75000000E-03,  0.12500000E-02
      477.,  0.41576905E-02,  0.96993071E-03,  0.19270833E-02
      478.,  0.33807404E-02,  0.90586666E-03,  0.31250000E-02
      479.,  0.33807404E-02, -0.90586666E-03,  0.31250000E-02
      480.,  0.33807404E-02, -0.90586666E-03,  0.43750000E-02
      481., -0.33807404E-02,  0.90586666E-03,  0.25000000E-02
      482., -0.35000000E-02,  0.00000000E+00,  0.31250000E-02
      483., -0.33807404E-02, -0.90586666E-03,  0.25000000E-02
      484., -0.51058485E-02, -0.93750000E-03,  0.25000000E-02
      485., -0.47857238E-02,  0.61533070E-03,  0.25000000E-02
      486., -0.40028685E-02, -0.24850324E-03,  0.12500000E-02
      487.,  0.24748737E-02,  0.24748737E-02,  0.25000000E-02
      488.,  0.49796461E-02,  0.28750000E-02,  0.25000000E-02
      489.,  0.25268157E-02,  0.16097316E-02,  0.37500000E-02
      490.,  0.25268157E-02,  0.16097316E-02,  0.25000000E-02
      491.,  0.48237820E-02,  0.11818489E-02,  0.25000000E-02
      492.,  0.35662983E-02,  0.31963484E-02,  0.25000000E-02
      493.,  0.28145824E-02,  0.16250000E-02,  0.12500000E-02
      494.,  0.39232350E-02,  0.18449307E-02,  0.19270833E-02
      495.,  0.90586666E-03,  0.33807404E-02,  0.25000000E-02
      496.,  0.18862712E-02,  0.22502760E-02,  0.37500000E-02
      497.,  0.12612712E-02,  0.27043651E-02,  0.37500000E-02
      498.,  0.12612712E-02,  0.27043651E-02,  0.25000000E-02
      499.,  0.18862712E-02,  0.22502760E-02,  0.25000000E-02
      500.,  0.17410253E-02,  0.48905445E-02,  0.25000000E-02
      501.,  0.29257538E-02,  0.38368928E-02,  0.25000000E-02
      502.,  0.88514860E-03,  0.42186695E-02,  0.12500000E-02
      503.,  0.21740380E-02,  0.22655445E-02,  0.12500000E-02
      504.,  0.33245232E-02,  0.41477202E-02,  0.12500000E-02
      505., -0.90586666E-03,  0.33807404E-02,  0.25000000E-02
      506.,  0.38627124E-03,  0.29388206E-02,  0.37500000E-02
      507., -0.38627124E-03,  0.29388206E-02,  0.37500000E-02
      508., -0.38627124E-03,  0.29388206E-02,  0.25000000E-02
      509.,  0.38627124E-03,  0.29388206E-02,  0.25000000E-02
      510.,  0.86602535E-03,  0.51250000E-02,  0.25000000E-02
      511., -0.71840039E-03,  0.47774396E-02,  0.25000000E-02
      512.,  0.10148598E-04,  0.44531250E-02,  0.12500000E-02
      513.,  0.12990380E-02,  0.25000000E-02,  0.12500000E-02
      514., -0.54126603E-03,  0.18750000E-02,  0.12500000E-02
      515., -0.13261016E-02,  0.32500000E-02,  0.12500000E-02
      516., -0.24748737E-02,  0.24748737E-02,  0.25000000E-02
      517., -0.12612712E-02,  0.27043651E-02,  0.37500000E-02
      518., -0.18862712E-02,  0.22502760E-02,  0.37500000E-02
      519., -0.18862712E-02,  0.22502760E-02,  0.25000000E-02
      520., -0.12612712E-02,  0.27043651E-02,  0.25000000E-02
      521., -0.15934004E-02,  0.45429841E-02,  0.25000000E-02
      522., -0.27948578E-02,  0.42271378E-02,  0.25000000E-02
      523., -0.22011016E-02,  0.30155445E-02,  0.12500000E-02
      524., -0.33807404E-02,  0.90586666E-03,  0.31250000E-02
      525., -0.49796461E-02,  0.28750000E-02,  0.25000000E-02
      526., -0.25268157E-02,  0.16097316E-02,  0.37500000E-02
      527., -0.25268157E-02,  0.16097316E-02,  0.25000000E-02
      528., -0.34354023E-02,  0.35865933E-02,  0.25000000E-02
      529., -0.45512682E-02,  0.14903307E-02,  0.25000000E-02
      530., -0.37684130E-02,  0.62649676E-03,  0.12500000E-02
      531., -0.47500485E-02,  0.25014161E-02,  0.12500000E-02
      532., -0.20568105E-02,  0.10000000E-02,  0.12500000E-02
      533., -0.28416460E-02,  0.23750000E-02,  0.12500000E-02
      534., -0.33807404E-02, -0.90586666E-03,  0.31250000E-02
      535., -0.33807404E-02, -0.90586666E-03,  0.43750000E-02
      536.,  0.11558032E-01, -0.42235429E-02,  0.25000000E-02
      537.,  0.11660254E-01, -0.50000000E-02,  0.31250000E-02
      538.,  0.11558032E-01, -0.42235429E-02,  0.31250000E-02
      539.,  0.12325318E-01, -0.37500000E-02,  0.20833333E-02
      540.,  0.11558032E-01, -0.57764571E-02,  0.25000000E-02
      541.,  0.12656152E-01, -0.51431495E-02,  0.28268941E-02
      542.,  0.98896211E-02, -0.45937500E-02,  0.25000000E-02
      543.,  0.12030605E-01, -0.45166624E-02,  0.31597545E-02
      544.,  0.12066712E-01, -0.51224050E-02,  0.18941604E-02
      545.,  0.11426844E-01, -0.43897035E-02,  0.18750000E-02
      546.,  0.11258330E-01, -0.35000000E-02,  0.31250000E-02
      547.,  0.12124356E-01, -0.30000000E-02,  0.29166667E-02
      548.,  0.12124356E-01, -0.30000000E-02,  0.20833333E-02
      549.,  0.10825318E-01, -0.27500000E-02,  0.25000000E-02
      550.,  0.96886592E-02, -0.38437500E-02,  0.25000000E-02
      551.,  0.11829643E-01, -0.37666624E-02,  0.31597545E-02
      552.,  0.11225882E-01, -0.36397035E-02,  0.18750000E-02
      553.,  0.11660254E-01, -0.50000000E-02,  0.43750000E-02
      554.,  0.11558032E-01, -0.42235429E-02,  0.50000000E-02
      555.,  0.11558032E-01, -0.42235429E-02,  0.43750000E-02
      556.,  0.12622273E-01, -0.54341204E-02,  0.50000000E-02
      557.,  0.12622273E-01, -0.45658796E-02,  0.50000000E-02
      558.,  0.11558032E-01, -0.57764571E-02,  0.50000000E-02
      559.,  0.12030605E-01, -0.45166624E-02,  0.44097545E-02
      560.,  0.11558032E-01, -0.42235429E-02,  0.37500000E-02
      561.,  0.12622273E-01, -0.54341204E-02,  0.43750000E-02
      562.,  0.11558032E-01, -0.57764571E-02,  0.43750000E-02
      563.,  0.11558032E-01, -0.57764571E-02,  0.31250000E-02
      564.,  0.12656152E-01, -0.51431495E-02,  0.34518941E-02
      565.,  0.12030605E-01, -0.45166624E-02,  0.37847545E-02
      566.,  0.11696500E-01, -0.61213891E-02,  0.38372772E-02
      567.,  0.11258330E-01, -0.35000000E-02,  0.43750000E-02
      568.,  0.12124356E-01, -0.30000000E-02,  0.50000000E-02
      569.,  0.12421312E-01, -0.38158796E-02,  0.50000000E-02
      570.,  0.10825318E-01, -0.27500000E-02,  0.50000000E-02
      571.,  0.11829643E-01, -0.37666624E-02,  0.44097545E-02
      572.,  0.12124356E-01, -0.30000000E-02,  0.43750000E-02
      573.,  0.12124356E-01, -0.30000000E-02,  0.35416667E-02
      574.,  0.11691343E-01, -0.22500000E-02,  0.43750000E-02
      575.,  0.10825318E-01, -0.27500000E-02,  0.43750000E-02
      576.,  0.10825318E-01, -0.27500000E-02,  0.31250000E-02
      577.,  0.11829643E-01, -0.37666624E-02,  0.37847545E-02
      578., -0.13598696E-01, -0.57821723E-02,  0.50000000E-02
      579., -0.13660254E-01, -0.50000000E-02,  0.41666667E-02
      580., -0.13617478E-01, -0.43473690E-02,  0.50000000E-02
      581., -0.12660254E-01, -0.50000000E-02,  0.50000000E-02
      582., -0.94424264E-02, -0.99384417E-02,  0.50000000E-02
      583., -0.86602540E-02, -0.10000000E-01,  0.41666667E-02
      584., -0.77942286E-02, -0.10000000E-01,  0.50000000E-02
      585., -0.86602540E-02, -0.90000000E-02,  0.50000000E-02
      586., -0.77942286E-02, -0.90000000E-02,  0.50000000E-02
      587., -0.86602540E-02, -0.90000000E-02,  0.43750000E-02
      588., -0.13115287E-01, -0.72699525E-02,  0.50000000E-02
      589., -0.13598696E-01, -0.57821723E-02,  0.41666667E-02
      590., -0.12537895E-01, -0.57725425E-02,  0.50000000E-02
      591., -0.12336933E-01, -0.65225425E-02,  0.50000000E-02
      592., -0.12336933E-01, -0.65225425E-02,  0.37500000E-02
      593., -0.12762151E-01, -0.78590982E-02,  0.37738611E-02
      594., -0.12195788E-01, -0.85355339E-02,  0.50000000E-02
      595., -0.11981835E-01, -0.72194631E-02,  0.50000000E-02
      596., -0.12264388E-01, -0.84655760E-02,  0.37738611E-02
      597., -0.10930207E-01, -0.94550326E-02,  0.50000000E-02
      598., -0.11428755E-01, -0.77725425E-02,  0.50000000E-02
      599., -0.10879717E-01, -0.83215806E-02,  0.50000000E-02
      600., -0.10879717E-01, -0.83215806E-02,  0.37500000E-02
      601., -0.11677880E-01, -0.89867198E-02,  0.37738611E-02
      602., -0.94424264E-02, -0.99384417E-02,  0.41666667E-02
      603., -0.94327965E-02, -0.88776413E-02,  0.50000000E-02
      604., -0.10182797E-01, -0.86766794E-02,  0.50000000E-02
      605., -0.94327965E-02, -0.88776413E-02,  0.43750000E-02
      606., -0.10182797E-01, -0.86766794E-02,  0.37500000E-02
      607., -0.11017067E-01, -0.94096974E-02,  0.37738611E-02
      608., -0.13660254E-01, -0.50000000E-02,  0.83333333E-03
      609., -0.13598696E-01, -0.57821723E-02,  0.00000000E+00
      610., -0.13617478E-01, -0.43473690E-02,  0.00000000E+00
      611., -0.12660254E-01, -0.50000000E-02,  0.12500000E-02
      612., -0.12190009E-01, -0.43858067E-02,  0.00000000E+00
      613., -0.12341525E-01, -0.58625721E-02,  0.00000000E+00
      614., -0.13660254E-01, -0.50000000E-02,  0.25000000E-02
      615., -0.13489883E-01, -0.37059048E-02,  0.33333333E-02
      616., -0.13489883E-01, -0.37059048E-02,  0.25000000E-02
      617., -0.13617478E-01, -0.43473690E-02,  0.41666667E-02
      618., -0.12660254E-01, -0.50000000E-02,  0.41666667E-02
      619., -0.12660254E-01, -0.50000000E-02,  0.29166667E-02
      620., -0.12459292E-01, -0.57500000E-02,  0.29166667E-02
      621., -0.12459292E-01, -0.42500000E-02,  0.35416667E-02
      622., -0.13158911E-01, -0.71822199E-02,  0.29405277E-02
      623., -0.13598696E-01, -0.57821723E-02,  0.83333333E-03
      624., -0.13489883E-01, -0.37059048E-02,  0.16666667E-02
      625., -0.13617478E-01, -0.43473690E-02,  0.83333333E-03
      626., -0.12660254E-01, -0.50000000E-02,  0.20833333E-02
      627., -0.12459292E-01, -0.57500000E-02,  0.20833333E-02
      628., -0.13158911E-01, -0.71822199E-02,  0.21071944E-02
      629., -0.94424264E-02, -0.99384417E-02,  0.00000000E+00
      630., -0.86602540E-02, -0.10000000E-01,  0.83333333E-03
      631., -0.77942286E-02, -0.10000000E-01,  0.00000000E+00
      632., -0.84881140E-02, -0.86770020E-02,  0.00000000E+00
      633., -0.13115287E-01, -0.72699525E-02,  0.00000000E+00
      634., -0.12537895E-01, -0.57725425E-02,  0.12500000E-02
      635., -0.12336933E-01, -0.65225425E-02,  0.12500000E-02
      636., -0.12762151E-01, -0.78590982E-02,  0.12738611E-02
      637., -0.12219166E-01, -0.66351145E-02,  0.00000000E+00
      638., -0.12195788E-01, -0.85355339E-02,  0.00000000E+00
      639., -0.12264388E-01, -0.84655760E-02,  0.12738611E-02
      640., -0.11864067E-01, -0.73320352E-02,  0.00000000E+00
      641., -0.10930207E-01, -0.94550326E-02,  0.00000000E+00
      642., -0.11677880E-01, -0.89867198E-02,  0.12738611E-02
      643., -0.11310988E-01, -0.78851145E-02,  0.00000000E+00
      644., -0.94424264E-02, -0.99384417E-02,  0.83333333E-03
      645., -0.10182797E-01, -0.86766794E-02,  0.12500000E-02
      646., -0.11017067E-01, -0.94096974E-02,  0.12738611E-02
      647., -0.92606564E-02, -0.85546433E-02,  0.00000000E+00
      648., -0.10614067E-01, -0.82402133E-02,  0.00000000E+00
      649., -0.86602540E-02, -0.10000000E-01,  0.25000000E-02
      650., -0.77942286E-02, -0.10000000E-01,  0.41666667E-02
      651., -0.86602540E-02, -0.90000000E-02,  0.29166667E-02
      652., -0.77942286E-02, -0.90000000E-02,  0.29166667E-02
      653., -0.86602540E-02, -0.90000000E-02,  0.35416667E-02
      654., -0.94102540E-02, -0.87990381E-02,  0.29166667E-02
      655., -0.10298223E-01, -0.97240935E-02,  0.29405277E-02
      656., -0.71687659E-02, -0.10000000E-01,  0.29166667E-02
      657., -0.77942286E-02, -0.10000000E-01,  0.83333333E-03
      658., -0.86602540E-02, -0.90000000E-02,  0.20833333E-02
      659., -0.77942286E-02, -0.90000000E-02,  0.20833333E-02
      660., -0.94102540E-02, -0.87990381E-02,  0.20833333E-02
      661., -0.10298223E-01, -0.97240935E-02,  0.21071944E-02
      662., -0.84881140E-02, -0.86770020E-02,  0.83333333E-03
      663., -0.71687659E-02, -0.10000000E-01,  0.20833333E-02
      664.,  0.95284949E-02, -0.99240388E-02,  0.00000000E+00
      665.,  0.86602540E-02, -0.10000000E-01,  0.83333333E-03
      666.,  0.77942286E-02, -0.10000000E-01,  0.00000000E+00
      667.,  0.81959709E-02, -0.88537778E-02,  0.00000000E+00
      668.,  0.13358717E-01, -0.32898993E-02,  0.00000000E+00
      669.,  0.12990381E-01, -0.25000000E-02,  0.83333333E-03
      670.,  0.12557368E-01, -0.17500000E-02,  0.00000000E+00
      671.,  0.11858497E-01, -0.25294070E-02,  0.00000000E+00
      672.,  0.11160254E-01, -0.93301270E-02,  0.00000000E+00
      673.,  0.95284949E-02, -0.99240388E-02,  0.83333333E-03
      674.,  0.10265304E-01, -0.86482697E-02,  0.12500000E-02
      675.,  0.11355997E-01, -0.92110532E-02,  0.10419633E-02
      676.,  0.10783652E-01, -0.80391884E-02,  0.00000000E+00
      677.,  0.90510212E-02, -0.87030093E-02,  0.00000000E+00
      678.,  0.12490476E-01, -0.82139380E-02,  0.00000000E+00
      679.,  0.12046284E-01, -0.86789670E-02,  0.10419633E-02
      680.,  0.11535570E-01, -0.76050680E-02,  0.00000000E+00
      681.,  0.13358717E-01, -0.67101007E-02,  0.00000000E+00
      682.,  0.12124356E-01, -0.70000000E-02,  0.12500000E-02
      683.,  0.12633689E-01, -0.80350972E-02,  0.10419633E-02
      684.,  0.13450837E-01, -0.64318926E-02,  0.15768941E-02
      685.,  0.12093665E-01, -0.69399569E-02,  0.00000000E+00
      686.,  0.12731776E-01, -0.63724050E-02,  0.64416038E-03
      687.,  0.13660254E-01, -0.50000000E-02,  0.00000000E+00
      688.,  0.13626703E-01, -0.55782632E-02,  0.15768941E-02
      689.,  0.12390621E-01, -0.61240773E-02,  0.00000000E+00
      690.,  0.13028732E-01, -0.55565254E-02,  0.64416038E-03
      691.,  0.13358717E-01, -0.32898993E-02,  0.83333333E-03
      692.,  0.13651665E-01, -0.47070632E-02,  0.15768941E-02
      693.,  0.12155453E-01, -0.33452866E-02,  0.00000000E+00
      694.,  0.12390621E-01, -0.52558364E-02,  0.00000000E+00
      695.,  0.13028732E-01, -0.46882846E-02,  0.64416038E-03
      696.,  0.12388863E-01, -0.39555831E-02,  0.62500000E-03
      697.,  0.12990381E-01, -0.25000000E-02,  0.41666667E-02
      698.,  0.13358717E-01, -0.32898993E-02,  0.50000000E-02
      699.,  0.12557368E-01, -0.17500000E-02,  0.50000000E-02
      700.,  0.11691343E-01, -0.22500000E-02,  0.50000000E-02
      701.,  0.12695668E-01, -0.32666624E-02,  0.44097545E-02
      702.,  0.12990381E-01, -0.25000000E-02,  0.25000000E-02
      703.,  0.13358717E-01, -0.32898993E-02,  0.41666667E-02
      704.,  0.12557368E-01, -0.17500000E-02,  0.41666667E-02
      705.,  0.11691343E-01, -0.22500000E-02,  0.29166667E-02
      706.,  0.13524967E-01, -0.38447642E-02,  0.32435608E-02
      707.,  0.12244637E-01, -0.12083333E-02,  0.29166667E-02
      708.,  0.12695668E-01, -0.32666624E-02,  0.35764212E-02
      709.,  0.12557368E-01, -0.17500000E-02,  0.83333333E-03
      710.,  0.11691343E-01, -0.22500000E-02,  0.20833333E-02
      711.,  0.13524967E-01, -0.38447642E-02,  0.24102275E-02
      712.,  0.11858497E-01, -0.25294070E-02,  0.83333333E-03
      713.,  0.12244637E-01, -0.12083333E-02,  0.20833333E-02
      714.,  0.12695668E-01, -0.32666624E-02,  0.27430879E-02
      715.,  0.12731776E-01, -0.38724050E-02,  0.14774937E-02
      716.,  0.11907849E-01, -0.16250000E-02,  0.14583333E-02
      717.,  0.12091907E-01, -0.31397035E-02,  0.14583333E-02
      718.,  0.95284949E-02, -0.99240388E-02,  0.50000000E-02
      719.,  0.86602540E-02, -0.10000000E-01,  0.41666667E-02
      720.,  0.77942286E-02, -0.10000000E-01,  0.50000000E-02
      721.,  0.86602540E-02, -0.90000000E-02,  0.50000000E-02
      722.,  0.77942286E-02, -0.90000000E-02,  0.50000000E-02
      723.,  0.86602540E-02, -0.90000000E-02,  0.43750000E-02
      724.,  0.11160254E-01, -0.93301270E-02,  0.50000000E-02
      725.,  0.95284949E-02, -0.99240388E-02,  0.41666667E-02
      726.,  0.95153044E-02, -0.88492316E-02,  0.50000000E-02
      727.,  0.10265304E-01, -0.86482697E-02,  0.50000000E-02
      728.,  0.10265304E-01, -0.86482697E-02,  0.37500000E-02
      729.,  0.95153044E-02, -0.88492316E-02,  0.43750000E-02
      730.,  0.11355997E-01, -0.92110532E-02,  0.35419633E-02
      731.,  0.11051550E-01, -0.84706207E-02,  0.44622772E-02
      732.,  0.12490476E-01, -0.82139380E-02,  0.50000000E-02
      733.,  0.11017223E-01, -0.82141492E-02,  0.50000000E-02
      734.,  0.11566261E-01, -0.76651111E-02,  0.50000000E-02
      735.,  0.12046284E-01, -0.86789670E-02,  0.35419633E-02
      736.,  0.11803469E-01, -0.80365002E-02,  0.44622772E-02
      737.,  0.13358717E-01, -0.67101007E-02,  0.50000000E-02
      738.,  0.12124356E-01, -0.70000000E-02,  0.50000000E-02
      739.,  0.12633689E-01, -0.80350972E-02,  0.35419633E-02
      740.,  0.13450837E-01, -0.64318926E-02,  0.40768941E-02
      741.,  0.12361563E-01, -0.73713891E-02,  0.44622772E-02
      742.,  0.13660254E-01, -0.50000000E-02,  0.50000000E-02
      743.,  0.12421312E-01, -0.61841204E-02,  0.50000000E-02
      744.,  0.13626703E-01, -0.55782632E-02,  0.40768941E-02
      745.,  0.12992624E-01, -0.49507829E-02,  0.44097545E-02
      746.,  0.12658519E-01, -0.65555096E-02,  0.44622772E-02
      747.,  0.13651665E-01, -0.47070632E-02,  0.40768941E-02
      748.,  0.12992624E-01, -0.40825420E-02,  0.44097545E-02
      749.,  0.86602540E-02, -0.10000000E-01,  0.25000000E-02
      750.,  0.77942286E-02, -0.10000000E-01,  0.41666667E-02
      751.,  0.86602540E-02, -0.90000000E-02,  0.29166667E-02
      752.,  0.94102540E-02, -0.87990381E-02,  0.29166667E-02
      753.,  0.86602540E-02, -0.90000000E-02,  0.35416667E-02
      754.,  0.77942286E-02, -0.90000000E-02,  0.29166667E-02
      755.,  0.10583801E-01, -0.96151887E-02,  0.27086300E-02
      756.,  0.67458352E-02, -0.10000000E-01,  0.29166667E-02
      757.,  0.71735539E-02, -0.93941194E-02,  0.24187184E-02
      758.,  0.73612159E-02, -0.95000000E-02,  0.35416667E-02
      759.,  0.77942286E-02, -0.10000000E-01,  0.83333333E-03
      760.,  0.86602540E-02, -0.90000000E-02,  0.20833333E-02
      761.,  0.94102540E-02, -0.87990381E-02,  0.20833333E-02
      762.,  0.77942286E-02, -0.90000000E-02,  0.20833333E-02
      763.,  0.10583801E-01, -0.96151887E-02,  0.18752966E-02
      764.,  0.81959709E-02, -0.88537778E-02,  0.83333333E-03
      765.,  0.67458352E-02, -0.10000000E-01,  0.20833333E-02
      766.,  0.71735539E-02, -0.93941194E-02,  0.15853851E-02
      767.,  0.47631397E-02,  0.11750000E-01,  0.00000000E+00
      768.,  0.43301270E-02,  0.12500000E-01,  0.83333333E-03
      769.,  0.38302222E-02,  0.13213938E-01,  0.00000000E+00
      770.,  0.37860344E-02,  0.11561270E-01,  0.00000000E+00
      771.,  0.11691343E-01, -0.25000000E-03,  0.00000000E+00
      772.,  0.11425484E-01, -0.17794070E-02,  0.00000000E+00
      773.,  0.11811624E-01, -0.45833334E-03,  0.12500000E-02
      774.,  0.11474837E-01, -0.87500000E-03,  0.62500000E-03
      775.,  0.10825318E-01,  0.12500000E-02,  0.00000000E+00
      776.,  0.97608131E-02,  0.30756123E-03,  0.00000000E+00
      777.,  0.10992471E-01, -0.10294070E-02,  0.00000000E+00
      778.,  0.11378612E-01,  0.29166666E-03,  0.12500000E-02
      779.,  0.10097949E-01,  0.13199339E-02,  0.65104167E-03
      780.,  0.11041824E-01, -0.12500000E-03,  0.62500000E-03
      781.,  0.99592921E-02,  0.27500000E-02,  0.00000000E+00
      782.,  0.93278004E-02,  0.10575612E-02,  0.00000000E+00
      783.,  0.10945599E-01,  0.10416667E-02,  0.12500000E-02
      784.,  0.10175799E-01,  0.23749999E-02,  0.12500000E-02
      785.,  0.96649360E-02,  0.20699339E-02,  0.65104167E-03
      786.,  0.90932667E-02,  0.42500000E-02,  0.00000000E+00
      787.,  0.79746505E-02,  0.30416667E-02,  0.00000000E+00
      788.,  0.88947877E-02,  0.18075612E-02,  0.00000000E+00
      789.,  0.97427858E-02,  0.31249999E-02,  0.12500000E-02
      790.,  0.88767604E-02,  0.46250000E-02,  0.12500000E-02
      791.,  0.92319233E-02,  0.28199339E-02,  0.65104167E-03
      792.,  0.82272413E-02,  0.57500000E-02,  0.00000000E+00
      793.,  0.77942286E-02,  0.45000000E-02,  0.12500000E-02
      794.,  0.73612159E-02,  0.52500000E-02,  0.12500000E-02
      795.,  0.75416378E-02,  0.37916667E-02,  0.00000000E+00
      796.,  0.67796502E-02,  0.51321757E-02,  0.00000000E+00
      797.,  0.84437477E-02,  0.53750000E-02,  0.12500000E-02
      798.,  0.87989106E-02,  0.35699339E-02,  0.65104167E-03
      799.,  0.73612159E-02,  0.72500000E-02,  0.00000000E+00
      800.,  0.69282032E-02,  0.60000000E-02,  0.12500000E-02
      801.,  0.64951905E-02,  0.67500000E-02,  0.12500000E-02
      802.,  0.63466375E-02,  0.58821757E-02,  0.00000000E+00
      803.,  0.80107350E-02,  0.61250000E-02,  0.12500000E-02
      804.,  0.64951905E-02,  0.87500000E-02,  0.00000000E+00
      805.,  0.60621778E-02,  0.75000000E-02,  0.12500000E-02
      806.,  0.56291651E-02,  0.82500000E-02,  0.12500000E-02
      807.,  0.52516785E-02,  0.79568050E-02,  0.00000000E+00
      808.,  0.59136248E-02,  0.66321757E-02,  0.00000000E+00
      809.,  0.75777223E-02,  0.68750000E-02,  0.12500000E-02
      810.,  0.65863745E-02,  0.85920647E-02,  0.12500000E-02
      811.,  0.56291651E-02,  0.10250000E-01,  0.00000000E+00
      812.,  0.51961524E-02,  0.90000000E-02,  0.12500000E-02
      813.,  0.48186658E-02,  0.87068050E-02,  0.00000000E+00
      814.,  0.61533618E-02,  0.93420647E-02,  0.12500000E-02
      815.,  0.47631397E-02,  0.11750000E-01,  0.83333333E-03
      816.,  0.47631397E-02,  0.97500000E-02,  0.12500000E-02
      817.,  0.43301270E-02,  0.10500000E-01,  0.12500000E-02
      818.,  0.43856531E-02,  0.94568050E-02,  0.00000000E+00
      819.,  0.42190471E-02,  0.10811270E-01,  0.00000000E+00
      820.,  0.57203491E-02,  0.10092065E-01,  0.12500000E-02
      821.,  0.43301270E-02,  0.12500000E-01,  0.41666667E-02
      822.,  0.47631397E-02,  0.11750000E-01,  0.50000000E-02
      823.,  0.38302222E-02,  0.13213938E-01,  0.50000000E-02
      824.,  0.34641016E-02,  0.12000000E-01,  0.50000000E-02
      825.,  0.34641016E-02,  0.12000000E-01,  0.43750000E-02
      826.,  0.43301270E-02,  0.12500000E-01,  0.25000000E-02
      827.,  0.47631397E-02,  0.11750000E-01,  0.41666667E-02
      828.,  0.38302222E-02,  0.13213938E-01,  0.41666667E-02
      829.,  0.34641016E-02,  0.12000000E-01,  0.29166667E-02
      830.,  0.29150635E-02,  0.12549038E-01,  0.29166667E-02
      831.,  0.34641016E-02,  0.12000000E-01,  0.35416667E-02
      832.,  0.38971143E-02,  0.11250000E-01,  0.29166667E-02
